동별,항목,단위,2019 년,2020 년,2021 년,2022 년,2023 년
등촌1동,면수,면,11042.0,11886.0,11994.0,13600.0,11965.0
등촌2동,면수,면,8601.0,9336.0,9323.0,9611.0,9803.0
등촌3동,면수,면,16432.0,15897.0,15629.0,17670.0,16858.0
화곡본동,면수,면,11491.0,9591.0,9717.0,12732.0,13041.0
화곡2동,면수,면,5935.0,5830.0,5822.0,6412.0,6649.0
화곡3동,면수,면,9206.0,10693.0,10771.0,9879.0,9964.0
화곡4동,면수,면,7163.0,7891.0,7881.0,8090.0,8442.0
화곡6동,면수,면,11873.0,13050.0,13082.0,14487.0,14792.0
화곡8동,면수,면,7799.0,9207.0,9203.0,8322.0,8579.0
가양1동,면수,면,28145.0,20147.0,35065.0,49535.0,49804.0
가양2동,면수,면,5405.0,7495.0,7491.0,5314.0,4570.0
가양3동,면수,면,5668.0,5871.0,5546.0,5567.0,5571.0
발산1동,면수,면,17935.0,18614.0,26315.0,29360.0,30117.0
공항동,면수,면,25594.0,20621.0,23771.0,25818.0,26184.0
방화1동,면수,면,17227.0,53407.0,18703.0,14206.0,15087.0
방화2동,면수,면,9140.0,14267.0,14165.0,15923.0,17690.0
방화3동,면수,면,8072.0,8183.0,8210.0,8603.0,8692.0
화곡1동,면수,면,17745.0,17631.0,17737.0,20220.0,21049.0
우장산동,면수,면,20131.0,20086.0,20054.0,19795.0,20063.0
신도림동,면수,면,20447.0,20495.0,20486.0,20948.0,18474.0
구로1동,면수,면,8352.0,8344.0,8342.0,7000.0,6978.0
구로3동,면수,면,24326.0,23524.0,24883.0,24482.0,21967.0
구로4동,면수,면,5497.0,5164.0,5156.0,5048.0,4865.0
구로5동,면수,면,18684.0,18852.0,18855.0,18865.0,18768.0
고척1동,면수,면,11098.0,10772.0,11025.0,12075.0,15051.0
고척2동,면수,면,9245.0,9930.0,10112.0,9547.0,9574.0
개봉2동,면수,면,11135.0,11080.0,11098.0,10265.0,10298.0
개봉3동,면수,면,6674.0,7244.0,7237.0,8032.0,8059.0
오류1동,면수,면,7942.0,8535.0,8570.0,8300.0,8320.0
수궁동,면수,면,10086.0,9638.0,9687.0,9864.0,10011.0
가리봉동,면수,면,2500.0,2534.0,2547.0,2620.0,2577.0
구로2동,면수,면,16929.0,18293.0,18277.0,16305.0,14931.0
개봉1동,면수,면,10639.0,10688.0,10799.0,12330.0,12311.0
오류2동,면수,면,20342.0,15966.0,18114.0,17390.0,17229.0
항동,면수,면,0.0,7284.0,5131.0,8752.0,8752.0
가산동,면수,면,48560.0,49621.0,50971.0,53019.0,71469.0
독산1동,면수,면,17622.0,17465.0,17778.0,26177.0,26233.0
독산2동,면수,면,5345.0,5488.0,5506.0,5346.0,5282.0
독산3동,면수,면,11729.0,11842.0,11950.0,9885.0,9766.0
독산4동,면수,면,6077.0,6124.0,6187.0,5312.0,5309.0
시흥1동,면수,면,13943.0,14062.0,14097.0,14115.0,13245.0
시흥2동,면수,면,7550.0,7570.0,7570.0,7585.0,7582.0
시흥3동,면수,면,7692.0,7680.0,7747.0,6325.0,6235.0
시흥4동,면수,면,5603.0,5641.0,5754.0,6300.0,6617.0
시흥5동,면수,면,5334.0,5524.0,5572.0,5084.0,4416.0
여의동,면수,면,51237.0,51237.0,50733.0,50360.0,48259.0
당산1동,면수,면,9622.0,9621.0,9412.0,10582.0,10207.0
당산2동,면수,면,15802.0,15802.0,15802.0,15902.0,15997.0
양평1동,면수,면,9671.0,9671.0,9916.0,10939.0,10967.0
양평2동,면수,면,11619.0,11619.0,11839.0,11720.0,11794.0
신길1동,면수,면,4976.0,4976.0,4974.0,6205.0,6215.0
신길3동,면수,면,3624.0,3624.0,3608.0,5215.0,5219.0
