행정동,년분기,주차장면적(면),주차장개수(개소)
가락1동,20191,20942.0,83.0
가락1동,20192,20942.0,83.0
가락1동,20193,20942.0,83.0
가락1동,20194,20942.0,83.0
가락1동,20201,20268.0,57.0
가락1동,20202,20268.0,57.0
가락1동,20203,20268.0,57.0
가락1동,20204,20268.0,57.0
가락1동,20211,20389.0,58.0
가락1동,20212,20389.0,58.0
가락1동,20213,20389.0,58.0
가락1동,20214,20389.0,58.0
가락1동,20221,15237.0,60.0
가락1동,20222,15237.0,60.0
가락1동,20223,15237.0,60.0
가락1동,20224,15237.0,60.0
가락1동,20231,11607.0,995.0
가락1동,20232,11607.0,995.0
가락1동,20233,11607.0,995.0
가락1동,20234,11607.0,995.0
가락1동,20241,11607.0,995.0
가락1동,20242,11607.0,995.0
가락2동,20191,14340.0,1058.0
가락2동,20192,14340.0,1058.0
가락2동,20193,14340.0,1058.0
가락2동,20194,14340.0,1058.0
가락2동,20201,12848.0,985.0
가락2동,20202,12848.0,985.0
가락2동,20203,12848.0,985.0
가락2동,20204,12848.0,985.0
가락2동,20211,14134.0,1054.0
가락2동,20212,14134.0,1054.0
가락2동,20213,14134.0,1054.0
가락2동,20214,14134.0,1054.0
가락2동,20221,12780.0,1047.0
가락2동,20222,12780.0,1047.0
가락2동,20223,12780.0,1047.0
가락2동,20224,12780.0,1047.0
가락2동,20231,15150.0,1123.0
가락2동,20232,15150.0,1123.0
가락2동,20233,15150.0,1123.0
가락2동,20234,15150.0,1123.0
가락2동,20241,15150.0,1123.0
가락2동,20242,15150.0,1123.0
가락본동,20191,14368.0,1049.0
가락본동,20192,14368.0,1049.0
가락본동,20193,14368.0,1049.0
가락본동,20194,14368.0,1049.0
가락본동,20201,15237.0,1139.0
가락본동,20202,15237.0,1139.0
가락본동,20203,15237.0,1139.0
가락본동,20204,15237.0,1139.0
가락본동,20211,15406.0,1074.0
가락본동,20212,15406.0,1074.0
가락본동,20213,15406.0,1074.0
가락본동,20214,15406.0,1074.0
가락본동,20221,14520.0,1084.0
가락본동,20222,14520.0,1084.0
가락본동,20223,14520.0,1084.0
가락본동,20224,14520.0,1084.0
가락본동,20231,21349.0,40.0
가락본동,20232,21349.0,40.0
가락본동,20233,21349.0,40.0
가락본동,20234,21349.0,40.0
가락본동,20241,21349.0,40.0
가락본동,20242,21349.0,40.0
가리봉동,20191,2500.0,358.0
가리봉동,20192,2500.0,358.0
가리봉동,20193,2500.0,358.0
가리봉동,20194,2500.0,358.0
가리봉동,20201,2534.0,376.0
가리봉동,20202,2534.0,376.0
가리봉동,20203,2534.0,376.0
가리봉동,20204,2534.0,376.0
가리봉동,20211,2547.0,382.0
가리봉동,20212,2547.0,382.0
가리봉동,20213,2547.0,382.0
가리봉동,20214,2547.0,382.0
가리봉동,20221,2620.0,357.0
가리봉동,20222,2620.0,357.0
가리봉동,20223,2620.0,357.0
가리봉동,20224,2620.0,357.0
가리봉동,20231,2577.0,356.0
가리봉동,20232,2577.0,356.0
가리봉동,20233,2577.0,356.0
가리봉동,20234,2577.0,356.0
가리봉동,20241,2577.0,356.0
가리봉동,20242,2577.0,356.0
가산동,20191,48560.0,775.0
가산동,20192,48560.0,775.0
가산동,20193,48560.0,775.0
가산동,20194,48560.0,775.0
가산동,20201,49621.0,782.0
가산동,20202,49621.0,782.0
가산동,20203,49621.0,782.0
가산동,20204,49621.0,782.0
가산동,20211,50971.0,795.0
가산동,20212,50971.0,795.0
가산동,20213,50971.0,795.0
가산동,20214,50971.0,795.0
가산동,20221,53019.0,806.0
가산동,20222,53019.0,806.0
가산동,20223,53019.0,806.0
가산동,20224,53019.0,806.0
가산동,20231,71469.0,786.0
가산동,20232,71469.0,786.0
가산동,20233,71469.0,786.0
가산동,20234,71469.0,786.0
가산동,20241,71469.0,786.0
가산동,20242,71469.0,786.0
가양1동,20191,28145.0,418.0
가양1동,20192,28145.0,418.0
가양1동,20193,28145.0,418.0
가양1동,20194,28145.0,418.0
가양1동,20201,20147.0,337.0
가양1동,20202,20147.0,337.0
가양1동,20203,20147.0,337.0
가양1동,20204,20147.0,337.0
가양1동,20211,35065.0,431.0
가양1동,20212,35065.0,431.0
가양1동,20213,35065.0,431.0
가양1동,20214,35065.0,431.0
가양1동,20221,49535.0,500.0
가양1동,20222,49535.0,500.0
가양1동,20223,49535.0,500.0
가양1동,20224,49535.0,500.0
가양1동,20231,49804.0,515.0
가양1동,20232,49804.0,515.0
가양1동,20233,49804.0,515.0
가양1동,20234,49804.0,515.0
가양1동,20241,49804.0,515.0
가양1동,20242,49804.0,515.0
가양2동,20191,5405.0,47.0
가양2동,20192,5405.0,47.0
가양2동,20193,5405.0,47.0
가양2동,20194,5405.0,47.0
가양2동,20201,7495.0,52.0
가양2동,20202,7495.0,52.0
가양2동,20203,7495.0,52.0
가양2동,20204,7495.0,52.0
가양2동,20211,7491.0,51.0
가양2동,20212,7491.0,51.0
가양2동,20213,7491.0,51.0
가양2동,20214,7491.0,51.0
가양2동,20221,5314.0,44.0
가양2동,20222,5314.0,44.0
가양2동,20223,5314.0,44.0
가양2동,20224,5314.0,44.0
가양2동,20231,4570.0,44.0
가양2동,20232,4570.0,44.0
가양2동,20233,4570.0,44.0
가양2동,20234,4570.0,44.0
가양2동,20241,4570.0,44.0
가양2동,20242,4570.0,44.0
가양3동,20191,5668.0,47.0
가양3동,20192,5668.0,47.0
가양3동,20193,5668.0,47.0
가양3동,20194,5668.0,47.0
가양3동,20201,5871.0,45.0
가양3동,20202,5871.0,45.0
가양3동,20203,5871.0,45.0
가양3동,20204,5871.0,45.0
가양3동,20211,5546.0,42.0
가양3동,20212,5546.0,42.0
가양3동,20213,5546.0,42.0
가양3동,20214,5546.0,42.0
가양3동,20221,5567.0,40.0
가양3동,20222,5567.0,40.0
가양3동,20223,5567.0,40.0
가양3동,20224,5567.0,40.0
가양3동,20231,5571.0,41.0
가양3동,20232,5571.0,41.0
가양3동,20233,5571.0,41.0
가양3동,20234,5571.0,41.0
가양3동,20241,5571.0,41.0
가양3동,20242,5571.0,41.0
가회동,20191,2942.0,290.0
가회동,20192,2942.0,290.0
가회동,20193,2942.0,290.0
가회동,20194,2942.0,290.0
가회동,20201,2955.0,290.0
가회동,20202,2955.0,290.0
가회동,20203,2955.0,290.0
가회동,20204,2955.0,290.0
가회동,20211,2914.0,291.0
가회동,20212,2914.0,291.0
가회동,20213,2914.0,291.0
가회동,20214,2914.0,291.0
가회동,20221,3238.0,461.0
가회동,20222,3238.0,461.0
가회동,20223,3238.0,461.0
가회동,20224,3238.0,461.0
가회동,20231,3168.0,459.0
가회동,20232,3168.0,459.0
가회동,20233,3168.0,459.0
가회동,20234,3168.0,459.0
가회동,20241,3168.0,459.0
가회동,20242,3168.0,459.0
갈현1동,20191,6387.0,1657.0
갈현1동,20192,6387.0,1657.0
갈현1동,20193,6387.0,1657.0
갈현1동,20194,6387.0,1657.0
갈현1동,20201,7222.0,1683.0
갈현1동,20202,7222.0,1683.0
갈현1동,20203,7222.0,1683.0
갈현1동,20204,7222.0,1683.0
갈현1동,20211,7253.0,1691.0
갈현1동,20212,7253.0,1691.0
갈현1동,20213,7253.0,1691.0
갈현1동,20214,7253.0,1691.0
갈현1동,20221,5483.0,1364.0
갈현1동,20222,5483.0,1364.0
갈현1동,20223,5483.0,1364.0
갈현1동,20224,5483.0,1364.0
갈현1동,20231,6624.0,1503.0
갈현1동,20232,6624.0,1503.0
갈현1동,20233,6624.0,1503.0
갈현1동,20234,6624.0,1503.0
갈현1동,20241,6624.0,1503.0
갈현1동,20242,6624.0,1503.0
갈현2동,20191,8997.0,1661.0
갈현2동,20192,8997.0,1661.0
갈현2동,20193,8997.0,1661.0
갈현2동,20194,8997.0,1661.0
갈현2동,20201,9831.0,1643.0
갈현2동,20202,9831.0,1643.0
갈현2동,20203,9831.0,1643.0
갈현2동,20204,9831.0,1643.0
갈현2동,20211,9873.0,1645.0
갈현2동,20212,9873.0,1645.0
갈현2동,20213,9873.0,1645.0
갈현2동,20214,9873.0,1645.0
갈현2동,20221,9867.0,1631.0
갈현2동,20222,9867.0,1631.0
갈현2동,20223,9867.0,1631.0
갈현2동,20224,9867.0,1631.0
갈현2동,20231,10143.0,1666.0
갈현2동,20232,10143.0,1666.0
갈현2동,20233,10143.0,1666.0
갈현2동,20234,10143.0,1666.0
갈현2동,20241,10143.0,1666.0
갈현2동,20242,10143.0,1666.0
강일동,20191,16806.0,112.0
강일동,20191,16806.0,0.0
강일동,20191,0.0,112.0
강일동,20191,0.0,0.0
강일동,20192,16806.0,112.0
강일동,20192,16806.0,0.0
강일동,20192,0.0,112.0
강일동,20192,0.0,0.0
강일동,20193,16806.0,112.0
강일동,20193,16806.0,0.0
강일동,20193,0.0,112.0
강일동,20193,0.0,0.0
강일동,20194,16806.0,112.0
강일동,20194,16806.0,0.0
강일동,20194,0.0,112.0
강일동,20194,0.0,0.0
강일동,20201,18214.0,115.0
강일동,20201,18214.0,0.0
강일동,20201,0.0,115.0
강일동,20201,0.0,0.0
강일동,20202,18214.0,115.0
강일동,20202,18214.0,0.0
강일동,20202,0.0,115.0
강일동,20202,0.0,0.0
강일동,20203,18214.0,115.0
강일동,20203,18214.0,0.0
강일동,20203,0.0,115.0
강일동,20203,0.0,0.0
강일동,20204,18214.0,115.0
강일동,20204,18214.0,0.0
강일동,20204,0.0,115.0
강일동,20204,0.0,0.0
강일동,20211,20968.0,113.0
강일동,20211,20968.0,0.0
강일동,20211,0.0,113.0
강일동,20211,0.0,0.0
강일동,20212,20968.0,113.0
강일동,20212,20968.0,0.0
강일동,20212,0.0,113.0
강일동,20212,0.0,0.0
강일동,20213,20968.0,113.0
강일동,20213,20968.0,0.0
강일동,20213,0.0,113.0
강일동,20213,0.0,0.0
강일동,20214,20968.0,113.0
강일동,20214,20968.0,0.0
강일동,20214,0.0,113.0
강일동,20214,0.0,0.0
강일동,20221,0.0,0.0
강일동,20221,0.0,103.0
강일동,20221,16089.0,0.0
강일동,20221,16089.0,103.0
강일동,20222,0.0,0.0
강일동,20222,0.0,103.0
강일동,20222,16089.0,0.0
강일동,20222,16089.0,103.0
강일동,20223,0.0,0.0
강일동,20223,0.0,103.0
강일동,20223,16089.0,0.0
강일동,20223,16089.0,103.0
강일동,20224,0.0,0.0
강일동,20224,0.0,103.0
강일동,20224,16089.0,0.0
강일동,20224,16089.0,103.0
강일동,20231,0.0,0.0
강일동,20231,0.0,105.0
강일동,20231,17156.0,0.0
강일동,20231,17156.0,105.0
강일동,20232,0.0,0.0
강일동,20232,0.0,105.0
강일동,20232,17156.0,0.0
강일동,20232,17156.0,105.0
강일동,20233,0.0,0.0
강일동,20233,0.0,105.0
강일동,20233,17156.0,0.0
강일동,20233,17156.0,105.0
강일동,20234,0.0,0.0
강일동,20234,0.0,105.0
강일동,20234,17156.0,0.0
강일동,20234,17156.0,105.0
강일동,20241,0.0,0.0
강일동,20241,0.0,105.0
강일동,20241,17156.0,0.0
강일동,20241,17156.0,105.0
강일동,20242,0.0,0.0
강일동,20242,0.0,105.0
강일동,20242,17156.0,0.0
강일동,20242,17156.0,105.0
개봉1동,20191,10639.0,954.0
개봉1동,20192,10639.0,954.0
개봉1동,20193,10639.0,954.0
개봉1동,20194,10639.0,954.0
개봉1동,20201,10688.0,1021.0
개봉1동,20202,10688.0,1021.0
개봉1동,20203,10688.0,1021.0
개봉1동,20204,10688.0,1021.0
개봉1동,20211,10799.0,1022.0
개봉1동,20212,10799.0,1022.0
개봉1동,20213,10799.0,1022.0
개봉1동,20214,10799.0,1022.0
개봉1동,20221,12330.0,1014.0
개봉1동,20222,12330.0,1014.0
개봉1동,20223,12330.0,1014.0
개봉1동,20224,12330.0,1014.0
개봉1동,20231,12311.0,1020.0
개봉1동,20232,12311.0,1020.0
개봉1동,20233,12311.0,1020.0
개봉1동,20234,12311.0,1020.0
개봉1동,20241,12311.0,1020.0
개봉1동,20242,12311.0,1020.0
개봉2동,20191,11135.0,944.0
개봉2동,20192,11135.0,944.0
개봉2동,20193,11135.0,944.0
개봉2동,20194,11135.0,944.0
개봉2동,20201,11080.0,919.0
개봉2동,20202,11080.0,919.0
개봉2동,20203,11080.0,919.0
개봉2동,20204,11080.0,919.0
개봉2동,20211,11098.0,918.0
개봉2동,20212,11098.0,918.0
개봉2동,20213,11098.0,918.0
개봉2동,20214,11098.0,918.0
개봉2동,20221,10265.0,845.0
개봉2동,20222,10265.0,845.0
개봉2동,20223,10265.0,845.0
개봉2동,20224,10265.0,845.0
개봉2동,20231,10298.0,846.0
개봉2동,20232,10298.0,846.0
개봉2동,20233,10298.0,846.0
개봉2동,20234,10298.0,846.0
개봉2동,20241,10298.0,846.0
개봉2동,20242,10298.0,846.0
개봉3동,20191,6674.0,800.0
개봉3동,20192,6674.0,800.0
개봉3동,20193,6674.0,800.0
개봉3동,20194,6674.0,800.0
개봉3동,20201,7244.0,1014.0
개봉3동,20202,7244.0,1014.0
개봉3동,20203,7244.0,1014.0
개봉3동,20204,7244.0,1014.0
개봉3동,20211,7237.0,1016.0
개봉3동,20212,7237.0,1016.0
개봉3동,20213,7237.0,1016.0
개봉3동,20214,7237.0,1016.0
개봉3동,20221,8032.0,918.0
개봉3동,20222,8032.0,918.0
개봉3동,20223,8032.0,918.0
개봉3동,20224,8032.0,918.0
개봉3동,20231,8059.0,920.0
개봉3동,20232,8059.0,920.0
개봉3동,20233,8059.0,920.0
개봉3동,20234,8059.0,920.0
개봉3동,20241,8059.0,920.0
개봉3동,20242,8059.0,920.0
개포1동,20191,5785.0,53.0
개포1동,20192,5785.0,53.0
개포1동,20193,5785.0,53.0
개포1동,20194,5785.0,53.0
개포1동,20201,5131.0,51.0
개포1동,20202,5131.0,51.0
개포1동,20203,5131.0,51.0
개포1동,20204,5131.0,51.0
개포1동,20211,5131.0,51.0
개포1동,20212,5131.0,51.0
개포1동,20213,5131.0,51.0
개포1동,20214,5131.0,51.0
개포1동,20221,3332.0,31.0
개포1동,20222,3332.0,31.0
개포1동,20223,3332.0,31.0
개포1동,20224,3332.0,31.0
개포1동,20231,3298.0,30.0
개포1동,20232,3298.0,30.0
개포1동,20233,3298.0,30.0
개포1동,20234,3298.0,30.0
개포1동,20241,3298.0,30.0
개포1동,20242,3298.0,30.0
개포2동,20191,4585.0,114.0
개포2동,20192,4585.0,114.0
개포2동,20193,4585.0,114.0
개포2동,20194,4585.0,114.0
개포2동,20201,4624.0,116.0
개포2동,20202,4624.0,116.0
개포2동,20203,4624.0,116.0
개포2동,20204,4624.0,116.0
개포2동,20211,4533.0,114.0
개포2동,20212,4533.0,114.0
개포2동,20213,4533.0,114.0
개포2동,20214,4533.0,114.0
개포2동,20221,15709.0,207.0
개포2동,20222,15709.0,207.0
개포2동,20223,15709.0,207.0
개포2동,20224,15709.0,207.0
개포2동,20231,15674.0,154.0
개포2동,20232,15674.0,154.0
개포2동,20233,15674.0,154.0
개포2동,20234,15674.0,154.0
개포2동,20241,15674.0,154.0
개포2동,20242,15674.0,154.0
개포3동,20191,0.0,0.0
개포3동,20192,0.0,0.0
개포3동,20193,0.0,0.0
개포3동,20194,0.0,0.0
개포3동,20201,0.0,0.0
개포3동,20202,0.0,0.0
개포3동,20203,0.0,0.0
개포3동,20204,0.0,0.0
개포3동,20211,0.0,0.0
개포3동,20212,0.0,0.0
개포3동,20213,0.0,0.0
개포3동,20214,0.0,0.0
개포3동,20221,6083.0,29.0
개포3동,20222,6083.0,29.0
개포3동,20223,6083.0,29.0
개포3동,20224,6083.0,29.0
개포3동,20231,6076.0,29.0
개포3동,20232,6076.0,29.0
개포3동,20233,6076.0,29.0
개포3동,20234,6076.0,29.0
개포3동,20241,6076.0,29.0
개포3동,20242,6076.0,29.0
개포4동,20191,9200.0,987.0
개포4동,20192,9200.0,987.0
개포4동,20193,9200.0,987.0
개포4동,20194,9200.0,987.0
개포4동,20201,9172.0,987.0
개포4동,20202,9172.0,987.0
개포4동,20203,9172.0,987.0
개포4동,20204,9172.0,987.0
개포4동,20211,9321.0,997.0
개포4동,20212,9321.0,997.0
개포4동,20213,9321.0,997.0
개포4동,20214,9321.0,997.0
개포4동,20221,7438.0,1025.0
개포4동,20222,7438.0,1025.0
개포4동,20223,7438.0,1025.0
개포4동,20224,7438.0,1025.0
개포4동,20231,7435.0,1026.0
개포4동,20232,7435.0,1026.0
개포4동,20233,7435.0,1026.0
개포4동,20234,7435.0,1026.0
개포4동,20241,7435.0,1026.0
개포4동,20242,7435.0,1026.0
거여1동,20191,5147.0,729.0
거여1동,20192,5147.0,729.0
거여1동,20193,5147.0,729.0
거여1동,20194,5147.0,729.0
거여1동,20201,4380.0,743.0
거여1동,20202,4380.0,743.0
거여1동,20203,4380.0,743.0
거여1동,20204,4380.0,743.0
거여1동,20211,5093.0,732.0
거여1동,20212,5093.0,732.0
거여1동,20213,5093.0,732.0
거여1동,20214,5093.0,732.0
거여1동,20221,4289.0,753.0
거여1동,20222,4289.0,753.0
거여1동,20223,4289.0,753.0
거여1동,20224,4289.0,753.0
거여1동,20231,4414.0,529.0
거여1동,20232,4414.0,529.0
거여1동,20233,4414.0,529.0
거여1동,20234,4414.0,529.0
거여1동,20241,4414.0,529.0
거여1동,20242,4414.0,529.0
거여2동,20191,4910.0,240.0
거여2동,20192,4910.0,240.0
거여2동,20193,4910.0,240.0
거여2동,20194,4910.0,240.0
거여2동,20201,4855.0,514.0
거여2동,20202,4855.0,514.0
거여2동,20203,4855.0,514.0
거여2동,20204,4855.0,514.0
거여2동,20211,4890.0,242.0
거여2동,20212,4890.0,242.0
거여2동,20213,4890.0,242.0
거여2동,20214,4890.0,242.0
거여2동,20221,11775.0,527.0
거여2동,20222,11775.0,527.0
거여2동,20223,11775.0,527.0
거여2동,20224,11775.0,527.0
거여2동,20231,7743.0,437.0
거여2동,20232,7743.0,437.0
거여2동,20233,7743.0,437.0
거여2동,20234,7743.0,437.0
거여2동,20241,7743.0,437.0
거여2동,20242,7743.0,437.0
고덕1동,20191,12422.0,698.0
고덕1동,20192,12422.0,698.0
고덕1동,20193,12422.0,698.0
고덕1동,20194,12422.0,698.0
고덕1동,20201,12356.0,690.0
고덕1동,20202,12356.0,690.0
고덕1동,20203,12356.0,690.0
고덕1동,20204,12356.0,690.0
고덕1동,20211,5925.0,901.0
고덕1동,20212,5925.0,901.0
고덕1동,20213,5925.0,901.0
고덕1동,20214,5925.0,901.0
고덕1동,20221,11848.0,648.0
고덕1동,20222,11848.0,648.0
고덕1동,20223,11848.0,648.0
고덕1동,20224,11848.0,648.0
고덕1동,20231,11895.0,653.0
고덕1동,20232,11895.0,653.0
고덕1동,20233,11895.0,653.0
고덕1동,20234,11895.0,653.0
고덕1동,20241,11895.0,653.0
고덕1동,20242,11895.0,653.0
고덕2동,20191,2478.0,1075.0
고덕2동,20192,2478.0,1075.0
고덕2동,20193,2478.0,1075.0
고덕2동,20194,2478.0,1075.0
고덕2동,20201,3494.0,1067.0
고덕2동,20202,3494.0,1067.0
고덕2동,20203,3494.0,1067.0
고덕2동,20204,3494.0,1067.0
고덕2동,20211,10658.0,1280.0
고덕2동,20212,10658.0,1280.0
고덕2동,20213,10658.0,1280.0
고덕2동,20214,10658.0,1280.0
고덕2동,20221,11651.0,1028.0
고덕2동,20222,11651.0,1028.0
고덕2동,20223,11651.0,1028.0
고덕2동,20224,11651.0,1028.0
고덕2동,20231,11777.0,1042.0
고덕2동,20232,11777.0,1042.0
고덕2동,20233,11777.0,1042.0
고덕2동,20234,11777.0,1042.0
고덕2동,20241,11777.0,1042.0
고덕2동,20242,11777.0,1042.0
고척1동,20191,11098.0,467.0
고척1동,20192,11098.0,467.0
고척1동,20193,11098.0,467.0
고척1동,20194,11098.0,467.0
고척1동,20201,10772.0,548.0
고척1동,20202,10772.0,548.0
고척1동,20203,10772.0,548.0
고척1동,20204,10772.0,548.0
고척1동,20211,11025.0,551.0
고척1동,20212,11025.0,551.0
고척1동,20213,11025.0,551.0
고척1동,20214,11025.0,551.0
고척1동,20221,12075.0,479.0
고척1동,20222,12075.0,479.0
고척1동,20223,12075.0,479.0
고척1동,20224,12075.0,479.0
고척1동,20231,15051.0,481.0
고척1동,20232,15051.0,481.0
고척1동,20233,15051.0,481.0
고척1동,20234,15051.0,481.0
고척1동,20241,15051.0,481.0
고척1동,20242,15051.0,481.0
고척2동,20191,9245.0,1138.0
고척2동,20192,9245.0,1138.0
고척2동,20193,9245.0,1138.0
고척2동,20194,9245.0,1138.0
고척2동,20201,9930.0,1312.0
고척2동,20202,9930.0,1312.0
고척2동,20203,9930.0,1312.0
고척2동,20204,9930.0,1312.0
고척2동,20211,10112.0,1314.0
고척2동,20212,10112.0,1314.0
고척2동,20213,10112.0,1314.0
고척2동,20214,10112.0,1314.0
고척2동,20221,9547.0,1156.0
고척2동,20222,9547.0,1156.0
고척2동,20223,9547.0,1156.0
고척2동,20224,9547.0,1156.0
고척2동,20231,9574.0,1157.0
고척2동,20232,9574.0,1157.0
고척2동,20233,9574.0,1157.0
고척2동,20234,9574.0,1157.0
고척2동,20241,9574.0,1157.0
고척2동,20242,9574.0,1157.0
공덕동,20191,13777.0,764.0
공덕동,20192,13777.0,764.0
공덕동,20193,13777.0,764.0
공덕동,20194,13777.0,764.0
공덕동,20201,13616.0,768.0
공덕동,20202,13616.0,768.0
공덕동,20203,13616.0,768.0
공덕동,20204,13616.0,768.0
공덕동,20211,13677.0,776.0
공덕동,20212,13677.0,776.0
공덕동,20213,13677.0,776.0
공덕동,20214,13677.0,776.0
공덕동,20221,14702.0,614.0
공덕동,20222,14702.0,614.0
공덕동,20223,14702.0,614.0
공덕동,20224,14702.0,614.0
공덕동,20231,14469.0,614.0
공덕동,20232,14469.0,614.0
공덕동,20233,14469.0,614.0
공덕동,20234,14469.0,614.0
공덕동,20241,14469.0,614.0
공덕동,20242,14469.0,614.0
공릉1동,20191,13818.0,1329.0
공릉1동,20192,13818.0,1329.0
공릉1동,20193,13818.0,1329.0
공릉1동,20194,13818.0,1329.0
공릉1동,20201,13970.0,1327.0
공릉1동,20202,13970.0,1327.0
공릉1동,20203,13970.0,1327.0
공릉1동,20204,13970.0,1327.0
공릉1동,20211,14002.0,1332.0
공릉1동,20212,14002.0,1332.0
공릉1동,20213,14002.0,1332.0
공릉1동,20214,14002.0,1332.0
공릉1동,20221,14082.0,1224.0
공릉1동,20222,14082.0,1224.0
공릉1동,20223,14082.0,1224.0
공릉1동,20224,14082.0,1224.0
공릉1동,20231,14098.0,1244.0
공릉1동,20232,14098.0,1244.0
공릉1동,20233,14098.0,1244.0
공릉1동,20234,14098.0,1244.0
공릉1동,20241,14098.0,1244.0
공릉1동,20242,14098.0,1244.0
공릉2동,20191,20066.0,758.0
공릉2동,20192,20066.0,758.0
공릉2동,20193,20066.0,758.0
공릉2동,20194,20066.0,758.0
공릉2동,20201,21737.0,760.0
공릉2동,20202,21737.0,760.0
공릉2동,20203,21737.0,760.0
공릉2동,20204,21737.0,760.0
공릉2동,20211,21713.0,758.0
공릉2동,20212,21713.0,758.0
공릉2동,20213,21713.0,758.0
공릉2동,20214,21713.0,758.0
공릉2동,20221,18724.0,634.0
공릉2동,20222,18724.0,634.0
공릉2동,20223,18724.0,634.0
공릉2동,20224,18724.0,634.0
공릉2동,20231,18016.0,639.0
공릉2동,20232,18016.0,639.0
공릉2동,20233,18016.0,639.0
공릉2동,20234,18016.0,639.0
공릉2동,20241,18016.0,639.0
공릉2동,20242,18016.0,639.0
공항동,20191,25594.0,1464.0
공항동,20192,25594.0,1464.0
공항동,20193,25594.0,1464.0
공항동,20194,25594.0,1464.0
공항동,20201,20621.0,1473.0
공항동,20202,20621.0,1473.0
공항동,20203,20621.0,1473.0
공항동,20204,20621.0,1473.0
공항동,20211,23771.0,1486.0
공항동,20212,23771.0,1486.0
공항동,20213,23771.0,1486.0
공항동,20214,23771.0,1486.0
공항동,20221,25818.0,1376.0
공항동,20222,25818.0,1376.0
공항동,20223,25818.0,1376.0
공항동,20224,25818.0,1376.0
공항동,20231,26184.0,1499.0
공항동,20232,26184.0,1499.0
공항동,20233,26184.0,1499.0
공항동,20234,26184.0,1499.0
공항동,20241,26184.0,1499.0
공항동,20242,26184.0,1499.0
관악신사동,20191,6704.0,1883.0
관악신사동,20192,6704.0,1883.0
관악신사동,20193,6704.0,1883.0
관악신사동,20194,6704.0,1883.0
관악신사동,20201,6635.0,2025.0
관악신사동,20202,6635.0,2025.0
관악신사동,20203,6635.0,2025.0
관악신사동,20204,6635.0,2025.0
관악신사동,20211,6694.0,1839.0
관악신사동,20212,6694.0,1839.0
관악신사동,20213,6694.0,1839.0
관악신사동,20214,6694.0,1839.0
관악신사동,20221,6735.0,1856.0
관악신사동,20222,6735.0,1856.0
관악신사동,20223,6735.0,1856.0
관악신사동,20224,6735.0,1856.0
관악신사동,20231,6928.0,2055.0
관악신사동,20232,6928.0,2055.0
관악신사동,20233,6928.0,2055.0
관악신사동,20234,6928.0,2055.0
관악신사동,20241,6928.0,2055.0
관악신사동,20242,6928.0,2055.0
광장동,20191,16959.0,400.0
광장동,20192,16959.0,400.0
광장동,20193,16959.0,400.0
광장동,20194,16959.0,400.0
광장동,20201,16973.0,577.0
광장동,20202,16973.0,577.0
광장동,20203,16973.0,577.0
광장동,20204,16973.0,577.0
광장동,20211,16543.0,555.0
광장동,20212,16543.0,555.0
광장동,20213,16543.0,555.0
광장동,20214,16543.0,555.0
광장동,20221,16425.0,364.0
광장동,20222,16425.0,364.0
광장동,20223,16425.0,364.0
광장동,20224,16425.0,364.0
광장동,20231,14654.0,369.0
광장동,20232,14654.0,369.0
광장동,20233,14654.0,369.0
광장동,20234,14654.0,369.0
광장동,20241,14654.0,369.0
광장동,20242,14654.0,369.0
광희동,20191,8647.0,272.0
광희동,20192,8647.0,272.0
광희동,20193,8647.0,272.0
광희동,20194,8647.0,272.0
광희동,20201,8709.0,280.0
광희동,20202,8709.0,280.0
광희동,20203,8709.0,280.0
광희동,20204,8709.0,280.0
광희동,20211,8616.0,276.0
광희동,20212,8616.0,276.0
광희동,20213,8616.0,276.0
광희동,20214,8616.0,276.0
광희동,20221,8776.0,281.0
광희동,20222,8776.0,281.0
광희동,20223,8776.0,281.0
광희동,20224,8776.0,281.0
광희동,20231,8726.0,284.0
광희동,20232,8726.0,284.0
광희동,20233,8726.0,284.0
광희동,20234,8726.0,284.0
광희동,20241,8726.0,284.0
광희동,20242,8726.0,284.0
교남동,20191,5254.0,125.0
교남동,20192,5254.0,125.0
교남동,20193,5254.0,125.0
교남동,20194,5254.0,125.0
교남동,20201,5261.0,126.0
교남동,20202,5261.0,126.0
교남동,20203,5261.0,126.0
교남동,20204,5261.0,126.0
교남동,20211,4927.0,123.0
교남동,20212,4927.0,123.0
교남동,20213,4927.0,123.0
교남동,20214,4927.0,123.0
교남동,20221,5240.0,209.0
교남동,20222,5240.0,209.0
교남동,20223,5240.0,209.0
교남동,20224,5240.0,209.0
교남동,20231,5240.0,206.0
교남동,20232,5240.0,206.0
교남동,20233,5240.0,206.0
교남동,20234,5240.0,206.0
교남동,20241,5240.0,206.0
교남동,20242,5240.0,206.0
구로1동,20191,8352.0,86.0
구로1동,20192,8352.0,86.0
구로1동,20193,8352.0,86.0
구로1동,20194,8352.0,86.0
구로1동,20201,8344.0,66.0
구로1동,20202,8344.0,66.0
구로1동,20203,8344.0,66.0
구로1동,20204,8344.0,66.0
구로1동,20211,8342.0,66.0
구로1동,20212,8342.0,66.0
구로1동,20213,8342.0,66.0
구로1동,20214,8342.0,66.0
구로1동,20221,7000.0,63.0
구로1동,20222,7000.0,63.0
구로1동,20223,7000.0,63.0
구로1동,20224,7000.0,63.0
구로1동,20231,6978.0,63.0
구로1동,20232,6978.0,63.0
