년분기,행정동,업종명,점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수
20211,청운효자동,가구,2,0,0,0
20211,청운효자동,가전제품,3,0,0,0
20211,청운효자동,철물점,3,0,0,0
20211,청운효자동,인테리어,7,0,0,0
20211,청운효자동,조명용품,5,0,0,0
20211,청운효자동,전자상거래업,49,5,0,0
20211,사직동,한식음식점,372,11,13,29
20211,사직동,중식음식점,27,0,0,1
20211,사직동,일식음식점,48,1,0,8
20211,사직동,양식음식점,81,5,1,4
20211,사직동,제과점,25,2,1,5
20211,사직동,패스트푸드점,24,0,1,7
20211,사직동,치킨전문점,4,0,1,7
20211,사직동,분식전문점,94,3,0,7
20211,사직동,호프-간이주점,54,2,5,7
20211,사직동,커피-음료,122,8,5,43
20211,사직동,일반교습학원,26,0,0,0
20211,사직동,외국어학원,8,0,0,0
20211,사직동,예술학원,8,1,1,1
20211,사직동,스포츠 강습,17,0,0,1
20211,사직동,일반의원,36,3,0,0
20211,사직동,치과의원,26,0,0,0
20211,사직동,한의원,16,0,2,0
20211,사직동,당구장,12,0,1,0
20211,사직동,골프연습장,1,0,0,1
20211,사직동,PC방,1,0,0,0
20211,사직동,스포츠클럽,14,0,0,0
20211,사직동,자동차수리,5,0,0,1
20211,사직동,미용실,23,2,2,0
20211,사직동,네일숍,14,2,1,0
20211,사직동,피부관리실,18,1,0,3
20211,사직동,세탁소,16,1,0,1
20211,사직동,가전제품수리,1,0,0,0
20211,사직동,부동산중개업,100,2,2,0
20211,사직동,여관,10,1,0,0
20211,사직동,고시원,4,0,0,0
20211,사직동,노래방,11,0,1,0
20211,사직동,슈퍼마켓,50,0,0,2
20211,사직동,편의점,1,0,2,31
20211,사직동,컴퓨터및주변장치판매,27,0,0,0
20211,사직동,핸드폰,12,2,0,0
20211,사직동,미곡판매,9,0,0,0
20211,사직동,육류판매,3,0,0,0
20211,사직동,수산물판매,4,0,0,0
20211,사직동,청과상,6,0,0,0
20211,사직동,반찬가게,29,2,1,0
20211,사직동,일반의류,79,2,0,0
20211,사직동,신발,6,0,0,0
20211,사직동,가방,9,0,0,0
20211,사직동,안경,8,0,0,1
20211,사직동,시계및귀금속,57,0,1,0
20211,사직동,의약품,25,1,0,2
20211,사직동,의료기기,6,0,0,0
20211,사직동,서적,26,0,1,0
20211,사직동,문구,22,1,0,6
20211,사직동,화장품,49,0,1,5
20211,사직동,운동/경기용품,12,0,0,0
20211,사직동,자전거 및 기타운송장비,1,0,0,0
20211,사직동,완구,2,0,0,0
20211,사직동,섬유제품,5,0,0,0
20211,사직동,화초,36,2,2,0
20211,사직동,애완동물,1,0,0,0
20211,사직동,가구,3,0,0,0
20211,사직동,가전제품,4,0,0,0
20211,사직동,철물점,5,0,0,0
20211,사직동,인테리어,8,0,1,0
20211,사직동,조명용품,20,0,0,0
20211,사직동,전자상거래업,80,8,0,0
20211,삼청동,한식음식점,65,0,1,3
20211,삼청동,중식음식점,3,0,0,0
20211,삼청동,일식음식점,6,0,0,0
20211,삼청동,양식음식점,43,0,0,1
20211,삼청동,제과점,12,0,0,2
20211,삼청동,패스트푸드점,3,0,1,3
20211,삼청동,치킨전문점,0,0,1,1
20211,삼청동,분식전문점,21,0,0,5
20211,삼청동,호프-간이주점,4,0,1,3
20211,삼청동,커피-음료,61,0,2,12
20211,삼청동,외국어학원,1,0,0,0
20211,삼청동,예술학원,2,0,0,0
20211,삼청동,스포츠 강습,1,0,0,0
20211,삼청동,일반의원,1,0,0,0
20211,삼청동,치과의원,3,0,0,0
20211,삼청동,한의원,3,0,0,0
20211,삼청동,당구장,2,0,0,0
20211,삼청동,스포츠클럽,1,0,0,0
20211,삼청동,피부관리실,1,0,0,0
20211,삼청동,세탁소,1,0,0,0
20211,삼청동,부동산중개업,14,0,0,0
20211,삼청동,여관,3,0,0,0
20211,삼청동,고시원,2,0,0,0
20211,삼청동,슈퍼마켓,22,1,2,0
20211,삼청동,편의점,0,0,0,7
20211,삼청동,컴퓨터및주변장치판매,2,0,0,0
20211,삼청동,미곡판매,2,0,0,0
20211,삼청동,육류판매,2,0,0,0
20211,삼청동,청과상,1,0,0,0
20211,삼청동,반찬가게,17,0,0,0
20211,삼청동,일반의류,65,3,2,0
20211,삼청동,신발,5,0,0,0
20211,삼청동,가방,12,0,0,0
20211,삼청동,시계및귀금속,12,0,0,0
20211,삼청동,의약품,4,0,0,0
20211,삼청동,의료기기,1,1,0,0
20211,삼청동,서적,2,0,0,0
20211,삼청동,문구,2,0,0,1
20211,삼청동,화장품,15,1,1,4
20211,삼청동,운동/경기용품,1,0,0,0
20211,삼청동,완구,2,0,0,0
20211,삼청동,섬유제품,5,0,0,0
20211,삼청동,화초,13,1,0,0
20211,삼청동,애완동물,1,1,0,0
20211,삼청동,가구,6,0,0,0
20211,삼청동,가전제품,1,0,0,0
20211,삼청동,철물점,1,0,0,0
20211,삼청동,인테리어,5,0,0,0
20211,삼청동,전자상거래업,12,1,1,0
20211,부암동,한식음식점,42,0,0,2
20211,부암동,중식음식점,5,0,0,0
20211,부암동,일식음식점,3,0,0,1
20211,부암동,양식음식점,11,1,0,0
20211,부암동,제과점,5,0,0,1
20211,부암동,패스트푸드점,9,2,2,2
20211,부암동,치킨전문점,2,0,0,1
20211,부암동,분식전문점,19,1,0,4
20211,부암동,호프-간이주점,5,0,0,0
20211,부암동,커피-음료,19,0,0,5
20211,부암동,일반교습학원,24,0,0,3
20211,부암동,외국어학원,1,0,0,0
20211,부암동,예술학원,7,0,0,0
20211,부암동,스포츠 강습,3,0,0,0
20211,부암동,일반의원,1,0,0,0
20211,부암동,치과의원,3,0,0,0
20211,부암동,한의원,2,0,0,0
20211,부암동,골프연습장,1,0,0,0
20211,부암동,PC방,0,0,1,0
20211,부암동,스포츠클럽,1,1,0,0
20211,부암동,자동차수리,8,1,0,1
20211,부암동,자동차미용,3,0,0,0
20211,부암동,미용실,8,0,0,0
20211,부암동,피부관리실,1,0,0,0
20211,부암동,세탁소,6,0,0,2
20211,부암동,가전제품수리,1,0,0,0
20211,부암동,부동산중개업,29,1,1,0
20211,부암동,여관,2,0,0,0
20211,부암동,노래방,1,0,0,0
20211,부암동,슈퍼마켓,12,1,0,0
20211,부암동,편의점,0,0,1,11
20211,부암동,컴퓨터및주변장치판매,1,0,0,0
20211,부암동,핸드폰,1,0,0,0
20211,부암동,미곡판매,3,0,0,0
20211,부암동,수산물판매,1,0,0,0
20211,부암동,청과상,1,0,0,0
20211,부암동,반찬가게,5,0,0,0
20211,부암동,일반의류,24,1,1,0
20211,부암동,가방,3,0,0,0
20211,부암동,시계및귀금속,1,0,0,0
20211,부암동,의약품,6,0,0,0
20211,부암동,의료기기,2,1,0,0
20211,부암동,서적,5,0,1,0
20211,부암동,문구,3,0,0,1
20211,부암동,화장품,8,0,0,0
20211,부암동,운동/경기용품,1,0,0,0
20211,부암동,섬유제품,4,0,0,0
20211,부암동,화초,8,0,0,0
20211,부암동,애완동물,3,1,0,1
20211,부암동,가구,3,1,1,0
20211,부암동,가전제품,1,0,1,0
20211,부암동,철물점,3,0,0,0
20211,부암동,인테리어,3,0,0,0
20211,부암동,조명용품,3,0,0,0
20211,부암동,전자상거래업,54,8,0,0
20211,평창동,한식음식점,61,0,1,4
20211,평창동,중식음식점,4,0,0,0
20211,평창동,일식음식점,4,0,1,0
20211,평창동,양식음식점,10,0,0,0
20211,평창동,제과점,3,0,0,2
20211,평창동,패스트푸드점,5,0,0,2
20211,평창동,치킨전문점,1,0,0,2
20211,평창동,분식전문점,10,0,0,1
20211,평창동,호프-간이주점,14,0,1,1
20211,평창동,커피-음료,17,0,0,3
20211,평창동,일반교습학원,28,0,0,1
20211,평창동,외국어학원,4,0,0,0
20211,평창동,예술학원,8,0,0,0
20211,평창동,스포츠 강습,8,1,0,0
20211,평창동,일반의원,5,0,0,0
20211,평창동,치과의원,4,0,0,0
20211,평창동,한의원,5,0,0,0
20211,평창동,당구장,4,0,0,0
20211,평창동,골프연습장,5,0,0,0
20211,평창동,PC방,2,0,0,0
20211,평창동,스포츠클럽,4,0,0,0
20211,평창동,자동차수리,6,0,0,1
20211,평창동,미용실,20,0,0,0
20211,평창동,네일숍,2,0,0,0
20211,평창동,피부관리실,4,0,0,0
20211,평창동,세탁소,6,0,0,1
20211,평창동,가전제품수리,1,0,0,0
20211,평창동,부동산중개업,57,2,0,0
20211,평창동,여관,2,0,0,0
20211,평창동,노래방,2,0,0,0
20211,평창동,슈퍼마켓,15,0,0,3
20211,평창동,편의점,2,1,0,14
20211,평창동,컴퓨터및주변장치판매,3,0,0,0
20211,평창동,핸드폰,3,0,0,0
20211,평창동,미곡판매,3,0,0,0
20211,평창동,육류판매,8,0,0,0
20211,평창동,청과상,3,0,0,0
20211,평창동,반찬가게,6,0,0,0
20211,평창동,일반의류,33,0,0,0
20211,평창동,가방,3,0,0,0
20211,평창동,안경,1,0,0,0
20211,평창동,시계및귀금속,1,0,1,0
20211,평창동,의약품,7,0,0,0
20211,평창동,의료기기,2,0,0,0
20211,평창동,서적,7,0,0,0
20211,평창동,문구,6,0,0,0
20211,평창동,화장품,10,0,1,1
20211,평창동,운동/경기용품,1,0,0,0
20211,평창동,섬유제품,5,0,0,0
20211,평창동,화초,9,0,0,0
20211,평창동,애완동물,3,0,0,0
20211,평창동,가구,2,0,0,0
20211,평창동,가전제품,4,0,0,0
20211,평창동,인테리어,5,0,0,0
20211,평창동,조명용품,7,0,0,0
20211,평창동,전자상거래업,74,16,0,0
20211,무악동,한식음식점,14,0,1,0
20211,무악동,중식음식점,1,0,0,0
20211,무악동,일식음식점,1,0,0,0
20211,무악동,제과점,1,0,0,2
20211,무악동,패스트푸드점,2,0,0,0
20211,무악동,치킨전문점,0,0,0,3
20211,무악동,분식전문점,3,0,0,1
20211,무악동,커피-음료,3,0,0,3
20211,무악동,일반교습학원,16,0,1,0
20211,무악동,외국어학원,3,0,0,0
20211,무악동,예술학원,6,0,0,0
20211,무악동,스포츠 강습,2,0,0,0
20211,무악동,일반의원,1,0,0,0
20211,무악동,치과의원,4,0,0,0
20211,무악동,골프연습장,1,0,0,0
20211,무악동,PC방,2,0,0,0
20211,무악동,자동차수리,1,0,0,0
20211,무악동,자동차미용,1,0,0,0
20211,무악동,미용실,8,1,1,0
20211,무악동,네일숍,1,0,0,0
20211,무악동,피부관리실,2,0,0,0
20211,무악동,세탁소,2,0,0,1
20211,무악동,부동산중개업,16,0,0,0
20211,무악동,여관,1,0,0,0
20211,무악동,노래방,1,0,0,0
20211,무악동,슈퍼마켓,7,0,0,0
20211,무악동,편의점,1,0,0,7
20211,무악동,컴퓨터및주변장치판매,1,0,0,0
20211,무악동,핸드폰,1,0,0,0
20211,무악동,육류판매,1,0,0,0
20211,무악동,청과상,3,0,0,0
20211,무악동,반찬가게,4,0,0,0
20211,무악동,일반의류,5,0,0,0
20211,무악동,안경,1,0,0,0
20211,무악동,시계및귀금속,1,0,0,0
20211,무악동,의약품,8,0,0,0
20211,무악동,의료기기,2,0,0,0
20211,무악동,서적,1,0,0,0
20211,무악동,문구,2,0,0,0
20211,무악동,화장품,23,0,1,0
20211,무악동,화초,1,0,0,0
20211,무악동,가전제품,1,0,0,0
20211,무악동,철물점,3,0,0,0
20211,무악동,조명용품,2,0,0,0
20211,무악동,전자상거래업,18,5,0,0
20211,교남동,한식음식점,27,0,0,6
20211,교남동,중식음식점,5,0,0,0
20211,교남동,일식음식점,4,0,0,2
20211,교남동,양식음식점,9,0,0,0
20211,교남동,제과점,6,1,0,7
20211,교남동,패스트푸드점,5,2,0,4
20211,교남동,치킨전문점,2,1,0,5
20211,교남동,분식전문점,17,0,0,0
20211,교남동,호프-간이주점,1,0,0,0
20211,교남동,커피-음료,11,0,0,6
20211,교남동,일반교습학원,9,1,0,1
20211,교남동,외국어학원,2,0,0,0
20211,교남동,예술학원,3,1,0,0
20211,교남동,스포츠 강습,4,0,0,1
20211,교남동,일반의원,9,0,0,0
20211,교남동,치과의원,3,0,0,0
20211,교남동,한의원,7,0,0,0
20211,교남동,당구장,1,0,0,0
20211,교남동,골프연습장,0,0,0,1
20211,교남동,스포츠클럽,3,0,0,0
20211,교남동,자동차수리,2,0,0,0
20211,교남동,미용실,11,0,0,1
20211,교남동,네일숍,3,0,0,0
20211,교남동,세탁소,5,0,0,3
20211,교남동,가전제품수리,3,0,0,0
20211,교남동,부동산중개업,48,2,1,0
20211,교남동,여관,2,0,0,0
20211,교남동,노래방,1,0,0,0
20211,교남동,슈퍼마켓,8,1,0,1
20211,교남동,편의점,3,0,0,13
20211,교남동,컴퓨터및주변장치판매,6,0,1,0
20211,교남동,핸드폰,7,0,0,0
20211,교남동,미곡판매,2,0,0,0
20211,교남동,육류판매,2,0,0,0
20211,교남동,수산물판매,1,0,0,0
20211,교남동,청과상,2,0,0,0
20211,교남동,반찬가게,3,1,0,0
20211,교남동,일반의류,14,0,0,0
20211,교남동,신발,2,0,0,1
20211,교남동,가방,2,0,0,0
20211,교남동,안경,1,0,0,0
20211,교남동,시계및귀금속,1,0,0,0
20211,교남동,의약품,21,1,0,1
20211,교남동,의료기기,1,0,0,0
20211,교남동,서적,9,0,0,0
20211,교남동,문구,2,0,0,0
20211,교남동,화장품,6,0,0,0
20211,교남동,운동/경기용품,1,0,0,0
20211,교남동,완구,3,0,0,0
20211,교남동,섬유제품,1,0,0,0
20211,교남동,화초,7,1,0,0
20211,교남동,가전제품,6,0,0,0
20211,교남동,인테리어,3,0,0,0
20211,교남동,전자상거래업,26,5,0,0
20211,가회동,한식음식점,76,1,1,7
20211,가회동,중식음식점,2,0,0,1
20211,가회동,일식음식점,3,0,0,1
20211,가회동,양식음식점,24,2,1,2
20211,가회동,제과점,12,1,0,2
20211,가회동,패스트푸드점,11,1,0,0
20211,가회동,치킨전문점,2,0,0,2
20211,가회동,분식전문점,27,0,2,4
20211,가회동,호프-간이주점,6,0,0,0
20211,가회동,커피-음료,44,3,1,14
20211,가회동,일반교습학원,7,0,0,0
20211,가회동,예술학원,3,0,0,0
20211,가회동,스포츠 강습,4,0,0,0
20211,가회동,치과의원,3,0,0,0
20211,가회동,한의원,3,0,0,0
20211,가회동,당구장,4,0,0,0
20211,가회동,자동차수리,3,0,0,0
20211,가회동,미용실,7,0,0,0
20211,가회동,네일숍,1,0,0,0
20211,가회동,피부관리실,1,0,0,0
20211,가회동,세탁소,4,0,0,0
20211,가회동,가전제품수리,1,0,0,0
20211,가회동,부동산중개업,29,2,1,0
20211,가회동,여관,3,0,0,0
20211,가회동,고시원,1,1,0,0
20211,가회동,노래방,4,0,0,0
20211,가회동,슈퍼마켓,23,0,0,0
20211,가회동,편의점,1,0,2,6
20211,가회동,컴퓨터및주변장치판매,1,0,0,0
20211,가회동,핸드폰,2,0,0,0
20211,가회동,미곡판매,6,0,0,0
20211,가회동,육류판매,2,0,0,0
20211,가회동,수산물판매,1,0,0,0
20211,가회동,청과상,1,0,0,0
20211,가회동,반찬가게,12,0,0,0
20211,가회동,일반의류,19,0,1,0
20211,가회동,신발,1,0,0,0
20211,가회동,가방,6,0,1,0
20211,가회동,안경,2,0,0,0
20211,가회동,시계및귀금속,7,0,0,0
20211,가회동,의약품,0,0,0,1
20211,가회동,서적,6,0,0,0
20211,가회동,문구,7,0,0,3
20211,가회동,화장품,9,1,0,0
20211,가회동,운동/경기용품,3,1,0,0
20211,가회동,완구,3,0,0,0
20211,가회동,섬유제품,3,1,0,0
20211,가회동,화초,11,2,0,0
20211,가회동,가구,2,0,0,0
20211,가회동,가전제품,1,0,0,0
20211,가회동,철물점,1,0,0,0
20211,가회동,인테리어,8,0,0,0
20211,가회동,조명용품,2,0,0,0
20211,가회동,전자상거래업,19,1,0,0
20211,종로1·2·3·4가동,한식음식점,1029,20,23,92
20211,종로1·2·3·4가동,중식음식점,78,2,2,5
20211,종로1·2·3·4가동,일식음식점,88,2,5,11
20211,종로1·2·3·4가동,양식음식점,149,6,2,14
20211,종로1·2·3·4가동,제과점,43,1,5,22
20211,종로1·2·3·4가동,패스트푸드점,40,0,2,31
20211,종로1·2·3·4가동,치킨전문점,10,1,0,24
20211,종로1·2·3·4가동,분식전문점,246,8,6,25
20211,종로1·2·3·4가동,호프-간이주점,180,2,8,24
20211,종로1·2·3·4가동,커피-음료,248,15,7,104
20211,종로1·2·3·4가동,일반교습학원,37,1,1,0
20211,종로1·2·3·4가동,외국어학원,38,0,0,0
20211,종로1·2·3·4가동,예술학원,30,0,0,1
20211,종로1·2·3·4가동,스포츠 강습,28,0,2,1
20211,종로1·2·3·4가동,일반의원,57,2,4,0
20211,종로1·2·3·4가동,치과의원,57,0,0,0
20211,종로1·2·3·4가동,한의원,33,0,0,0
20211,종로1·2·3·4가동,당구장,47,0,0,1
20211,종로1·2·3·4가동,골프연습장,6,0,0,1
20211,종로1·2·3·4가동,PC방,6,0,0,1
20211,종로1·2·3·4가동,스포츠클럽,12,1,0,0
20211,종로1·2·3·4가동,자동차수리,7,0,0,1
20211,종로1·2·3·4가동,자동차미용,1,0,1,0
20211,종로1·2·3·4가동,미용실,28,1,1,4
20211,종로1·2·3·4가동,네일숍,15,1,1,0
20211,종로1·2·3·4가동,피부관리실,31,0,0,0
20211,종로1·2·3·4가동,세탁소,13,0,1,2
20211,종로1·2·3·4가동,가전제품수리,29,1,0,0
20211,종로1·2·3·4가동,부동산중개업,184,2,3,0
20211,종로1·2·3·4가동,여관,113,2,3,1
20211,종로1·2·3·4가동,고시원,11,0,0,0
20211,종로1·2·3·4가동,노래방,40,1,4,0
20211,종로1·2·3·4가동,슈퍼마켓,163,3,5,1
20211,종로1·2·3·4가동,편의점,13,4,6,129
20211,종로1·2·3·4가동,컴퓨터및주변장치판매,59,0,0,0
20211,종로1·2·3·4가동,핸드폰,47,2,0,1
20211,종로1·2·3·4가동,미곡판매,12,0,0,0
20211,종로1·2·3·4가동,육류판매,13,0,2,0
20211,종로1·2·3·4가동,수산물판매,25,0,0,0
20211,종로1·2·3·4가동,청과상,24,0,0,0
20211,종로1·2·3·4가동,반찬가게,79,0,0,0
20211,종로1·2·3·4가동,일반의류,539,7,10,0
20211,종로1·2·3·4가동,신발,38,0,0,0
20211,종로1·2·3·4가동,가방,48,0,1,0
20211,종로1·2·3·4가동,안경,26,0,0,9
20211,종로1·2·3·4가동,시계및귀금속,2483,40,19,3
20211,종로1·2·3·4가동,의약품,77,4,0,2
20211,종로1·2·3·4가동,의료기기,42,0,0,0
20211,종로1·2·3·4가동,서적,78,0,0,0
20211,종로1·2·3·4가동,문구,95,1,2,7
20211,종로1·2·3·4가동,화장품,129,0,2,23
20211,종로1·2·3·4가동,운동/경기용품,24,2,0,0
20211,종로1·2·3·4가동,자전거 및 기타운송장비,1,0,0,0
20211,종로1·2·3·4가동,완구,7,0,0,0
20211,종로1·2·3·4가동,섬유제품,129,0,2,1
20211,종로1·2·3·4가동,화초,54,0,2,0
20211,종로1·2·3·4가동,가구,17,1,1,0
20211,종로1·2·3·4가동,가전제품,161,0,2,0
20211,종로1·2·3·4가동,철물점,27,0,0,0
20211,종로1·2·3·4가동,인테리어,48,0,1,0
20211,종로1·2·3·4가동,조명용품,795,3,5,1
20211,종로1·2·3·4가동,전자상거래업,301,10,3,1
20211,종로5·6가동,한식음식점,294,8,5,20
20211,종로5·6가동,중식음식점,12,0,0,1
20211,종로5·6가동,일식음식점,15,0,0,2
20211,종로5·6가동,양식음식점,7,0,0,0
20211,종로5·6가동,제과점,5,0,0,4
20211,종로5·6가동,패스트푸드점,11,1,1,18
20211,종로5·6가동,치킨전문점,5,0,2,10
20211,종로5·6가동,분식전문점,41,2,1,4
20211,종로5·6가동,호프-간이주점,26,0,1,3
20211,종로5·6가동,커피-음료,61,2,0,11
20211,종로5·6가동,일반교습학원,6,1,0,0
20211,종로5·6가동,외국어학원,0,0,0,0
20211,종로5·6가동,예술학원,2,0,0,0
20211,종로5·6가동,일반의원,26,2,1,0
20211,종로5·6가동,치과의원,28,1,2,0
20211,종로5·6가동,한의원,33,1,2,0
20211,종로5·6가동,당구장,14,0,0,0
20211,종로5·6가동,PC방,1,0,0,0
20211,종로5·6가동,자동차수리,1,0,0,0
20211,종로5·6가동,미용실,18,0,0,1
20211,종로5·6가동,네일숍,1,0,0,0
20211,종로5·6가동,피부관리실,2,0,0,0
20211,종로5·6가동,세탁소,5,0,0,0
20211,종로5·6가동,가전제품수리,4,0,0,0
20211,종로5·6가동,부동산중개업,75,2,0,0
20211,종로5·6가동,여관,22,0,0,0
20211,종로5·6가동,고시원,5,0,0,0
20211,종로5·6가동,노래방,15,0,0,0
20211,종로5·6가동,슈퍼마켓,56,1,1,0
20211,종로5·6가동,편의점,1,4,2,29
20211,종로5·6가동,컴퓨터및주변장치판매,13,0,0,0
20211,종로5·6가동,핸드폰,13,0,1,0
20211,종로5·6가동,미곡판매,8,0,0,0
20211,종로5·6가동,육류판매,8,0,0,0
20211,종로5·6가동,수산물판매,1,0,0,0
20211,종로5·6가동,청과상,2,0,0,0
20211,종로5·6가동,반찬가게,12,1,0,1
20211,종로5·6가동,일반의류,251,5,2,22
20211,종로5·6가동,신발,12,0,0,0
20211,종로5·6가동,가방,24,1,0,0
20211,종로5·6가동,안경,10,0,0,0
20211,종로5·6가동,시계및귀금속,21,0,0,0
20211,종로5·6가동,의약품,49,0,2,1
20211,종로5·6가동,의료기기,24,0,0,0
20211,종로5·6가동,서적,47,1,1,0
20211,종로5·6가동,문구,29,0,0,1
20211,종로5·6가동,화장품,14,0,0,1
20211,종로5·6가동,운동/경기용품,51,0,0,0
20211,종로5·6가동,섬유제품,283,3,3,0
20211,종로5·6가동,화초,16,1,0,0
20211,종로5·6가동,애완동물,1,0,0,0
20211,종로5·6가동,가구,3,0,0,0
20211,종로5·6가동,가전제품,5,0,1,0
20211,종로5·6가동,철물점,12,0,0,0
20211,종로5·6가동,인테리어,24,0,0,0
20211,종로5·6가동,조명용품,55,2,0,0
20211,종로5·6가동,전자상거래업,128,10,2,0
20211,이화동,한식음식점,106,2,2,18
20211,이화동,중식음식점,11,0,0,3
20211,이화동,일식음식점,13,0,1,6
20211,이화동,양식음식점,39,1,2,5
20211,이화동,제과점,20,3,1,11
20211,이화동,패스트푸드점,12,0,2,6
20211,이화동,치킨전문점,1,0,1,4
20211,이화동,분식전문점,27,1,3,10
20211,이화동,호프-간이주점,16,0,1,3
20211,이화동,커피-음료,52,1,1,34
20211,이화동,일반교습학원,10,1,0,0
20211,이화동,외국어학원,2,0,0,0
20211,이화동,예술학원,5,0,1,1
20211,이화동,스포츠 강습,5,1,0,0
20211,이화동,일반의원,5,0,0,0
20211,이화동,치과의원,4,0,0,0
20211,이화동,한의원,1,0,0,0
20211,이화동,당구장,4,1,0,0
20211,이화동,골프연습장,1,0,0,1
20211,이화동,PC방,1,0,0,0
20211,이화동,스포츠클럽,2,0,0,0
20211,이화동,자동차수리,3,0,0,0
20211,이화동,미용실,7,0,0,2
20211,이화동,네일숍,1,0,0,0
20211,이화동,피부관리실,2,1,0,0
20211,이화동,세탁소,6,0,0,0
20211,이화동,가전제품수리,2,0,0,0
20211,이화동,부동산중개업,20,0,0,0
20211,이화동,여관,1,0,0,0
20211,이화동,고시원,1,0,0,0
20211,이화동,노래방,4,0,0,0
20211,이화동,슈퍼마켓,17,1,0,1
20211,이화동,편의점,0,1,0,24
20211,이화동,컴퓨터및주변장치판매,5,0,0,0
20211,이화동,핸드폰,3,0,0,0
20211,이화동,미곡판매,5,0,0,0
20211,이화동,육류판매,3,0,0,0
20211,이화동,수산물판매,2,0,0,0
20211,이화동,청과상,1,0,0,0
20211,이화동,반찬가게,7,0,0,0
20211,이화동,일반의류,37,1,1,4
20211,이화동,신발,2,0,0,0
20211,이화동,가방,6,0,0,0
20211,이화동,안경,1,0,0,0
20211,이화동,시계및귀금속,3,0,0,0
20211,이화동,의약품,15,0,0,2
20211,이화동,의료기기,4,0,0,0
20211,이화동,서적,10,0,1,0
20211,이화동,문구,6,0,0,3
20211,이화동,화장품,27,1,1,2
20211,이화동,운동/경기용품,3,0,0,0
20211,이화동,자전거 및 기타운송장비,1,0,0,0
20211,이화동,완구,3,0,0,0
20211,이화동,섬유제품,2,0,0,0
20211,이화동,화초,7,0,0,0
20211,이화동,애완동물,2,1,0,0
20211,이화동,가구,3,0,0,0
20211,이화동,가전제품,4,0,0,0
20211,이화동,철물점,2,0,0,0
20211,이화동,인테리어,2,0,0,0
20211,이화동,조명용품,10,0,0,0
20211,이화동,전자상거래업,59,5,0,0
20211,혜화동,한식음식점,203,5,3,27
20211,혜화동,중식음식점,21,0,1,0
20211,혜화동,일식음식점,32,1,2,8
20211,혜화동,양식음식점,46,3,0,4
20211,혜화동,제과점,9,0,0,5
20211,혜화동,패스트푸드점,30,4,0,10
20211,혜화동,치킨전문점,4,0,1,13
20211,혜화동,분식전문점,64,1,1,13
20211,혜화동,호프-간이주점,44,0,2,10
20211,혜화동,커피-음료,92,6,4,26
20211,혜화동,일반교습학원,15,0,1,1
20211,혜화동,외국어학원,5,0,0,1
20211,혜화동,예술학원,25,0,0,0
20211,혜화동,스포츠 강습,13,0,1,0
20211,혜화동,일반의원,10,0,0,0
20211,혜화동,치과의원,11,0,0,0
