행정동,년분기,지하철역_갯수,총승하차인원_합계,지하철역_목록,시군구,총_승객수
장충동,20203,1,0.0,동대입구,,
장충동,20204,1,0.0,동대입구,,
장충동,20211,1,1067925.0,동대입구,,
장충동,20212,1,1279527.0,동대입구,,
장충동,20213,1,1091358.0,동대입구,,
장충동,20214,1,1361104.0,동대입구,,
전농1동,20191,1,0.0,청량리(서울시립대입구),,
전농1동,20192,1,0.0,청량리(서울시립대입구),,
전농1동,20193,1,0.0,청량리(서울시립대입구),,
전농1동,20194,1,0.0,청량리(서울시립대입구),,
전농1동,20201,1,0.0,청량리(서울시립대입구),,
전농1동,20202,1,0.0,청량리(서울시립대입구),,
전농1동,20203,1,0.0,청량리(서울시립대입구),,
전농1동,20204,1,0.0,청량리(서울시립대입구),,
전농1동,20211,1,5234085.0,청량리(서울시립대입구),,
전농1동,20212,1,5978408.0,청량리(서울시립대입구),,
전농1동,20213,1,5420287.0,청량리(서울시립대입구),,
전농1동,20214,1,5995330.0,청량리(서울시립대입구),,
전농2동,0,1,0.0,0,,
정릉1동,20191,1,0.0,정릉,,
정릉1동,20192,1,0.0,정릉,,
정릉1동,20193,1,0.0,정릉,,
정릉1동,20194,1,0.0,정릉,,
정릉1동,20201,1,0.0,정릉,,
정릉1동,20202,1,0.0,정릉,,
정릉1동,20203,1,0.0,정릉,,
정릉1동,20204,1,0.0,정릉,,
정릉1동,20211,1,615508.0,정릉,,
정릉1동,20212,1,700457.0,정릉,,
정릉1동,20213,1,626117.0,정릉,,
정릉1동,20214,1,715201.0,정릉,,
정릉2동,0,1,0.0,0,,
정릉3동,0,1,0.0,0,,
정릉4동,20191,1,0.0,북한산보국문,,
정릉4동,20192,1,0.0,북한산보국문,,
정릉4동,20193,1,0.0,북한산보국문,,
정릉4동,20194,1,0.0,북한산보국문,,
정릉4동,20201,1,0.0,북한산보국문,,
정릉4동,20202,1,0.0,북한산보국문,,
정릉4동,20203,1,0.0,북한산보국문,,
정릉4동,20204,1,0.0,북한산보국문,,
정릉4동,20211,1,823856.0,북한산보국문,,
정릉4동,20212,1,944262.0,북한산보국문,,
정릉4동,20213,1,837231.0,북한산보국문,,
정릉4동,20214,1,945501.0,북한산보국문,,
제기동,20191,1,0.0,고려대(종암),,
제기동,20192,1,0.0,고려대(종암),,
제기동,20193,1,0.0,고려대(종암),,
제기동,20194,1,0.0,고려대(종암),,
제기동,20201,1,0.0,고려대(종암),,
제기동,20202,1,0.0,고려대(종암),,
제기동,20203,1,0.0,고려대(종암),,
제기동,20204,1,0.0,고려대(종암),,
제기동,20211,1,1074133.0,고려대(종암),,
제기동,20212,1,1226692.0,고려대(종암),,
제기동,20213,1,1057883.0,고려대(종암),,
제기동,20214,1,1218553.0,고려대(종암),,
조원동,0,1,0.0,0,,
종로1·2·3·4가동,20191,3,0.0,"종각, 종로3가, 안국",,
종로1·2·3·4가동,20192,3,0.0,"종각, 종로3가, 안국",,
종로1·2·3·4가동,20193,3,0.0,"종로3가, 종각, 안국",,
종로1·2·3·4가동,20194,3,0.0,"안국, 종각, 종로3가",,
종로1·2·3·4가동,20201,3,0.0,"종로3가, 종각, 안국",,
종로1·2·3·4가동,20202,3,0.0,"종각, 종로3가, 안국",,
종로1·2·3·4가동,20203,3,0.0,"안국, 종각, 종로3가",,
종로1·2·3·4가동,20204,3,0.0,"안국, 종로3가, 종각",,
종로1·2·3·4가동,20211,3,13424195.0,"안국, 종각, 종로3가",,
종로1·2·3·4가동,20212,3,15744889.0,"종로3가, 종각, 안국",,
종로1·2·3·4가동,20213,3,13558285.0,"종로3가, 종각, 안국",,
종로1·2·3·4가동,20214,3,16187232.0,"안국, 종각, 종로3가",,
종로5·6가동 ,0,1,0.0,0,,
종암동,0,1,0.0,0,,
중계1동,0,1,0.0,0,,
중계2·3동,20191,1,0.0,중계,,
중계2·3동,20192,1,0.0,중계,,
중계2·3동,20193,1,0.0,중계,,
중계2·3동,20194,1,0.0,중계,,
중계2·3동,20201,1,0.0,중계,,
중계2·3동,20202,1,0.0,중계,,
중계2·3동,20203,1,0.0,중계,,
중계2·3동,20204,1,0.0,중계,,
중계2·3동,20211,1,1882536.0,중계,,
중계2·3동,20212,1,2163975.0,중계,,
중계2·3동,20213,1,1910028.0,중계,,
중계2·3동,20214,1,2156772.0,중계,,
중계4동,0,1,0.0,0,,
중계본동,0,1,0.0,0,,
중곡1동,0,1,0.0,0,,
중곡2동,0,1,0.0,0,,
중곡3동,20191,1,0.0,중곡,,
중곡3동,20192,1,0.0,중곡,,
중곡3동,20193,1,0.0,중곡,,
중곡3동,20194,1,0.0,중곡,,
중곡3동,20201,1,0.0,중곡,,
중곡3동,20202,1,0.0,중곡,,
중곡3동,20203,1,0.0,중곡,,
중곡3동,20204,1,0.0,중곡,,
중곡3동,20211,1,1380434.0,중곡,,
중곡3동,20212,1,1522301.0,중곡,,
중곡3동,20213,1,1401873.0,중곡,,
중곡3동,20214,1,1633681.0,중곡,,
중곡4동,0,1,0.0,0,,
중림동,0,1,0.0,0,,
중앙동,0,1,0.0,0,,
중화1동,0,1,0.0,0,,
중화2동,20191,2,0.0,"중랑, 중화",,
중화2동,20192,2,0.0,"중화, 중랑",,
중화2동,20193,2,0.0,"중화, 중랑",,
중화2동,20194,2,0.0,"중화, 중랑",,
중화2동,20201,2,0.0,"중랑, 중화",,
중화2동,20202,2,0.0,"중랑, 중화",,
중화2동,20203,2,0.0,"중화, 중랑",,
중화2동,20204,2,0.0,"중화, 중랑",,
중화2동,20211,2,2341605.0,"중화, 중랑",,
중화2동,20212,2,2649040.0,"중화, 중랑",,
중화2동,20213,2,2407296.0,"중랑, 중화",,
중화2동,20214,2,2632033.0,"중랑, 중화",,
증산동,20191,1,0.0,증산(명지대앞),,
증산동,20192,1,0.0,증산(명지대앞),,
증산동,20193,1,0.0,증산(명지대앞),,
증산동,20194,1,0.0,증산(명지대앞),,
증산동,20201,1,0.0,증산(명지대앞),,
증산동,20202,1,0.0,증산(명지대앞),,
증산동,20203,1,0.0,증산(명지대앞),,
증산동,20204,1,0.0,증산(명지대앞),,
증산동,20211,1,1444619.0,증산(명지대앞),,
증산동,20212,1,1607859.0,증산(명지대앞),,
증산동,20213,1,1448165.0,증산(명지대앞),,
증산동,20214,1,1610799.0,증산(명지대앞),,
진관동,20191,1,0.0,구파발,,
진관동,20192,1,0.0,구파발,,
진관동,20193,1,0.0,구파발,,
진관동,20194,1,0.0,구파발,,
진관동,20201,1,0.0,구파발,,
진관동,20202,1,0.0,구파발,,
진관동,20203,1,0.0,구파발,,
진관동,20204,1,0.0,구파발,,
진관동,20211,1,2823622.0,구파발,,
진관동,20212,1,3217808.0,구파발,,
진관동,20213,1,2907749.0,구파발,,
진관동,20214,1,3270145.0,구파발,,
창1동,20191,2,0.0,"녹천, 쌍문",,
창1동,20192,2,0.0,"녹천, 쌍문",,
창1동,20193,2,0.0,"쌍문, 녹천",,
창1동,20194,2,0.0,"쌍문, 녹천",,
창1동,20201,2,0.0,"쌍문, 녹천",,
창1동,20202,2,0.0,"쌍문, 녹천",,
창1동,20203,2,0.0,"쌍문, 녹천",,
창1동,20204,2,0.0,"쌍문, 녹천",,
창1동,20211,2,4682383.0,"쌍문, 녹천",,
창1동,20212,2,5206862.0,"녹천, 쌍문",,
창1동,20213,2,4713975.0,"녹천, 쌍문",,
창1동,20214,2,5198653.0,"쌍문, 녹천",,
창2동,0,1,0.0,0,,
창3동,0,1,0.0,0,,
창4동,20191,1,0.0,창동,,
창4동,20192,1,0.0,창동,,
창4동,20193,1,0.0,창동,,
창4동,20194,1,0.0,창동,,
창4동,20201,1,0.0,창동,,
창4동,20202,1,0.0,창동,,
창4동,20203,1,0.0,창동,,
창4동,20204,1,0.0,창동,,
창4동,20211,1,26.0,창동,,
창4동,20212,1,30.0,창동,,
창4동,20213,1,20.0,창동,,
창4동,20214,1,20.0,창동,,
창5동,20191,1,0.0,창동,,
창5동,20192,1,0.0,창동,,
창5동,20193,1,0.0,창동,,
창5동,20194,1,0.0,창동,,
창5동,20201,1,0.0,창동,,
창5동,20202,1,0.0,창동,,
창5동,20203,1,0.0,창동,,
창5동,20204,1,0.0,창동,,
창5동,20211,1,3843129.0,창동,,
창5동,20212,1,4240383.0,창동,,
창5동,20213,1,3773009.0,창동,,
창5동,20214,1,4208555.0,창동,,
창신1동,20191,2,0.0,"동대문, 동묘앞",,
창신1동,20192,2,0.0,"동묘앞, 동대문",,
창신1동,20193,2,0.0,"동묘앞, 동대문",,
창신1동,20194,2,0.0,"동대문, 동묘앞",,
창신1동,20201,2,0.0,"동묘앞, 동대문",,
창신1동,20202,2,0.0,"동묘앞, 동대문",,
창신1동,20203,2,0.0,"동묘앞, 동대문",,
창신1동,20204,2,0.0,"동대문, 동묘앞",,
창신1동,20211,2,2826551.0,"동대문, 동묘앞",,
창신1동,20212,2,3263068.0,"동묘앞, 동대문",,
창신1동,20213,2,2905558.0,"동대문, 동묘앞",,
창신1동,20214,2,3189331.0,"동묘앞, 동대문",,
창신2동,0,1,0.0,0,,
창신3동,20191,1,0.0,창신,,
창신3동,20192,1,0.0,창신,,
창신3동,20193,1,0.0,창신,,
창신3동,20194,1,0.0,창신,,
창신3동,20201,1,0.0,창신,,
창신3동,20202,1,0.0,창신,,
창신3동,20203,1,0.0,창신,,
창신3동,20204,1,0.0,창신,,
창신3동,20211,1,453394.0,창신,,
창신3동,20212,1,517764.0,창신,,
창신3동,20213,1,449898.0,창신,,
창신3동,20214,1,505833.0,창신,,
천연동,20191,1,0.0,독립문,,
천연동,20192,1,0.0,독립문,,
천연동,20193,1,0.0,독립문,,
천연동,20194,1,0.0,독립문,,
천연동,20201,1,0.0,독립문,,
천연동,20202,1,0.0,독립문,,
천연동,20203,1,0.0,독립문,,
천연동,20204,1,0.0,독립문,,
천연동,20211,1,1016314.0,독립문,,
천연동,20212,1,1195673.0,독립문,,
천연동,20213,1,1026696.0,독립문,,
천연동,20214,1,1174633.0,독립문,,
천호1동,20191,1,0.0,굽은다리(강동구민회관앞),,
천호1동,20192,1,0.0,굽은다리(강동구민회관앞),,
천호1동,20193,1,0.0,굽은다리(강동구민회관앞),,
천호1동,20194,1,0.0,굽은다리(강동구민회관앞),,
천호1동,20201,1,0.0,굽은다리(강동구민회관앞),,
천호1동,20202,1,0.0,굽은다리(강동구민회관앞),,
천호1동,20203,1,0.0,굽은다리(강동구민회관앞),,
천호1동,20204,1,0.0,굽은다리(강동구민회관앞),,
천호1동,20211,1,1304489.0,굽은다리(강동구민회관앞),,
천호1동,20212,1,1483978.0,굽은다리(강동구민회관앞),,
천호1동,20213,1,1366787.0,굽은다리(강동구민회관앞),,
천호1동,20214,1,1506861.0,굽은다리(강동구민회관앞),,
천호2동,0,1,0.0,0,,
천호3동,0,1,0.0,0,,
청구동,0,1,0.0,0,,
청담동,0,1,0.0,0,,
청량리동,0,1,0.0,0,,
청룡동,20191,2,0.0,"서울대입구(관악구청), 봉천",,
청룡동,20192,2,0.0,"서울대입구(관악구청), 봉천",,
청룡동,20193,2,0.0,"봉천, 서울대입구(관악구청)",,
청룡동,20194,2,0.0,"서울대입구(관악구청), 봉천",,
청룡동,20201,2,0.0,"봉천, 서울대입구(관악구청)",,
청룡동,20202,2,0.0,"서울대입구(관악구청), 봉천",,
청룡동,20203,2,0.0,"봉천, 서울대입구(관악구청)",,
청룡동,20204,2,0.0,"봉천, 서울대입구(관악구청)",,
청룡동,20211,2,10047995.0,"봉천, 서울대입구(관악구청)",,
청룡동,20212,2,11235367.0,"서울대입구(관악구청), 봉천",,
청룡동,20213,2,10066830.0,"봉천, 서울대입구(관악구청)",,
청룡동,20214,2,11269502.0,"서울대입구(관악구청), 봉천",,
청림동,0,1,0.0,0,,
청운효자동 ,0,1,0.0,0,,
청파동,0,1,0.0,0,,
충현동,20191,2,0.0,"충정로(경기대입구), 서대문",,
충현동,20192,2,0.0,"서대문, 충정로(경기대입구)",,
충현동,20193,2,0.0,"충정로(경기대입구), 서대문",,
충현동,20194,2,0.0,"서대문, 충정로(경기대입구)",,
충현동,20201,2,0.0,"충정로(경기대입구), 서대문",,
충현동,20202,2,0.0,"서대문, 충정로(경기대입구)",,
충현동,20203,2,0.0,"충정로(경기대입구), 서대문",,
충현동,20204,2,0.0,"충정로(경기대입구), 서대문",,
충현동,20211,2,4513365.0,"충정로(경기대입구), 서대문",,
충현동,20212,2,5066357.0,"서대문, 충정로(경기대입구)",,
충현동,20213,2,4400402.0,"충정로(경기대입구), 서대문",,
충현동,20214,2,5055666.0,"서대문, 충정로(경기대입구)",,
평창동,0,1,0.0,0,,
풍납1동,20191,1,0.0,천호(풍납토성),,
풍납1동,20192,1,0.0,천호(풍납토성),,
풍납1동,20193,1,0.0,천호(풍납토성),,
풍납1동,20194,1,0.0,천호(풍납토성),,
풍납1동,20201,1,0.0,천호(풍납토성),,
풍납1동,20202,1,0.0,천호(풍납토성),,
풍납1동,20203,1,0.0,천호(풍납토성),,
풍납1동,20204,1,0.0,천호(풍납토성),,
풍납1동,20211,1,2658328.0,천호(풍납토성),,
풍납1동,20212,1,2967033.0,천호(풍납토성),,
풍납1동,20213,1,2640934.0,천호(풍납토성),,
풍납1동,20214,1,2992415.0,천호(풍납토성),,
풍납2동,0,1,0.0,0,,
필동,20191,1,0.0,충무로,,
필동,20192,1,0.0,충무로,,
필동,20193,1,0.0,충무로,,
필동,20194,1,0.0,충무로,,
필동,20201,1,0.0,충무로,,
필동,20202,1,0.0,충무로,,
필동,20203,1,0.0,충무로,,
필동,20204,1,0.0,충무로,,
필동,20211,1,3492295.0,충무로,,
필동,20212,1,3940332.0,충무로,,
필동,20213,1,3461158.0,충무로,,
필동,20214,1,4027794.0,충무로,,
하계1동,0,1,0.0,0,,
하계2동,20191,1,0.0,하계,,
하계2동,20192,1,0.0,하계,,
하계2동,20193,1,0.0,하계,,
하계2동,20194,1,0.0,하계,,
하계2동,20201,1,0.0,하계,,
하계2동,20202,1,0.0,하계,,
하계2동,20203,1,0.0,하계,,
하계2동,20204,1,0.0,하계,,
하계2동,20211,1,2404972.0,하계,,
하계2동,20212,1,2720367.0,하계,,
하계2동,20213,1,2418174.0,하계,,
하계2동,20214,1,2736848.0,하계,,
한강로동,20191,4,0.0,"이촌(국립중앙박물관), 신용산, 용산, 삼각지",,
한강로동,20192,4,0.0,"삼각지, 이촌(국립중앙박물관), 용산, 신용산",,
한강로동,20193,4,0.0,"신용산, 이촌(국립중앙박물관), 용산, 삼각지",,
한강로동,20194,4,0.0,"신용산, 삼각지, 용산, 이촌(국립중앙박물관)",,
한강로동,20201,4,0.0,"삼각지, 이촌(국립중앙박물관), 용산, 신용산",,
한강로동,20202,4,0.0,"신용산, 이촌(국립중앙박물관), 삼각지, 용산",,
한강로동,20203,4,0.0,"신용산, 삼각지, 이촌(국립중앙박물관), 용산",,
한강로동,20204,4,0.0,"이촌(국립중앙박물관), 신용산, 용산, 삼각지",,
한강로동,20211,4,9764433.0,"이촌(국립중앙박물관), 삼각지, 용산, 신용산",,
한강로동,20212,4,11621114.0,"신용산, 이촌(국립중앙박물관), 삼각지, 용산",,
한강로동,20213,4,10316098.0,"용산, 삼각지, 신용산, 이촌(국립중앙박물관)",,
한강로동,20214,4,12238879.0,"신용산, 이촌(국립중앙박물관), 삼각지, 용산",,
한남동,20191,2,0.0,"한강진, 한남",,
한남동,20192,2,0.0,"한남, 한강진",,
한남동,20193,2,0.0,"한강진, 한남",,
한남동,20194,2,0.0,"한강진, 한남",,
한남동,20201,2,0.0,"한강진, 한남",,
한남동,20202,2,0.0,"한강진, 한남",,
한남동,20203,2,0.0,"한강진, 한남",,
한남동,20204,2,0.0,"한강진, 한남",,
한남동,20211,2,1722161.0,"한강진, 한남",,
한남동,20212,2,2035571.0,"한강진, 한남",,
한남동,20213,2,1777699.0,"한남, 한강진",,
한남동,20214,2,2155467.0,"한남, 한강진",,
합정동,20191,1,0.0,합정,,
합정동,20192,1,0.0,합정,,
합정동,20193,1,0.0,합정,,
합정동,20194,1,0.0,합정,,
합정동,20201,1,0.0,합정,,
합정동,20202,1,0.0,합정,,
합정동,20203,1,0.0,합정,,
합정동,20204,1,0.0,합정,,
합정동,20211,1,6237653.0,합정,,
합정동,20212,1,7245519.0,합정,,
합정동,20213,1,6280901.0,합정,,
합정동,20214,1,7396577.0,합정,,
항동,0,1,0.0,0,,
행당1동,20191,1,0.0,왕십리(성동구청),,
행당1동,20192,1,0.0,왕십리(성동구청),,
행당1동,20193,1,0.0,왕십리(성동구청),,
행당1동,20194,1,0.0,왕십리(성동구청),,
행당1동,20201,1,0.0,왕십리(성동구청),,
행당1동,20202,1,0.0,왕십리(성동구청),,
행당1동,20203,1,0.0,왕십리(성동구청),,
행당1동,20204,1,0.0,왕십리(성동구청),,
행당1동,20211,1,4797918.0,왕십리(성동구청),,
행당1동,20212,1,5511056.0,왕십리(성동구청),,
행당1동,20213,1,4839305.0,왕십리(성동구청),,
행당1동,20214,1,5693983.0,왕십리(성동구청),,
행당2동,20191,1,0.0,행당,,
행당2동,20192,1,0.0,행당,,
행당2동,20193,1,0.0,행당,,
행당2동,20194,1,0.0,행당,,
행당2동,20201,1,0.0,행당,,
행당2동,20202,1,0.0,행당,,
행당2동,20203,1,0.0,행당,,
행당2동,20204,1,0.0,행당,,
행당2동,20211,1,1098665.0,행당,,
행당2동,20212,1,1234977.0,행당,,
행당2동,20213,1,1091168.0,행당,,
행당2동,20214,1,1217477.0,행당,,
행운동,0,1,0.0,0,,
혜화동,0,1,0.0,0,,
홍은1동,0,1,0.0,0,,
홍은2동,0,1,0.0,0,,
홍제1동,20191,2,0.0,"무악재, 홍제",,
홍제1동,20192,2,0.0,"무악재, 홍제",,
홍제1동,20193,2,0.0,"홍제, 무악재",,
홍제1동,20194,2,0.0,"무악재, 홍제",,
홍제1동,20201,2,0.0,"홍제, 무악재",,
홍제1동,20202,2,0.0,"홍제, 무악재",,
홍제1동,20203,2,0.0,"홍제, 무악재",,
홍제1동,20204,2,0.0,"홍제, 무악재",,
홍제1동,20211,2,2971121.0,"무악재, 홍제",,
홍제1동,20212,2,3342376.0,"홍제, 무악재",,
홍제1동,20213,2,2962054.0,"홍제, 무악재",,
홍제1동,20214,2,3334215.0,"홍제, 무악재",,
홍제2동,0,1,0.0,0,,
홍제3동,0,1,0.0,0,,
화곡1동,20191,2,0.0,"까치산, 화곡",,
화곡1동,20192,2,0.0,"까치산, 화곡",,
화곡1동,20193,2,0.0,"까치산, 화곡",,
화곡1동,20194,2,0.0,"화곡, 까치산",,
화곡1동,20201,2,0.0,"까치산, 화곡",,
화곡1동,20202,2,0.0,"까치산, 화곡",,
화곡1동,20203,2,0.0,"까치산, 화곡",,
화곡1동,20204,2,0.0,"화곡, 까치산",,
화곡1동,20211,2,7988326.0,"까치산, 화곡",,
화곡1동,20212,2,8918322.0,"까치산, 화곡",,
화곡1동,20213,2,8002483.0,"까치산, 화곡",,
화곡1동,20214,2,8901036.0,"화곡, 까치산",,
화곡2동,0,1,0.0,0,,
화곡3동,0,1,0.0,0,,
화곡4동,0,1,0.0,0,,
화곡6동,0,1,0.0,0,,
화곡8동,0,1,0.0,0,,
화곡본동,0,1,0.0,0,,
화양동,20191,1,0.0,건대입구,,
화양동,20192,1,0.0,건대입구,,
화양동,20193,1,0.0,건대입구,,
화양동,20194,1,0.0,건대입구,,
화양동,20201,1,0.0,건대입구,,
화양동,20202,1,0.0,건대입구,,
화양동,20203,1,0.0,건대입구,,
화양동,20204,1,0.0,건대입구,,
화양동,20211,1,6864295.0,건대입구,,
화양동,20212,1,7902181.0,건대입구,,
화양동,20213,1,6801642.0,건대입구,,
화양동,20214,1,8070648.0,건대입구,,
황학동,0,1,0.0,0,,
회기동,0,1,0.0,0,,
회현동,0,2,0.0,"서울, 서울역",,
회현동,20191,2,0.0,"서울역, 회현(남대문시장)",,
회현동,20192,2,0.0,"서울역, 회현(남대문시장)",,
회현동,20193,2,0.0,"서울역, 회현(남대문시장)",,
회현동,20194,2,0.0,"서울역, 회현(남대문시장)",,
회현동,20201,2,0.0,"회현(남대문시장), 서울역",,
회현동,20202,2,0.0,"회현(남대문시장), 서울역",,
회현동,20203,2,0.0,"회현(남대문시장), 서울역",,
회현동,20204,2,0.0,"회현(남대문시장), 서울역",,
회현동,20211,2,8750274.0,"회현(남대문시장), 서울역",,
회현동,20212,2,10347278.0,"회현(남대문시장), 서울역",,
회현동,20213,2,8827572.0,"회현(남대문시장), 서울역",,
회현동,20214,2,10920742.0,"회현(남대문시장), 서울역",,
효창동,0,1,0.0,0,,
후암동,0,1,0.0,0,,
휘경1동,20191,1,0.0,회기,,
휘경1동,20192,1,0.0,회기,,
휘경1동,20193,1,0.0,회기,,
휘경1동,20194,1,0.0,회기,,
휘경1동,20201,1,0.0,회기,,
휘경1동,20202,1,0.0,회기,,
휘경1동,20203,1,0.0,회기,,
휘경1동,20204,1,0.0,회기,,
휘경1동,20211,1,3312419.0,회기,,
휘경1동,20212,1,3883735.0,회기,,
휘경1동,20213,1,3385592.0,회기,,
휘경1동,20214,1,3967546.0,회기,,
휘경2동,0,1,0.0,0,,
흑석동,20191,1,0.0,흑석(중앙대입구),,
흑석동,20192,1,0.0,흑석(중앙대입구),,
흑석동,20193,1,0.0,흑석(중앙대입구),,
흑석동,20194,1,0.0,흑석(중앙대입구),,
흑석동,20201,1,0.0,흑석(중앙대입구),,
흑석동,20202,1,0.0,흑석(중앙대입구),,
흑석동,20203,1,0.0,흑석(중앙대입구),,
흑석동,20204,1,0.0,흑석(중앙대입구),,
흑석동,20211,1,1103017.0,흑석(중앙대입구),,
흑석동,20212,1,1245076.0,흑석(중앙대입구),,
흑석동,20213,1,1101042.0,흑석(중앙대입구),,
흑석동,20214,1,1283243.0,흑석(중앙대입구),,
