행정동,시군구,총_승객수,연분기
방배4동,서초구,0,20221
방배본동,서초구,0,20221
방학2동,도봉구,0,20221
방학3동,도봉구,0,20221
번2동,강북구,0,20221
번3동,강북구,0,20221
보광동,용산구,0,20221
보라매동,관악구,0,20221
부암동,종로구,0,20221
북가좌1동,서대문구,0,20221
북가좌2동,서대문구,0,20221
북아현동,서대문구,0,20221
불광2동,은평구,0,20221
사당1동,동작구,0,20221
사당3동,동작구,0,20221
사당5동,동작구,0,20221
삼각산동,강북구,0,20221
삼성동,관악구,0,20221
삼전동,송파구,0,20221
삼청동,종로구,0,20221
상계10동,노원구,0,20221
상계6.7동,노원구,0,20221
상계9동,노원구,0,20221
상도3동,동작구,0,20221
상도4동,동작구,0,20221
서림동,관악구,0,20221
서초4동,서초구,0,20221
성내3동,강동구,0,20221
성북동,성북구,0,20221
성산1동,마포구,0,20221
성수2가1동,성동구,0,20221
성현동,관악구,0,20221
세곡동,강남구,0,20221
송정동,성동구,0,20221
송중동,강북구,0,20221
송파2동,송파구,0,20221
수유3동,강북구,0,20221
숭인1동,종로구,0,20221
시흥2동,금천구,0,20221
시흥3동,금천구,0,20221
시흥4동,금천구,0,20221
시흥5동,금천구,0,20221
신길3동,영등포구,0,20221
신길4동,영등포구,0,20221
신길5동,영등포구,0,20221
신내2동,중랑구,0,20221
신당5동,중구,0,20221
신대방1동,동작구,0,20221
신대방2동,동작구,0,20221
신림동,관악구,0,20221
신사동,강남구,0,20221
신수동,마포구,0,20221
신원동,관악구,0,20221
신월1동,양천구,0,20221
신월2동,양천구,0,20221
신월3동,양천구,0,20221
신월4동,양천구,0,20221
신월5동,양천구,0,20221
신월6동,양천구,0,20221
신월7동,양천구,0,20221
신정1동,양천구,0,20221
신정2동,양천구,0,20221
신정6동,양천구,0,20221
쌍문1동,도봉구,0,20221
쌍문2동,도봉구,0,20221
쌍문3동,도봉구,0,20221
쌍문4동,도봉구,0,20221
암사1동,강동구,0,20221
암사3동,강동구,0,20221
역삼2동,강남구,0,20221
역촌동,은평구,0,20221
연남동,마포구,0,20221
연희동,서대문구,0,20221
염리동,마포구,0,20221
염창동,강서구,0,20221
왕십리도선동,성동구,0,20221
용문동,용산구,0,20221
원효로1동,용산구,0,20221
원효로2동,용산구,0,20221
월계1동,노원구,0,20221
월곡1동,성북구,0,20221
위례동,송파구,0,20221
은천동,관악구,0,20221
응암1동,은평구,0,20221
응암2동,은평구,0,20221
응암3동,은평구,0,20221
이촌1동,용산구,0,20221
이촌2동,용산구,0,20221
이태원2동,용산구,0,20221
인수동,강북구,0,20221
일원1동,강남구,0,20221
자양1동,광진구,0,20221
자양2동,광진구,0,20221
자양3동,광진구,0,20221
잠실3동,송파구,0,20221
장안1동,동대문구,0,20221
장안2동,동대문구,0,20221
장위1동,성북구,0,20221
장위3동,성북구,0,20221
전농2동,동대문구,0,20221
정릉2동,성북구,0,20221
정릉3동,성북구,0,20221
조원동,관악구,0,20221
종암동,성북구,0,20221
중계1동,노원구,0,20221
중계4동,노원구,0,20221
중계본동,노원구,0,20221
중곡1동,광진구,0,20221
중곡2동,광진구,0,20221
중곡4동,광진구,0,20221
중림동,중구,0,20221
중앙동,관악구,0,20221
중화1동,중랑구,0,20221
창2동,도봉구,0,20221
창3동,도봉구,0,20221
창4동,도봉구,0,20221
창신1동,종로구,0,20221
창신2동,종로구,0,20221
천호2동,강동구,0,20221
천호3동,강동구,0,20221
청구동,중구,0,20221
청담동,강남구,0,20221
청량리동,동대문구,0,20221
청림동,관악구,0,20221
청운효자동,종로구,0,20221
청파동,용산구,0,20221
평창동,종로구,0,20221
풍납1동,송파구,0,20221
풍납2동,송파구,0,20221
하계1동,노원구,0,20221
합정동,마포구,0,20221
행운동,관악구,0,20221
혜화동,종로구,0,20221
홍은1동,서대문구,0,20221
홍은2동,서대문구,0,20221
홍제2동,서대문구,0,20221
홍제3동,서대문구,0,20221
화곡2동,강서구,0,20221
화곡3동,강서구,0,20221
화곡4동,강서구,0,20221
화곡6동,강서구,0,20221
화곡8동,강서구,0,20221
화곡본동,강서구,0,20221
황학동,중구,0,20221
회기동,동대문구,0,20221
후암동,용산구,0,20221
휘경2동,동대문구,0,20221
가락본동,송파구,0,20222
가리봉동,구로구,0,20222
가양2동,강서구,0,20222
가양3동,강서구,0,20222
가회동,종로구,0,20222
개봉2동,구로구,0,20222
개봉3동,구로구,0,20222
개포1동,강남구,0,20222
개포4동,강남구,0,20222
거여2동,송파구,0,20222
고덕1동,강동구,0,20222
고덕2동,강동구,0,20222
고척1동,구로구,0,20222
고척2동,구로구,0,20222
교남동,종로구,0,20222
구로1동,구로구,0,20222
구로4동,구로구,0,20222
구산동,은평구,0,20222
군자동,광진구,0,20222
금호2.3가동,성동구,0,20222
길음2동,성북구,0,20222
낙성대동,관악구,0,20222
난곡동,관악구,0,20222
난향동,관악구,0,20222
남가좌2동,서대문구,0,20222
노량진2동,동작구,0,20222
다산동,중구,0,20222
답십리1동,동대문구,0,20222
답십리2동,동대문구,0,20222
대림1동,영등포구,0,20222
대림2동,영등포구,0,20222
대치1동,강남구,0,20222
도림동,영등포구,0,20222
도봉1동,도봉구,0,20222
도화동,마포구,0,20222
독산2동,금천구,0,20222
독산3동,금천구,0,20222
독산4동,금천구,0,20222
돈암1동,성북구,0,20222
돈암2동,성북구,0,20222
동선동,성북구,0,20222
등촌2동,강서구,0,20222
마천2동,송파구,0,20222
망우3동,중랑구,0,20222
망원1동,마포구,0,20222
망원2동,마포구,0,20222
면목2동,중랑구,0,20222
면목5동,중랑구,0,20222
면목7동,중랑구,0,20222
목4동,양천구,0,20222
목5동,양천구,0,20222
무악동,종로구,0,20222
묵1동,중랑구,0,20222
문정1동,송파구,0,20222
미성동,관악구,0,20222
반포3동,서초구,0,20222
방배4동,서초구,0,20222
방배본동,서초구,0,20222
방학2동,도봉구,0,20222
방학3동,도봉구,0,20222
번2동,강북구,0,20222
번3동,강북구,0,20222
보광동,용산구,0,20222
부암동,종로구,0,20222
북가좌1동,서대문구,0,20222
북가좌2동,서대문구,0,20222
북아현동,서대문구,0,20222
불광2동,은평구,0,20222
사당1동,동작구,0,20222
사당3동,동작구,0,20222
사당5동,동작구,0,20222
삼각산동,강북구,0,20222
삼성동,관악구,0,20222
삼전동,송파구,0,20222
삼청동,종로구,0,20222
상계10동,노원구,0,20222
상계6.7동,노원구,0,20222
상계9동,노원구,0,20222
상도3동,동작구,0,20222
상도4동,동작구,0,20222
서초4동,서초구,0,20222
성내3동,강동구,0,20222
성북동,성북구,0,20222
성산1동,마포구,0,20222
성수2가1동,성동구,0,20222
성현동,관악구,0,20222
세곡동,강남구,0,20222
송정동,성동구,0,20222
송중동,강북구,0,20222
송파2동,송파구,0,20222
수유3동,강북구,0,20222
숭인1동,종로구,0,20222
시흥2동,금천구,0,20222
시흥3동,금천구,0,20222
시흥4동,금천구,0,20222
시흥5동,금천구,0,20222
신길3동,영등포구,0,20222
신길4동,영등포구,0,20222
신길5동,영등포구,0,20222
신내2동,중랑구,0,20222
신당5동,중구,0,20222
신대방1동,동작구,0,20222
신사동,강남구,0,20222
신수동,마포구,0,20222
신원동,관악구,0,20222
신월1동,양천구,0,20222
신월2동,양천구,0,20222
신월3동,양천구,0,20222
신월4동,양천구,0,20222
신월5동,양천구,0,20222
신월6동,양천구,0,20222
신월7동,양천구,0,20222
신정1동,양천구,0,20222
신정2동,양천구,0,20222
신정6동,양천구,0,20222
쌍문1동,도봉구,0,20222
쌍문2동,도봉구,0,20222
쌍문3동,도봉구,0,20222
쌍문4동,도봉구,0,20222
암사1동,강동구,0,20222
암사3동,강동구,0,20222
역삼2동,강남구,0,20222
역촌동,은평구,0,20222
연남동,마포구,0,20222
연희동,서대문구,0,20222
염리동,마포구,0,20222
염창동,강서구,0,20222
왕십리도선동,성동구,0,20222
용문동,용산구,0,20222
원효로1동,용산구,0,20222
원효로2동,용산구,0,20222
월계1동,노원구,0,20222
월곡1동,성북구,0,20222
위례동,송파구,0,20222
은천동,관악구,0,20222
응암1동,은평구,0,20222
응암2동,은평구,0,20222
응암3동,은평구,0,20222
이촌1동,용산구,0,20222
이촌2동,용산구,0,20222
이태원2동,용산구,0,20222
인수동,강북구,0,20222
일원1동,강남구,0,20222
자양1동,광진구,0,20222
자양2동,광진구,0,20222
자양3동,광진구,0,20222
잠실3동,송파구,0,20222
장안1동,동대문구,0,20222
장안2동,동대문구,0,20222
장위1동,성북구,0,20222
장위3동,성북구,0,20222
전농2동,동대문구,0,20222
정릉2동,성북구,0,20222
정릉3동,성북구,0,20222
조원동,관악구,0,20222
종암동,성북구,0,20222
중계1동,노원구,0,20222
중계4동,노원구,0,20222
중계본동,노원구,0,20222
중곡1동,광진구,0,20222
중곡2동,광진구,0,20222
중곡4동,광진구,0,20222
중림동,중구,0,20222
중앙동,관악구,0,20222
중화1동,중랑구,0,20222
창2동,도봉구,0,20222
창3동,도봉구,0,20222
창4동,도봉구,0,20222
창신1동,종로구,0,20222
창신2동,종로구,0,20222
천호2동,강동구,0,20222
천호3동,강동구,0,20222
청구동,중구,0,20222
청담동,강남구,0,20222
청량리동,동대문구,0,20222
청림동,관악구,0,20222
청운효자동,종로구,0,20222
청파동,용산구,0,20222
평창동,종로구,0,20222
풍납1동,송파구,0,20222
풍납2동,송파구,0,20222
하계1동,노원구,0,20222
합정동,마포구,0,20222
행운동,관악구,0,20222
혜화동,종로구,0,20222
홍은1동,서대문구,0,20222
홍은2동,서대문구,0,20222
홍제2동,서대문구,0,20222
홍제3동,서대문구,0,20222
화곡2동,강서구,0,20222
화곡3동,강서구,0,20222
화곡4동,강서구,0,20222
화곡6동,강서구,0,20222
화곡8동,강서구,0,20222
화곡본동,강서구,0,20222
황학동,중구,0,20222
회기동,동대문구,0,20222
후암동,용산구,0,20222
휘경2동,동대문구,0,20222
가락본동,송파구,0,20223
가리봉동,구로구,0,20223
가양2동,강서구,0,20223
가양3동,강서구,0,20223
가회동,종로구,0,20223
개봉2동,구로구,0,20223
개봉3동,구로구,0,20223
개포1동,강남구,0,20223
개포4동,강남구,0,20223
거여2동,송파구,0,20223
고덕1동,강동구,0,20223
고덕2동,강동구,0,20223
고척1동,구로구,0,20223
고척2동,구로구,0,20223
교남동,종로구,0,20223
구로1동,구로구,0,20223
구로4동,구로구,0,20223
구산동,은평구,0,20223
군자동,광진구,0,20223
금호2.3가동,성동구,0,20223
길음2동,성북구,0,20223
낙성대동,관악구,0,20223
난곡동,관악구,0,20223
난향동,관악구,0,20223
남가좌2동,서대문구,0,20223
노량진2동,동작구,0,20223
다산동,중구,0,20223
답십리1동,동대문구,0,20223
답십리2동,동대문구,0,20223
대림1동,영등포구,0,20223
대림2동,영등포구,0,20223
대치1동,강남구,0,20223
도림동,영등포구,0,20223
도봉1동,도봉구,0,20223
도화동,마포구,0,20223
독산2동,금천구,0,20223
독산3동,금천구,0,20223
독산4동,금천구,0,20223
돈암1동,성북구,0,20223
돈암2동,성북구,0,20223
동선동,성북구,0,20223
등촌2동,강서구,0,20223
마천2동,송파구,0,20223
망우3동,중랑구,0,20223
망원1동,마포구,0,20223
망원2동,마포구,0,20223
면목2동,중랑구,0,20223
면목5동,중랑구,0,20223
면목7동,중랑구,0,20223
목4동,양천구,0,20223
목5동,양천구,0,20223
무악동,종로구,0,20223
묵1동,중랑구,0,20223
문정1동,송파구,0,20223
미성동,관악구,0,20223
반포3동,서초구,0,20223
방배4동,서초구,0,20223
방배본동,서초구,0,20223
방학2동,도봉구,0,20223
방학3동,도봉구,0,20223
번2동,강북구,0,20223
번3동,강북구,0,20223
보광동,용산구,0,20223
부암동,종로구,0,20223
북가좌1동,서대문구,0,20223
북가좌2동,서대문구,0,20223
북아현동,서대문구,0,20223
불광2동,은평구,0,20223
사당1동,동작구,0,20223
사당3동,동작구,0,20223
사당5동,동작구,0,20223
삼각산동,강북구,0,20223
삼성동,관악구,0,20223
삼전동,송파구,0,20223
삼청동,종로구,0,20223
상계10동,노원구,0,20223
상계6.7동,노원구,0,20223
상계9동,노원구,0,20223
상도3동,동작구,0,20223
상도4동,동작구,0,20223
서초4동,서초구,0,20223
성내3동,강동구,0,20223
성북동,성북구,0,20223
성산1동,마포구,0,20223
성수2가1동,성동구,0,20223
성현동,관악구,0,20223
세곡동,강남구,0,20223
송정동,성동구,0,20223
송중동,강북구,0,20223
송파2동,송파구,0,20223
수유3동,강북구,0,20223
숭인1동,종로구,0,20223
시흥2동,금천구,0,20223
시흥3동,금천구,0,20223
시흥4동,금천구,0,20223
시흥5동,금천구,0,20223
신길3동,영등포구,0,20223
신길4동,영등포구,0,20223
신길5동,영등포구,0,20223
신내2동,중랑구,0,20223
신당5동,중구,0,20223
신대방1동,동작구,0,20223
신사동,강남구,0,20223
신수동,마포구,0,20223
신원동,관악구,0,20223
신월1동,양천구,0,20223
신월2동,양천구,0,20223
신월3동,양천구,0,20223
신월4동,양천구,0,20223
신월5동,양천구,0,20223
신월6동,양천구,0,20223
신월7동,양천구,0,20223
신정1동,양천구,0,20223
신정2동,양천구,0,20223
신정6동,양천구,0,20223
쌍문1동,도봉구,0,20223
쌍문2동,도봉구,0,20223
쌍문3동,도봉구,0,20223
쌍문4동,도봉구,0,20223
암사1동,강동구,0,20223
암사3동,강동구,0,20223
역삼2동,강남구,0,20223
역촌동,은평구,0,20223
연남동,마포구,0,20223
연희동,서대문구,0,20223
염리동,마포구,0,20223
염창동,강서구,0,20223
왕십리도선동,성동구,0,20223
용문동,용산구,0,20223
원효로1동,용산구,0,20223
원효로2동,용산구,0,20223
월계1동,노원구,0,20223
월곡1동,성북구,0,20223
위례동,송파구,0,20223
은천동,관악구,0,20223
응암1동,은평구,0,20223
응암2동,은평구,0,20223
응암3동,은평구,0,20223
이촌1동,용산구,0,20223
이촌2동,용산구,0,20223
이태원2동,용산구,0,20223
인수동,강북구,0,20223
일원1동,강남구,0,20223
자양1동,광진구,0,20223
자양2동,광진구,0,20223
자양3동,광진구,0,20223
잠실3동,송파구,0,20223
장안1동,동대문구,0,20223
장안2동,동대문구,0,20223
장위1동,성북구,0,20223
장위3동,성북구,0,20223
전농2동,동대문구,0,20223
정릉2동,성북구,0,20223
정릉3동,성북구,0,20223
조원동,관악구,0,20223
종암동,성북구,0,20223
중계1동,노원구,0,20223
중계4동,노원구,0,20223
중계본동,노원구,0,20223
중곡1동,광진구,0,20223
중곡2동,광진구,0,20223
중곡4동,광진구,0,20223
중림동,중구,0,20223
중앙동,관악구,0,20223
중화1동,중랑구,0,20223
창2동,도봉구,0,20223
창3동,도봉구,0,20223
창4동,도봉구,0,20223
창신1동,종로구,0,20223
창신2동,종로구,0,20223
천호2동,강동구,0,20223
천호3동,강동구,0,20223
청구동,중구,0,20223
청담동,강남구,0,20223
청량리동,동대문구,0,20223
청림동,관악구,0,20223
청운효자동,종로구,0,20223
청파동,용산구,0,20223
평창동,종로구,0,20223
풍납1동,송파구,0,20223
풍납2동,송파구,0,20223
하계1동,노원구,0,20223
합정동,마포구,0,20223
행운동,관악구,0,20223
혜화동,종로구,0,20223
홍은1동,서대문구,0,20223
홍은2동,서대문구,0,20223
홍제2동,서대문구,0,20223
홍제3동,서대문구,0,20223
화곡2동,강서구,0,20223
화곡3동,강서구,0,20223
화곡4동,강서구,0,20223
화곡6동,강서구,0,20223
화곡8동,강서구,0,20223
화곡본동,강서구,0,20223
황학동,중구,0,20223
회기동,동대문구,0,20223
후암동,용산구,0,20223
휘경2동,동대문구,0,20223
가락본동,송파구,0,20224
가리봉동,구로구,0,20224
가양2동,강서구,0,20224
가양3동,강서구,0,20224
가회동,종로구,0,20224
개봉2동,구로구,0,20224
개봉3동,구로구,0,20224
개포1동,강남구,0,20224
개포4동,강남구,0,20224
거여2동,송파구,0,20224
고덕1동,강동구,0,20224
고덕2동,강동구,0,20224
고척1동,구로구,0,20224
고척2동,구로구,0,20224
교남동,종로구,0,20224
구로1동,구로구,0,20224
구로4동,구로구,0,20224
구산동,은평구,0,20224
군자동,광진구,0,20224
금호2.3가동,성동구,0,20224
길음2동,성북구,0,20224
낙성대동,관악구,0,20224
난곡동,관악구,0,20224
난향동,관악구,0,20224
남가좌2동,서대문구,0,20224
노량진2동,동작구,0,20224
다산동,중구,0,20224
답십리1동,동대문구,0,20224
답십리2동,동대문구,0,20224
대림1동,영등포구,0,20224
대림2동,영등포구,0,20224
대치1동,강남구,0,20224
도림동,영등포구,0,20224
도봉1동,도봉구,0,20224
도화동,마포구,0,20224
독산2동,금천구,0,20224
독산3동,금천구,0,20224
독산4동,금천구,0,20224
돈암1동,성북구,0,20224
돈암2동,성북구,0,20224
동선동,성북구,0,20224
등촌2동,강서구,0,20224
마천2동,송파구,0,20224
망우3동,중랑구,0,20224
망원1동,마포구,0,20224
망원2동,마포구,0,20224
면목2동,중랑구,0,20224
면목5동,중랑구,0,20224
면목7동,중랑구,0,20224
목4동,양천구,0,20224
목5동,양천구,0,20224
무악동,종로구,0,20224
묵1동,중랑구,0,20224
문정1동,송파구,0,20224
미성동,관악구,0,20224
반포3동,서초구,0,20224
방배4동,서초구,0,20224
방배본동,서초구,0,20224
방학2동,도봉구,0,20224
방학3동,도봉구,0,20224
번2동,강북구,0,20224
번3동,강북구,0,20224
보광동,용산구,0,20224
부암동,종로구,0,20224
북가좌1동,서대문구,0,20224
북가좌2동,서대문구,0,20224
북아현동,서대문구,0,20224
불광2동,은평구,0,20224
사당1동,동작구,0,20224
사당3동,동작구,0,20224
사당5동,동작구,0,20224
삼각산동,강북구,0,20224
삼성동,관악구,0,20224
삼전동,송파구,0,20224
삼청동,종로구,0,20224
상계10동,노원구,0,20224
상계6.7동,노원구,0,20224
상계9동,노원구,0,20224
상도3동,동작구,0,20224
상도4동,동작구,0,20224
서초4동,서초구,0,20224
성내3동,강동구,0,20224
성북동,성북구,0,20224
성산1동,마포구,0,20224
성수2가1동,성동구,0,20224
성현동,관악구,0,20224
세곡동,강남구,0,20224
송정동,성동구,0,20224
송중동,강북구,0,20224
송파2동,송파구,0,20224
수유3동,강북구,0,20224
숭인1동,종로구,0,20224
시흥2동,금천구,0,20224
시흥3동,금천구,0,20224
시흥4동,금천구,0,20224
시흥5동,금천구,0,20224
신길3동,영등포구,0,20224
신길4동,영등포구,0,20224
신길5동,영등포구,0,20224
신내2동,중랑구,0,20224
신당5동,중구,0,20224
신대방1동,동작구,0,20224
신사동,강남구,0,20224
신수동,마포구,0,20224
신원동,관악구,0,20224
신월1동,양천구,0,20224
신월2동,양천구,0,20224
신월3동,양천구,0,20224
신월4동,양천구,0,20224
신월5동,양천구,0,20224
신월6동,양천구,0,20224
신월7동,양천구,0,20224
신정1동,양천구,0,20224
신정2동,양천구,0,20224
신정6동,양천구,0,20224
쌍문1동,도봉구,0,20224
쌍문2동,도봉구,0,20224
쌍문3동,도봉구,0,20224
쌍문4동,도봉구,0,20224
암사1동,강동구,0,20224
암사3동,강동구,0,20224
역삼2동,강남구,0,20224
역촌동,은평구,0,20224
연남동,마포구,0,20224
연희동,서대문구,0,20224
염리동,마포구,0,20224
염창동,강서구,0,20224
왕십리도선동,성동구,0,20224
용문동,용산구,0,20224
원효로1동,용산구,0,20224
원효로2동,용산구,0,20224
월계1동,노원구,0,20224
월곡1동,성북구,0,20224
위례동,송파구,0,20224
은천동,관악구,0,20224
응암1동,은평구,0,20224
응암2동,은평구,0,20224
응암3동,은평구,0,20224
이촌1동,용산구,0,20224
이촌2동,용산구,0,20224
이태원2동,용산구,0,20224
인수동,강북구,0,20224
일원1동,강남구,0,20224
자양1동,광진구,0,20224
자양2동,광진구,0,20224
자양3동,광진구,0,20224
잠실3동,송파구,0,20224
장안1동,동대문구,0,20224
장안2동,동대문구,0,20224
장위1동,성북구,0,20224
장위3동,성북구,0,20224
전농2동,동대문구,0,20224
정릉2동,성북구,0,20224
정릉3동,성북구,0,20224
조원동,관악구,0,20224
종암동,성북구,0,20224
중계1동,노원구,0,20224
중계4동,노원구,0,20224
중계본동,노원구,0,20224
중곡1동,광진구,0,20224
중곡2동,광진구,0,20224
중곡4동,광진구,0,20224
중림동,중구,0,20224
중앙동,관악구,0,20224
중화1동,중랑구,0,20224
창2동,도봉구,0,20224
창3동,도봉구,0,20224
창4동,도봉구,0,20224
창신1동,종로구,0,20224
창신2동,종로구,0,20224
천호2동,강동구,0,20224
천호3동,강동구,0,20224
청구동,중구,0,20224
청담동,강남구,0,20224
청량리동,동대문구,0,20224
청림동,관악구,0,20224
청운효자동,종로구,0,20224
청파동,용산구,0,20224
평창동,종로구,0,20224
풍납1동,송파구,0,20224
풍납2동,송파구,0,20224
하계1동,노원구,0,20224
합정동,마포구,0,20224
행운동,관악구,0,20224
혜화동,종로구,0,20224
홍은1동,서대문구,0,20224
홍은2동,서대문구,0,20224
홍제2동,서대문구,0,20224
홍제3동,서대문구,0,20224
화곡2동,강서구,0,20224
화곡3동,강서구,0,20224
화곡4동,강서구,0,20224
화곡6동,강서구,0,20224
화곡8동,강서구,0,20224
화곡본동,강서구,0,20224
황학동,중구,0,20224
회기동,동대문구,0,20224
후암동,용산구,0,20224
휘경2동,동대문구,0,20224
가락1동,송파구,24195,20231
가락2동,송파구,12740,20231
가산동,금천구,44853,20231
갈현1동,은평구,33102,20231
갈현2동,은평구,7351,20231
개봉1동,구로구,13065,20231
개포2동,강남구,6908,20231
거여1동,송파구,9376,20231
공덕동,마포구,32823,20231
공릉1동,노원구,25143,20231
공릉2동,노원구,10912,20231
공항동,강서구,8820,20231
광장동,광진구,13002,20231
광희동,중구,32016,20231
구로2동,구로구,3392,20231
구로3동,구로구,68045,20231
구로5동,구로구,8337,20231
구의1동,광진구,22486,20231
구의2동,광진구,14147,20231
구의3동,광진구,30729,20231
금호1가동,성동구,5864,20231
금호4가동,성동구,7566,20231
길동,강동구,7559,20231
길음1동,성북구,19942,20231
남가좌1동,서대문구,3120,20231
남영동,용산구,18606,20231
남현동,관악구,63536,20231
내곡동,서초구,2661,20231
노량진1동,동작구,34272,20231
녹번동,은평구,18033,20231
논현1동,강남구,48597,20231
논현2동,강남구,41872,20231
능동,광진구,39105,20231
당산1동,영등포구,23729,20231
당산2동,영등포구,35239,20231
대림3동,영등포구,31573,20231
대방동,동작구,22737,20231
대조동,은평구,19755,20231
대치2동,강남구,63677,20231
대치4동,강남구,56337,20231
대학동,관악구,1600,20231
대흥동,마포구,23416,20231
도곡1동,강남구,11171,20231
도곡2동,강남구,19950,20231
도봉2동,도봉구,16756,20231
독산1동,금천구,8206,20231
동화동,중구,7099,20231
둔촌1동,강동구,9197,20231
둔촌2동,강동구,10293,20231
등촌1동,강서구,6615,20231
등촌3동,강서구,20370,20231
마장동,성동구,5492,20231
마천1동,송파구,6972,20231
망우본동,중랑구,2866,20231
면목3.8동,중랑구,15248,20231
면목4동,중랑구,5529,20231
면목본동,중랑구,14430,20231
명동,중구,68375,20231
명일1동,강동구,8328,20231
명일2동,강동구,9111,20231
목1동,양천구,35766,20231
목2동,양천구,20516,20231
목3동,양천구,10686,20231
묵2동,중랑구,9630,20231
문래동,영등포구,20023,20231
문정2동,송파구,27375,20231
미아동,강북구,14130,20231
반포1동,서초구,9239,20231
반포2동,서초구,3447,20231
반포4동,서초구,77775,20231
반포본동,서초구,956,20231
발산1동,강서구,13480,20231
방배1동,서초구,13291,20231
방배2동,서초구,1286,20231
방배3동,서초구,15725,20231
방이1동,송파구,6878,20231
방이2동,송파구,5215,20231
방학1동,도봉구,5508,20231
방화1동,강서구,11810,20231
방화2동,강서구,29903,20231
번1동,강북구,32299,20231
보라매동,관악구,2651,20231
보문동,성북구,8010,20231
불광1동,은평구,2540,20231
사근동,성동구,11689,20231
사당2동,동작구,35975,20231
사당4동,동작구,10637,20231
사직동,종로구,51098,20231
삼선동,성북구,34091,20231
삼성1동,강남구,35972,20231
삼성2동,강남구,19853,20231
삼양동,강북구,5950,20231
상계1동,노원구,11997,20231
상계2동,노원구,37225,20231
상계3.4동,노원구,8701,20231
상계5동,노원구,17874,20231
상계8동,노원구,12219,20231
상도1동,동작구,23401,20231
상도2동,동작구,8538,20231
상봉1동,중랑구,3427,20231
상봉2동,중랑구,19217,20231
상암동,마포구,22992,20231
서강동,마포구,17827,20231
서교동,마포구,130955,20231
서림동,관악구,5756,20231
서빙고동,용산구,1182,20231
서원동,관악구,56259,20231
서초1동,서초구,43619,20231
서초2동,서초구,82404,20231
서초3동,서초구,49378,20231
석관동,성북구,16899,20231
석촌동,송파구,13747,20231
성내1동,강동구,9696,20231
성내2동,강동구,49285,20231
성산2동,마포구,17937,20231
성수1가1동,성동구,6824,20231
성수1가2동,성동구,21058,20231
성수2가3동,성동구,36416,20231
소공동,중구,45834,20231
송천동,강북구,25471,20231
송파1동,송파구,8709,20231
수궁동,구로구,12878,20231
수색동,은평구,870,20231
수서동,강남구,23930,20231
수유1동,강북구,1826,20231
수유2동,강북구,2278,20231
숭인2동,종로구,17320,20231
시흥1동,금천구,5989,20231
신길1동,영등포구,9592,20231
신길6동,영등포구,10711,20231
신길7동,영등포구,9247,20231
신내1동,중랑구,8192,20231
신당동,중구,21228,20231
신대방2동,동작구,4814,20231
신도림동,구로구,49968,20231
신림동,관악구,604,20231
신사1동,은평구,16518,20231
신사2동,은평구,11876,20231
신사동,관악구,24174,20231
신정3동,양천구,9737,20231
신정4동,양천구,12560,20231
신정7동,양천구,6518,20231
신촌동,서대문구,36125,20231
아현동,마포구,16191,20231
안암동,성북구,11385,20231
암사2동,강동구,17597,20231
압구정동,강남구,42905,20231
약수동,중구,17525,20231
양재1동,서초구,36691,20231
양재2동,서초구,5958,20231
양평1동,영등포구,6755,20231
양평2동,영등포구,7771,20231
여의동,영등포구,84900,20231
역삼1동,강남구,89940,20231
영등포동,영등포구,10248,20231
영등포본동,영등포구,19621,20231
오금동,송파구,9117,20231
오류1동,구로구,6113,20231
오륜동,송파구,14823,20231
옥수동,성동구,8487,20231
왕십리2동,성동구,13339,20231
용강동,마포구,13136,20231
용답동,성동구,33770,20231
용산2가동,용산구,4671,20231
용신동,동대문구,36621,20231
우이동,강북구,4987,20231
우장산동,강서구,19627,20231
월계2동,노원구,4111,20231
월계3동,노원구,5090,20231
월곡2동,성북구,17154,20231
을지로동,중구,50304,20231
응봉동,성동구,972,20231
이문1동,동대문구,5511,20231
이문2동,동대문구,5528,20231
이태원1동,용산구,10387,20231
이화동,종로구,34431,20231
인헌동,관악구,26218,20231
일원본동,강남구,9770,20231
자양4동,광진구,8594,20231
잠실2동,송파구,21299,20231
잠실4동,송파구,19538,20231
잠실6동,송파구,89173,20231
잠실7동,송파구,11924,20231
잠실본동,송파구,6905,20231
잠원동,서초구,4547,20231
장위2동,성북구,9113,20231
장지동,송파구,16309,20231
장충동,중구,8746,20231
전농1동,동대문구,28321,20231
정릉1동,성북구,3099,20231
정릉4동,성북구,4343,20231
제기동,동대문구,8022,20231
종로1.2.3.4가동,종로구,108558,20231
종로5.6가동,종로구,52352,20231
중계2.3동,노원구,13450,20231
중곡3동,광진구,10033,20231
중화2동,중랑구,12941,20231
증산동,은평구,9422,20231
진관동,은평구,19802,20231
창1동,도봉구,30120,20231
창5동,도봉구,23869,20231
창신3동,종로구,3253,20231
천연동,서대문구,6959,20231
천호1동,강동구,9095,20231
청룡동,관악구,67465,20231
충현동,서대문구,30611,20231
필동,중구,24963,20231
하계2동,노원구,16768,20231
한강로동,용산구,61886,20231
한남동,용산구,10995,20231
행당1동,성동구,28536,20231
행당2동,성동구,7539,20231
홍제1동,서대문구,20767,20231
화곡1동,강서구,53962,20231
화양동,광진구,48621,20231
회현동,중구,97834,20231
효창동,용산구,8497,20231
휘경1동,동대문구,16942,20231
흑석동,동작구,8303,20231
가락1동,송파구,24625,20232
가락2동,송파구,13136,20232
