행정동,지하철역,년분기
월계3동,광운대,20231
월곡2동,상월곡(한국과학기술연구원),20231
월곡2동,월곡(동덕여대),20231
을지로동,을지로3가,20231
을지로동,을지로4가,20231
응봉동,응봉,20231
이문1동,외대앞,20231
이문2동,신이문,20231
이태원1동,이태원,20231
이화동,혜화,20231
인헌동,낙성대,20231
일원본동,일원,20231
자양4동,뚝섬유원지,20231
잠실2동,잠실새내,20231
잠실4동,몽촌토성(평화의문),20231
잠실4동,잠실나루,20231
잠실6동,잠실(송파구청),20231
잠실7동,종합운동장,20231
잠실본동,삼전,20231
잠원동,잠원,20231
장위2동,돌곶이,20231
장지동,장지,20231
장충동,동대입구,20231
전농1동,청량리(서울시립대입구),20231
정릉1동,정릉,20231
정릉4동,북한산보국문,20231
제기동,고려대(종암),20231
종로1.2.3.4가동,0,20231
종로5.6가동,0,20231
중계2.3동,0,20231
중곡3동,중곡,20231
중화2동,중랑,20231
중화2동,중화,20231
증산동,증산(명지대앞),20231
진관동,구파발,20231
창1동,녹천,20231
창1동,쌍문,20231
창5동,창동,20231
창신3동,창신,20231
천연동,독립문,20231
천호1동,굽은다리(강동구민회관앞),20231
청룡동,봉천,20231
청룡동,서울대입구(관악구청),20231
충현동,서대문,20231
충현동,충정로(경기대입구),20231
필동,충무로,20231
하계2동,하계,20231
한강로동,삼각지,20231
한강로동,신용산,20231
한강로동,용산,20231
한강로동,이촌(국립중앙박물관),20231
한남동,한강진,20231
한남동,한남,20231
행당1동,왕십리(성동구청),20231
행당2동,행당,20231
홍제1동,무악재,20231
홍제1동,홍제,20231
화곡1동,까치산,20231
화곡1동,화곡,20231
화양동,건대입구,20231
회현동,서울,20231
회현동,서울역,20231
회현동,회현(남대문시장),20231
효창동,0,20231
휘경1동,회기,20231
흑석동,흑석(중앙대입구),20231
가락1동,가락시장,20232
가락1동,송파,20232
가락2동,개롱,20232
가락2동,경찰병원,20232
가산동,가산디지털단지,20232
가산동,독산,20232
갈현1동,0,20232
갈현2동,구산,20232
개봉1동,개봉,20232
개포2동,개포동,20232
개포2동,구룡,20232
개포2동,대모산입구,20232
거여1동,거여,20232
공덕동,공덕,20232
공릉1동,공릉(서울과학기술대),20232
공릉1동,태릉입구,20232
공릉2동,화랑대(서울여대입구),20232
공항동,공항시장,20232
공항동,송정,20232
광장동,광나루(장신대),20232
광희동,동대문역사문화공원,20232
구로2동,구일,20232
구로3동,구로디지털단지,20232
구로3동,남구로,20232
구로5동,구로,20232
구의1동,구의(광진구청),20232
구의2동,아차산(어린이대공원후문),20232
구의3동,강변(동서울터미널),20232
금호1가동,신금호,20232
금호4가동,금호,20232
길동,길동,20232
길음1동,길음,20232
남가좌1동,가좌,20232
남영동,남영,20232
남영동,서울역,20232
남영동,숙대입구(갈월),20232
남현동,0,20232
내곡동,청계산입구,20232
노량진1동,노들,20232
노량진1동,노량진,20232
녹번동,녹번,20232
녹번동,역촌,20232
논현1동,논현,20232
논현1동,신사,20232
논현2동,강남구청,20232
논현2동,선정릉,20232
논현2동,학동,20232
능동,군자(능동),20232
능동,어린이대공원(세종대),20232
당산1동,영등포구청,20232
당산2동,당산,20232
대림3동,0,20232
대방동,보라매,20232
대방동,신대방삼거리,20232
대조동,불광,20232
대조동,연신내,20232
대치2동,대치,20232
대치2동,삼성,20232
대치2동,삼성(무역센터),20232
대치2동,학여울,20232
대치4동,0,20232
대학동,관악산(서울대),20232
대흥동,대흥(서강대앞),20232
대흥동,서강대,20232
대흥동,이대,20232
도곡1동,매봉,20232
도곡2동,도곡,20232
도곡2동,한티,20232
도봉2동,도봉,20232
도봉2동,도봉산,20232
독산1동,0,20232
동화동,0,20232
둔촌1동,둔촌동,20232
둔촌1동,둔촌오륜,20232
둔촌2동,중앙보훈병원,20232
등촌1동,증미,20232
등촌3동,가양,20232
마장동,마장,20232
마천1동,마천,20232
망우본동,신내,20232
망우본동,양원,20232
면목3.8동,0,20232
면목4동,용마산,20232
면목본동,면목,20232
명동,명동,20232
명일1동,명일,20232
명일2동,고덕,20232
목1동,목동,20232
목1동,오목교(목동운동장앞),20232
목2동,신목동,20232
목2동,염창,20232
목3동,등촌,20232
묵2동,먹골,20232
문래동,문래,20232
문정2동,문정,20232
문정2동,복정,20232
미아동,미아(서울사이버대학),20232
반포1동,반포,20232
반포1동,사평,20232
반포2동,신반포,20232
반포4동,고속터미널,20232
반포본동,구반포,20232
발산1동,우장산,20232
방배1동,내방,20232
방배2동,남태령,20232
방배3동,방배,20232
방이1동,방이,20232
방이2동,송파나루,20232
방학1동,방학,20232
방화1동,마곡나루,20232
방화1동,신방화,20232
방화2동,개화,20232
방화2동,개화산,20232
방화2동,김포공항,20232
번1동,수유(강북구청),20232
보라매동,0,20232
보문동,보문,20232
불광1동,독바위,20232
사근동,용답,20232
사근동,한양대,20232
사당2동,동작(현충원),20232
사당2동,총신대입구(이수),20232
사당4동,남성,20232
사직동,경복궁(정부서울청사),20232
사직동,광화문(세종문화회관),20232
삼선동,성신여대입구(돈암),20232
삼선동,한성대입구(삼선교),20232
삼성1동,봉은사,20232
삼성1동,청담,20232
삼성2동,삼성중앙,20232
삼성2동,선정릉,20232
삼양동,삼양,20232
삼양동,삼양사거리,20232
삼양동,솔샘,20232
상계1동,수락산,20232
상계2동,노원,20232
상계3.4동,0,20232
상계5동,상계,20232
상계8동,마들,20232
상도1동,상도,20232
상도1동,숭실대입구(살피재),20232
상도2동,장승배기,20232
상봉1동,망우,20232
상봉1동,상봉(시외버스터미널),20232
상봉2동,상봉(시외버스터미널),20232
상암동,디지털미디어시티,20232
서강동,광흥창(서강),20232
서강동,상수,20232
서교동,망원,20232
서교동,홍대입구,20232
서림동,서울대벤처타운,20232
서빙고동,서빙고,20232
서원동,서원,20232
서원동,신림,20232
서초1동,교대(법원.검찰청),20232
서초2동,강남,20232
서초2동,양재(서초구청),20232
서초3동,교대(법원.검찰청),20232
서초3동,남부터미널(예술의전당),20232
서초3동,서초,20232
석관동,석계,20232
석촌동,석촌,20232
석촌동,석촌고분,20232
성내1동,강동구청,20232
성내2동,강동,20232
성내2동,천호(풍납토성),20232
성산2동,마포구청,20232
성산2동,월드컵경기장(성산),20232
성수1가1동,서울숲,20232
성수1가2동,뚝섬,20232
성수2가3동,성수,20232
소공동,시청,20232
소공동,을지로입구,20232
송천동,미아사거리,20232
송파1동,0,20232
수궁동,온수(성공회대입구),20232
수색동,디지털미디어시티,20232
수색동,수색,20232
수서동,수서,20232
수유1동,화계,20232
수유2동,가오리,20232
숭인2동,0,20232
시흥1동,금천구청,20232
신길1동,신길,20232
신길6동,보라매,20232
신길6동,신풍,20232
신길7동,대방,20232
신길7동,서울지방병무청,20232
신내1동,봉화산(서울의료원),20232
신당동,신당,20232
신당동,청구,20232
신대방2동,보라매공원,20232
신대방2동,보라매병원,20232
신도림동,도림천,20232
신도림동,신도림,20232
신림동,신림,20232
신사1동,응암,20232
신사2동,새절(신사),20232
신사동,신대방,20232
신정3동,신정네거리,20232
신정4동,신정(은행정),20232
신정7동,양천구청,20232
신촌동,신촌,20232
아현동,아현,20232
아현동,애오개,20232
안암동,안암(고대병원앞),20232
암사2동,암사,20232
압구정동,압구정,20232
압구정동,압구정로데오,20232
약수동,버티고개,20232
약수동,약수,20232
양재1동,양재(서초구청),20232
양재2동,양재시민의숲(매헌),20232
양평1동,양평,20232
양평2동,선유도,20232
여의동,국회의사당,20232
여의동,샛강,20232
여의동,여의나루,20232
여의동,여의도,20232
역삼1동,강남,20232
역삼1동,선릉,20232
역삼1동,신논현,20232
역삼1동,언주,20232
역삼1동,역삼,20232
영등포동,신길,20232
영등포동,영등포시장,20232
영등포본동,영등포,20232
오금동,오금,20232
오류1동,오류동,20232
오륜동,올림픽공원(한국체대),20232
오륜동,한성백제,20232
옥수동,옥수,20232
왕십리2동,상왕십리,20232
용강동,마포,20232
용답동,답십리,20232
용답동,신답,20232
용답동,장한평,20232
용산2가동,녹사평(용산구청),20232
용신동,신설동,20232
용신동,용두(동대문구청),20232
용신동,제기동,20232
우이동,4.19민주묘지,20232
우이동,북한산우이,20232
우이동,솔밭공원,20232
우장산동,발산,20232
월계2동,월계,20232
월계3동,광운대,20232
월곡2동,상월곡(한국과학기술연구원),20232
월곡2동,월곡(동덕여대),20232
을지로동,을지로3가,20232
을지로동,을지로4가,20232
응봉동,응봉,20232
이문1동,외대앞,20232
이문2동,신이문,20232
이태원1동,이태원,20232
이화동,혜화,20232
인헌동,낙성대,20232
일원본동,일원,20232
자양4동,뚝섬유원지,20232
잠실2동,잠실새내,20232
잠실4동,몽촌토성(평화의문),20232
잠실4동,잠실나루,20232
잠실6동,잠실(송파구청),20232
잠실7동,종합운동장,20232
잠실본동,삼전,20232
잠원동,잠원,20232
장위2동,돌곶이,20232
장지동,장지,20232
장충동,동대입구,20232
전농1동,청량리(서울시립대입구),20232
정릉1동,정릉,20232
정릉4동,북한산보국문,20232
제기동,고려대(종암),20232
종로1.2.3.4가동,0,20232
종로5.6가동,0,20232
중계2.3동,0,20232
중곡3동,중곡,20232
중화2동,중랑,20232
중화2동,중화,20232
증산동,증산(명지대앞),20232
진관동,구파발,20232
창1동,녹천,20232
창1동,쌍문,20232
창5동,창동,20232
창신3동,창신,20232
천연동,독립문,20232
천호1동,굽은다리(강동구민회관앞),20232
청룡동,봉천,20232
청룡동,서울대입구(관악구청),20232
충현동,서대문,20232
충현동,충정로(경기대입구),20232
필동,충무로,20232
하계2동,하계,20232
한강로동,삼각지,20232
한강로동,신용산,20232
한강로동,용산,20232
한강로동,이촌(국립중앙박물관),20232
한남동,한강진,20232
한남동,한남,20232
행당1동,왕십리(성동구청),20232
행당2동,행당,20232
홍제1동,무악재,20232
홍제1동,홍제,20232
화곡1동,까치산,20232
화곡1동,화곡,20232
화양동,건대입구,20232
회현동,서울,20232
회현동,서울역,20232
회현동,회현(남대문시장),20232
효창동,0,20232
휘경1동,회기,20232
흑석동,흑석(중앙대입구),20232
가락1동,가락시장,20233
가락1동,송파,20233
가락2동,개롱,20233
가락2동,경찰병원,20233
가산동,가산디지털단지,20233
가산동,독산,20233
갈현1동,0,20233
갈현2동,구산,20233
개봉1동,개봉,20233
개포2동,개포동,20233
개포2동,구룡,20233
개포2동,대모산입구,20233
거여1동,거여,20233
공덕동,공덕,20233
공릉1동,공릉(서울과학기술대),20233
공릉1동,태릉입구,20233
공릉2동,화랑대(서울여대입구),20233
공항동,공항시장,20233
공항동,송정,20233
광장동,광나루(장신대),20233
광희동,동대문역사문화공원,20233
구로2동,구일,20233
구로3동,구로디지털단지,20233
구로3동,남구로,20233
구로5동,구로,20233
구의1동,구의(광진구청),20233
구의2동,아차산(어린이대공원후문),20233
구의3동,강변(동서울터미널),20233
금호1가동,신금호,20233
금호4가동,금호,20233
길동,길동,20233
길음1동,길음,20233
남가좌1동,가좌,20233
남영동,남영,20233
남영동,서울역,20233
남영동,숙대입구(갈월),20233
남현동,0,20233
내곡동,청계산입구,20233
노량진1동,노들,20233
노량진1동,노량진,20233
녹번동,녹번,20233
녹번동,역촌,20233
논현1동,논현,20233
논현1동,신사,20233
논현2동,강남구청,20233
논현2동,선정릉,20233
논현2동,학동,20233
능동,군자(능동),20233
능동,어린이대공원(세종대),20233
당산1동,영등포구청,20233
당산2동,당산,20233
대림3동,0,20233
대방동,보라매,20233
대방동,신대방삼거리,20233
대조동,불광,20233
대조동,연신내,20233
대치2동,대치,20233
대치2동,삼성,20233
대치2동,삼성(무역센터),20233
대치2동,학여울,20233
대치4동,0,20233
대학동,관악산(서울대),20233
대흥동,대흥(서강대앞),20233
대흥동,서강대,20233
대흥동,이대,20233
도곡1동,매봉,20233
도곡2동,도곡,20233
도곡2동,한티,20233
도봉2동,도봉,20233
도봉2동,도봉산,20233
독산1동,0,20233
동화동,0,20233
둔촌1동,둔촌동,20233
둔촌1동,둔촌오륜,20233
둔촌2동,중앙보훈병원,20233
등촌1동,증미,20233
등촌3동,가양,20233
마장동,마장,20233
마천1동,마천,20233
망우본동,신내,20233
망우본동,양원,20233
면목3.8동,0,20233
면목4동,용마산,20233
면목본동,면목,20233
명동,명동,20233
명일1동,명일,20233
명일2동,고덕,20233
목1동,목동,20233
목1동,오목교(목동운동장앞),20233
목2동,신목동,20233
목2동,염창,20233
목3동,등촌,20233
묵2동,먹골,20233
문래동,문래,20233
문정2동,문정,20233
문정2동,복정,20233
미아동,미아(서울사이버대학),20233
반포1동,반포,20233
반포1동,사평,20233
반포2동,신반포,20233
반포4동,고속터미널,20233
반포본동,구반포,20233
발산1동,우장산,20233
방배1동,내방,20233
방배2동,남태령,20233
방배3동,방배,20233
방이1동,방이,20233
방이2동,송파나루,20233
방학1동,방학,20233
방화1동,마곡나루,20233
방화1동,신방화,20233
방화2동,개화,20233
방화2동,개화산,20233
방화2동,김포공항,20233
번1동,수유(강북구청),20233
보라매동,0,20233
보문동,보문,20233
불광1동,독바위,20233
사근동,용답,20233
사근동,한양대,20233
사당2동,동작(현충원),20233
사당2동,총신대입구(이수),20233
사당4동,남성,20233
사직동,경복궁(정부서울청사),20233
사직동,광화문(세종문화회관),20233
삼선동,성신여대입구(돈암),20233
삼선동,한성대입구(삼선교),20233
삼성1동,봉은사,20233
삼성1동,청담,20233
삼성2동,삼성중앙,20233
삼성2동,선정릉,20233
삼양동,삼양,20233
삼양동,삼양사거리,20233
삼양동,솔샘,20233
상계1동,수락산,20233
상계2동,노원,20233
상계3.4동,0,20233
상계5동,상계,20233
상계8동,마들,20233
상도1동,상도,20233
상도1동,숭실대입구(살피재),20233
상도2동,장승배기,20233
상봉1동,망우,20233
상봉1동,상봉(시외버스터미널),20233
상봉2동,상봉(시외버스터미널),20233
상암동,디지털미디어시티,20233
서강동,광흥창(서강),20233
서강동,상수,20233
서교동,망원,20233
서교동,홍대입구,20233
서림동,서울대벤처타운,20233
서빙고동,서빙고,20233
서원동,서원,20233
서원동,신림,20233
서초1동,교대(법원.검찰청),20233
서초2동,강남,20233
서초2동,양재(서초구청),20233
서초3동,교대(법원.검찰청),20233
서초3동,남부터미널(예술의전당),20233
서초3동,서초,20233
석관동,석계,20233
석촌동,석촌,20233
석촌동,석촌고분,20233
성내1동,강동구청,20233
성내2동,강동,20233
성내2동,천호(풍납토성),20233
성산2동,마포구청,20233
성산2동,월드컵경기장(성산),20233
성수1가1동,서울숲,20233
성수1가2동,뚝섬,20233
성수2가3동,성수,20233
소공동,시청,20233
소공동,을지로입구,20233
송천동,미아사거리,20233
송파1동,0,20233
수궁동,온수(성공회대입구),20233
수색동,디지털미디어시티,20233
수색동,수색,20233
수서동,수서,20233
수유1동,화계,20233
수유2동,가오리,20233
숭인2동,0,20233
시흥1동,금천구청,20233
신길1동,신길,20233
신길6동,보라매,20233
신길6동,신풍,20233
신길7동,대방,20233
신길7동,서울지방병무청,20233
신내1동,봉화산(서울의료원),20233
신당동,신당,20233
신당동,청구,20233
신대방2동,보라매공원,20233
신대방2동,보라매병원,20233
신도림동,도림천,20233
신도림동,신도림,20233
신림동,신림,20233
신사1동,응암,20233
신사2동,새절(신사),20233
신사동,신대방,20233
신정3동,신정네거리,20233
신정4동,신정(은행정),20233
신정7동,양천구청,20233
신촌동,신촌,20233
아현동,아현,20233
아현동,애오개,20233
안암동,안암(고대병원앞),20233
암사2동,암사,20233
압구정동,압구정,20233
압구정동,압구정로데오,20233
약수동,버티고개,20233
약수동,약수,20233
양재1동,양재(서초구청),20233
양재2동,양재시민의숲(매헌),20233
양평1동,양평,20233
양평2동,선유도,20233
여의동,국회의사당,20233
여의동,샛강,20233
여의동,여의나루,20233
여의동,여의도,20233
역삼1동,강남,20233
역삼1동,선릉,20233
역삼1동,신논현,20233
역삼1동,언주,20233
역삼1동,역삼,20233
영등포동,신길,20233
영등포동,영등포시장,20233
영등포본동,영등포,20233
오금동,오금,20233
오류1동,오류동,20233
오륜동,올림픽공원(한국체대),20233
오륜동,한성백제,20233
옥수동,옥수,20233
왕십리2동,상왕십리,20233
용강동,마포,20233
용답동,답십리,20233
용답동,신답,20233
용답동,장한평,20233
용산2가동,녹사평(용산구청),20233
용신동,신설동,20233
용신동,용두(동대문구청),20233
용신동,제기동,20233
우이동,4.19민주묘지,20233
우이동,북한산우이,20233
우이동,솔밭공원,20233
우장산동,발산,20233
월계2동,월계,20233
월계3동,광운대,20233
월곡2동,상월곡(한국과학기술연구원),20233
월곡2동,월곡(동덕여대),20233
을지로동,을지로3가,20233
을지로동,을지로4가,20233
응봉동,응봉,20233
이문1동,외대앞,20233
이문2동,신이문,20233
이태원1동,이태원,20233
이화동,혜화,20233
인헌동,낙성대,20233
일원본동,일원,20233
자양4동,뚝섬유원지,20233
잠실2동,잠실새내,20233
잠실4동,몽촌토성(평화의문),20233
잠실4동,잠실나루,20233
잠실6동,잠실(송파구청),20233
잠실7동,종합운동장,20233
잠실본동,삼전,20233
잠원동,잠원,20233
장위2동,돌곶이,20233
장지동,장지,20233
장충동,동대입구,20233
전농1동,청량리(서울시립대입구),20233
정릉1동,정릉,20233
정릉4동,북한산보국문,20233
제기동,고려대(종암),20233
종로1.2.3.4가동,0,20233
종로5.6가동,0,20233
중계2.3동,0,20233
중곡3동,중곡,20233
중화2동,중랑,20233
중화2동,중화,20233
증산동,증산(명지대앞),20233
진관동,구파발,20233
창1동,녹천,20233
창1동,쌍문,20233
창5동,창동,20233
창신3동,창신,20233
천연동,독립문,20233
천호1동,굽은다리(강동구민회관앞),20233
청룡동,봉천,20233
청룡동,서울대입구(관악구청),20233
충현동,서대문,20233
충현동,충정로(경기대입구),20233
필동,충무로,20233
하계2동,하계,20233
한강로동,삼각지,20233
한강로동,신용산,20233
한강로동,용산,20233
한강로동,이촌(국립중앙박물관),20233
한남동,한강진,20233
한남동,한남,20233
행당1동,왕십리(성동구청),20233
행당2동,행당,20233
홍제1동,무악재,20233
홍제1동,홍제,20233
화곡1동,까치산,20233
화곡1동,화곡,20233
화양동,건대입구,20233
회현동,서울,20233
회현동,서울역,20233
회현동,회현(남대문시장),20233
효창동,0,20233
휘경1동,회기,20233
흑석동,흑석(중앙대입구),20233
가락1동,가락시장,20234
가락1동,송파,20234
가락2동,개롱,20234
가락2동,경찰병원,20234
가산동,가산디지털단지,20234
가산동,독산,20234
갈현1동,0,20234
갈현2동,구산,20234
개봉1동,개봉,20234
개포2동,개포동,20234
개포2동,구룡,20234
개포2동,대모산입구,20234
거여1동,거여,20234
공덕동,공덕,20234
공릉1동,공릉(서울과학기술대),20234
공릉1동,태릉입구,20234
공릉2동,화랑대(서울여대입구),20234
공항동,공항시장,20234
공항동,송정,20234
광장동,광나루(장신대),20234
광희동,동대문역사문화공원,20234
구로2동,구일,20234
구로3동,구로디지털단지,20234
구로3동,남구로,20234
구로5동,구로,20234
구의1동,구의(광진구청),20234
구의2동,아차산(어린이대공원후문),20234
구의3동,강변(동서울터미널),20234
금호1가동,신금호,20234
금호4가동,금호,20234
길동,길동,20234
길음1동,길음,20234
남가좌1동,가좌,20234
남영동,남영,20234
남영동,서울역,20234
남영동,숙대입구(갈월),20234
남현동,0,20234
내곡동,청계산입구,20234
노량진1동,노들,20234
노량진1동,노량진,20234
녹번동,녹번,20234
녹번동,역촌,20234
논현1동,논현,20234
논현1동,신사,20234
논현2동,강남구청,20234
논현2동,선정릉,20234
논현2동,학동,20234
능동,군자(능동),20234
능동,어린이대공원(세종대),20234
당산1동,영등포구청,20234
당산2동,당산,20234
대림3동,0,20234
대방동,보라매,20234
대방동,신대방삼거리,20234
대조동,불광,20234
대조동,연신내,20234
대치2동,대치,20234
대치2동,삼성,20234
대치2동,삼성(무역센터),20234
대치2동,학여울,20234
대치4동,0,20234
대학동,관악산(서울대),20234
대흥동,대흥(서강대앞),20234
대흥동,서강대,20234
대흥동,이대,20234
도곡1동,매봉,20234
도곡2동,도곡,20234
도곡2동,한티,20234
도봉2동,도봉,20234
도봉2동,도봉산,20234
독산1동,0,20234
동화동,0,20234
둔촌1동,둔촌동,20234
둔촌1동,둔촌오륜,20234
둔촌2동,중앙보훈병원,20234
등촌1동,증미,20234
등촌3동,가양,20234
마장동,마장,20234
마천1동,마천,20234
망우본동,신내,20234
망우본동,양원,20234
면목3.8동,0,20234
면목4동,용마산,20234
면목본동,면목,20234
명동,명동,20234
명일1동,명일,20234
명일2동,고덕,20234
목1동,목동,20234
목1동,오목교(목동운동장앞),20234
목2동,신목동,20234
목2동,염창,20234
목3동,등촌,20234
묵2동,먹골,20234
문래동,문래,20234
문정2동,문정,20234
문정2동,복정,20234
미아동,미아(서울사이버대학),20234
반포1동,반포,20234
반포1동,사평,20234
반포2동,신반포,20234
반포4동,고속터미널,20234
반포본동,구반포,20234
발산1동,우장산,20234
방배1동,내방,20234
방배2동,남태령,20234
방배3동,방배,20234
방이1동,방이,20234
방이2동,송파나루,20234
방학1동,방학,20234
방화1동,마곡나루,20234
방화1동,신방화,20234
방화2동,개화,20234
방화2동,개화산,20234
방화2동,김포공항,20234
번1동,수유(강북구청),20234
보라매동,0,20234
보문동,보문,20234
불광1동,독바위,20234
사근동,용답,20234
사근동,한양대,20234
사당2동,동작(현충원),20234
사당2동,총신대입구(이수),20234
사당4동,남성,20234
사직동,경복궁(정부서울청사),20234
사직동,광화문(세종문화회관),20234
삼선동,성신여대입구(돈암),20234
삼선동,한성대입구(삼선교),20234
삼성1동,봉은사,20234
삼성1동,청담,20234
삼성2동,삼성중앙,20234
삼성2동,선정릉,20234
삼양동,삼양,20234
삼양동,삼양사거리,20234
삼양동,솔샘,20234
상계1동,수락산,20234
상계2동,노원,20234
상계3.4동,0,20234
상계5동,상계,20234
상계8동,마들,20234
상도1동,상도,20234
상도1동,숭실대입구(살피재),20234
상도2동,장승배기,20234
상봉1동,망우,20234
상봉1동,상봉(시외버스터미널),20234
상봉2동,상봉(시외버스터미널),20234
상암동,디지털미디어시티,20234
서강동,광흥창(서강),20234
서강동,상수,20234
서교동,망원,20234
서교동,홍대입구,20234
서림동,서울대벤처타운,20234
서빙고동,서빙고,20234
서원동,서원,20234
서원동,신림,20234
서초1동,교대(법원.검찰청),20234
서초2동,강남,20234
서초2동,양재(서초구청),20234
서초3동,교대(법원.검찰청),20234
서초3동,남부터미널(예술의전당),20234
서초3동,서초,20234
석관동,석계,20234
석촌동,석촌,20234
석촌동,석촌고분,20234
성내1동,강동구청,20234
성내2동,강동,20234
성내2동,천호(풍납토성),20234
성산2동,마포구청,20234
성산2동,월드컵경기장(성산),20234
성수1가1동,서울숲,20234
성수1가2동,뚝섬,20234
성수2가3동,성수,20234
소공동,시청,20234
소공동,을지로입구,20234
송천동,미아사거리,20234
송파1동,0,20234
수궁동,온수(성공회대입구),20234
수색동,디지털미디어시티,20234
수색동,수색,20234
수서동,수서,20234
수유1동,화계,20234
수유2동,가오리,20234
숭인2동,0,20234
시흥1동,금천구청,20234
신길1동,신길,20234
신길6동,보라매,20234
신길6동,신풍,20234
신길7동,대방,20234
신길7동,서울지방병무청,20234
신내1동,봉화산(서울의료원),20234
신당동,신당,20234
신당동,청구,20234
신대방2동,보라매공원,20234
신대방2동,보라매병원,20234
신도림동,도림천,20234
신도림동,신도림,20234
신림동,신림,20234
신사1동,응암,20234
신사2동,새절(신사),20234
신사동,신대방,20234
신정3동,신정네거리,20234
신정4동,신정(은행정),20234
신정7동,양천구청,20234
신촌동,신촌,20234
아현동,아현,20234
아현동,애오개,20234
안암동,안암(고대병원앞),20234
암사2동,암사,20234
압구정동,압구정,20234
압구정동,압구정로데오,20234
약수동,버티고개,20234
약수동,약수,20234
양재1동,양재(서초구청),20234
양재2동,양재시민의숲(매헌),20234
양평1동,양평,20234
양평2동,선유도,20234
여의동,국회의사당,20234
여의동,샛강,20234
여의동,여의나루,20234
여의동,여의도,20234
역삼1동,강남,20234
역삼1동,선릉,20234
역삼1동,신논현,20234
역삼1동,언주,20234
역삼1동,역삼,20234
영등포동,신길,20234
영등포동,영등포시장,20234
영등포본동,영등포,20234
오금동,오금,20234
오류1동,오류동,20234
오륜동,올림픽공원(한국체대),20234
오륜동,한성백제,20234
옥수동,옥수,20234
왕십리2동,상왕십리,20234
용강동,마포,20234
용답동,답십리,20234
용답동,신답,20234
용답동,장한평,20234
용산2가동,녹사평(용산구청),20234
용신동,신설동,20234
용신동,용두(동대문구청),20234
용신동,제기동,20234
우이동,4.19민주묘지,20234
우이동,북한산우이,20234
우이동,솔밭공원,20234
우장산동,발산,20234
월계2동,월계,20234
월계3동,광운대,20234
월곡2동,상월곡(한국과학기술연구원),20234
월곡2동,월곡(동덕여대),20234
을지로동,을지로3가,20234
을지로동,을지로4가,20234
응봉동,응봉,20234
이문1동,외대앞,20234
이문2동,신이문,20234
이태원1동,이태원,20234
이화동,혜화,20234
인헌동,낙성대,20234
일원본동,일원,20234
자양4동,뚝섬유원지,20234
잠실2동,잠실새내,20234
잠실4동,몽촌토성(평화의문),20234
잠실4동,잠실나루,20234
잠실6동,잠실(송파구청),20234
잠실7동,종합운동장,20234
잠실본동,삼전,20234
잠원동,잠원,20234
장위2동,돌곶이,20234
장지동,장지,20234
장충동,동대입구,20234
전농1동,청량리(서울시립대입구),20234
정릉1동,정릉,20234
정릉4동,북한산보국문,20234
제기동,고려대(종암),20234
종로1.2.3.4가동,0,20234
종로5.6가동,0,20234
중계2.3동,0,20234
중곡3동,중곡,20234
중화2동,중랑,20234
중화2동,중화,20234
증산동,증산(명지대앞),20234
진관동,구파발,20234
창1동,녹천,20234
창1동,쌍문,20234
창5동,창동,20234
창신3동,창신,20234
천연동,독립문,20234
천호1동,굽은다리(강동구민회관앞),20234
청룡동,봉천,20234
청룡동,서울대입구(관악구청),20234
충현동,서대문,20234
충현동,충정로(경기대입구),20234
필동,충무로,20234
하계2동,하계,20234
한강로동,삼각지,20234
한강로동,신용산,20234
한강로동,용산,20234
한강로동,이촌(국립중앙박물관),20234
한남동,한강진,20234
한남동,한남,20234
행당1동,왕십리(성동구청),20234
행당2동,행당,20234
홍제1동,무악재,20234
홍제1동,홍제,20234
화곡1동,까치산,20234
화곡1동,화곡,20234
화양동,건대입구,20234
회현동,서울,20234
회현동,서울역,20234
회현동,회현(남대문시장),20234
효창동,0,20234
휘경1동,회기,20234
흑석동,흑석(중앙대입구),20234
가락본동,오금,20231
가리봉동,0,20231
가양2동,0,20231
가양3동,0,20231
가회동,0,20231
개봉2동,0,20231
개봉3동,0,20231
개포1동,0,20231
개포4동,0,20231
거여2동,0,20231
고덕1동,0,20231
고덕2동,0,20231
고척1동,0,20231
고척2동,0,20231
교남동,0,20231
구로1동,0,20231
구로4동,대림(구로구청),20231
구산동,0,20231
군자동,0,20231
금호2.3가동,0,20231
길음2동,0,20231
낙성대동,0,20231
난곡동,0,20231
난향동,0,20231
남가좌2동,0,20231
노량진2동,0,20231
다산동,약수,20231
다산동,청구,20231
답십리1동,0,20231
답십리2동,0,20231
대림1동,0,20231
대림2동,대림(구로구청),20231
대치1동,도곡,20231
도림동,0,20231
도봉1동,0,20231
도화동,공덕,20231
독산2동,0,20231
독산3동,0,20231
독산4동,0,20231
돈암1동,0,20231
돈암2동,0,20231
동선동,0,20231
등촌2동,0,20231
마천2동,0,20231
망우3동,0,20231
망원1동,0,20231
망원2동,0,20231
면목2동,0,20231
면목5동,0,20231
면목7동,0,20231
목4동,0,20231
목5동,0,20231
무악동,0,20231
묵1동,0,20231
문정1동,0,20231
미성동,0,20231
반포3동,0,20231
방배4동,0,20231
방배본동,0,20231
방학2동,0,20231
방학3동,0,20231
번2동,0,20231
번3동,0,20231
보광동,0,20231
부암동,0,20231
북가좌1동,0,20231
북가좌2동,0,20231
북아현동,0,20231
불광2동,연신내,20231
사당1동,사당,20231
사당1동,이수,20231
사당3동,0,20231
사당5동,0,20231
삼각산동,0,20231
삼성동,0,20231
