연도,분기,행정동,시군구,지하철_승객_수
2024,7-9월,창5동,도봉구,1450843.0
2024,7-9월,창신1동,종로구,0.0
2024,7-9월,창신2동,종로구,0.0
2024,7-9월,창신3동,종로구,186373.0
2024,7-9월,천연동,서대문구,2105425.0
2024,7-9월,천호1동,강동구,536060.0
2024,7-9월,천호2동,강동구,0.0
2024,7-9월,천호3동,강동구,0.0
2024,7-9월,청구동,중구,0.0
2024,7-9월,청담동,강남구,0.0
2024,7-9월,청량리동,동대문구,0.0
2024,7-9월,청룡동,관악구,3767238.0
2024,7-9월,청림동,관악구,0.0
2024,7-9월,청운효자동,종로구,0.0
2024,7-9월,청파동,용산구,0.0
2024,7-9월,충현동,서대문구,8667080.0
2024,7-9월,평창동,종로구,0.0
2024,7-9월,풍납1동,송파구,0.0
2024,7-9월,풍납2동,송파구,0.0
2024,7-9월,필동,중구,17489934.0
2024,7-9월,하계1동,노원구,0.0
2024,7-9월,하계2동,노원구,954633.0
2024,7-9월,한강로동,용산구,18827540.0
2024,7-9월,한남동,용산구,641276.0
2024,7-9월,합정동,마포구,0.0
2024,7-9월,항동,구로구,0.0
2024,7-9월,행당1동,성동구,1634513.0
2024,7-9월,행당2동,성동구,425927.0
2024,7-9월,행운동,관악구,0.0
2024,7-9월,혜화동,종로구,0.0
2024,7-9월,홍은1동,서대문구,0.0
2024,7-9월,홍은2동,서대문구,0.0
2024,7-9월,홍제1동,서대문구,1186129.0
2024,7-9월,홍제2동,서대문구,0.0
2024,7-9월,홍제3동,서대문구,0.0
2024,7-9월,화곡1동,강서구,2956022.0
2024,7-9월,화곡2동,강서구,0.0
2024,7-9월,화곡3동,강서구,0.0
2024,7-9월,화곡4동,강서구,0.0
2024,7-9월,화곡6동,강서구,0.0
2024,7-9월,화곡8동,강서구,0.0
2024,7-9월,화곡본동,강서구,0.0
2024,7-9월,화양동,광진구,2707511.0
2024,7-9월,황학동,중구,0.0
2024,7-9월,회기동,동대문구,0.0
2024,7-9월,회현동,중구,59948330.0
2024,7-9월,효창동,용산구,490406.0
2024,7-9월,후암동,용산구,0.0
2024,7-9월,휘경1동,동대문구,954728.0
2024,7-9월,휘경2동,동대문구,0.0
2024,7-9월,흑석동,동작구,481100.0
