석촌동,34342,34178,34278,34309,34097,33827,33582,33166,32701,32562,32344,32169,32025,31959,31707,31602,31603,31467,31530,31333,31269,31237
성내1동,20922,20733,20648,20561,20468,20403,20430,20353,20309,20332,20207,20045,20068,20046,19936,19900,19775,19734,19658,19542,19433,19425
성내2동,25608,25556,25300,25186,25187,25096,24936,24948,24668,24578,24358,24106,23973,23760,23704,23528,23414,23303,23620,24065,24119,24541
성내3동,23956,24042,23991,23921,23887,23824,23729,23692,23626,23632,23532,23346,23235,23207,23197,23071,22984,22882,22798,22772,22656,22599
성북동,17820,17739,17671,17584,17615,17528,17531,17404,17229,17198,17134,17026,17023,16952,16852,16889,16809,16701,16606,16503,16475,16478
성산1동,20428,20397,20288,20164,20169,19983,19890,19679,19454,19342,19257,19246,19235,19242,19133,19079,19003,18991,18971,18947,18906,18811
성산2동,41812,41743,41623,41531,41447,41273,40958,40669,40285,40112,39883,39909,39830,39851,39732,39500,39416,39285,39141,39099,39156,39085
성수1가1동,17488,17420,17331,17168,17087,17038,16954,16851,17168,17053,16919,16814,16792,16690,16506,16407,15996,15895,15812,15681,15661,15659
성수1가2동,15588,15374,15084,14735,14430,14163,13914,13738,13451,13151,13003,12874,12686,12535,12421,12322,12333,12274,12221,12134,12099,12056
성수2가1동,18252,18159,17979,17722,17683,17567,17365,17146,16899,16628,16460,16279,16138,16065,15870,15716,15495,15321,15131,15079,15020,14955
성수2가3동,11902,11787,11725,11682,11673,11615,11563,11457,11387,11304,11152,10985,10926,10867,10716,10520,10501,10447,10365,10312,10275,10172
성현동,32819,32715,32323,31175,30823,30703,30620,30472,30033,29809,29606,29394,29161,29089,28967,28830,28741,28666,28582,28461,28336,28297
세곡동,45289,45180,45109,45064,45060,44997,44877,44475,44157,43952,43644,43396,43213,43339,43469,43382,43960,44386,45828,45724,45450,46368
소공동,2994,3012,3045,3059,3057,3045,3006,3011,3106,3225,3286,3367,3423,3433,3518,3578,3558,3559,3512,3401,3373,3362
송정동,11715,11632,11546,11428,11388,11365,11254,11143,11018,11001,10949,10915,10854,10714,10549,10464,10398,10302,10221,10131,10077,10035
송중동,29324,29106,29000,31153,31331,31272,31101,30934,30508,30410,30299,30035,29818,30098,30004,29910,29774,29645,29486,29296,29162,29019
송천동,29305,29031,28911,28628,28475,28299,28169,27871,27451,27290,27035,26801,26497,26316,26107,25998,25875,25610,25397,25208,25127,24954
송파1동,26296,26321,26152,26026,25801,25683,25452,25190,24860,24611,24402,24176,24135,24095,24046,24008,23875,23882,23805,23654,23635,23613
송파2동,20902,20832,20889,20862,20848,20796,20842,20800,19920,19606,19388,19283,19279,19207,19057,18947,18931,18812,18733,18674,18824,18765
수궁동,25322,25181,25000,24890,24729,24468,24357,24297,24141,24021,23940,23806,23656,23543,23413,23332,23229,23171,23141,23109,23010,22970
수색동,10323,9303,9094,8952,8808,8722,11060,11258,11301,11313,11445,12752,13246,13241,13176,13210,13195,13319,19225,20560,20915,21151
수서동,16247,16187,16065,15934,15798,15689,15517,15299,15112,15016,14925,14870,14726,14638,14530,14402,14263,14280,14217,14090,13998,13918
수유1동,22133,22042,21961,21841,21734,21622,21585,21468,21198,21016,20869,20849,20740,20685,20643,20501,20491,20360,20344,20200,20161,20139
수유2동,22224,22142,22021,21939,21931,21796,21644,21595,21586,21519,21505,21421,21323,21223,21095,21054,20986,20931,20836,20697,20636,20560
수유3동,24538,24368,24277,24064,24070,24053,23963,23907,23656,23483,23489,23393,23516,23646,23655,23778,23882,23781,23920,23954,23961,23878
숭인1동,6658,6635,6613,6532,6508,6494,6435,6388,6336,6225,6146,6106,6126,6108,6054,6057,6069,6064,6102,6114,6146,6089
숭인2동,10070,10041,9972,9902,9965,9987,10077,10178,10049,10165,10140,10175,10266,10343,10535,10509,10557,10541,10540,10692,10875,11029
시흥1동,37199,37144,37034,36706,36362,36274,36065,35781,35104,34872,34625,34533,34402,34401,34195,34054,33929,33925,33883,33790,33664,33504
시흥2동,22894,22861,22735,22659,22422,22316,22191,22092,21672,21534,21444,21351,21209,21049,20870,20832,20775,20751,20705,20687,20544,20460
시흥3동,11702,11648,11598,11524,11466,11460,11375,11285,11101,11026,11000,10951,10890,10893,10792,10701,10599,10547,10457,10396,10397,10358
시흥4동,22548,22349,22246,22216,22002,21877,21716,21520,21281,21144,21024,20916,20904,20917,20729,20614,20504,20390,20253,20059,19878,19741
시흥5동,21303,21186,21031,20872,20755,20595,20439,20328,20083,19947,19861,19715,19605,19620,19416,19242,19151,18980,18824,18762,18586,18513
신길1동,19575,19677,19730,19750,19670,19537,19414,19167,18783,18716,18712,18755,18747,18732,20163,20483,20734,20732,20641,20653,20593,20552
신길3동,18139,18743,18703,18727,18589,18436,18276,18086,17801,17758,17649,17575,17546,17451,17369,17281,17235,17194,17083,16961,16916,16872
신길4동,10324,10171,10082,9985,9873,9842,9789,12974,13047,13050,13068,13089,13095,13089,12995,13016,13052,13086,12980,12919,12811,12759
신길5동,11461,11115,10858,10670,11997,12712,12663,12496,12110,11954,11822,11701,11521,11469,11269,11212,11133,11078,11021,10912,10822,10735
신길6동,19804,19675,19593,19434,19294,19171,18980,19071,20002,19977,19986,19869,19826,19865,19689,19593,19471,18901,18507,18369,18295,18194
신길7동,17262,17202,17092,17075,20425,20634,20568,20494,20198,20158,20145,20158,20126,20142,19926,19899,19967,20032,20044,19985,19914,19920
신내1동,41180,41005,40738,40854,40670,40611,40241,39831,39247,39130,38665,38649,38522,38425,38278,38205,38419,38472,38247,37938,37682,37567
신내2동,22258,22227,22095,21905,21729,21616,21471,21302,21078,20927,20710,20529,20311,20269,20180,20155,20036,19975,19906,19774,19634,19568
신당5동,9710,10139,10846,10929,10969,11002,10970,10867,10848,10714,10728,10708,10640,10631,10517,10513,10472,10438,10472,10516,10511,10521
신당동,9395,9338,9336,9234,9236,9206,9143,9191,9141,9066,9087,9095,9116,9194,9118,9087,9072,9007,8921,8885,8888,8888
신대방1동,27010,26841,26747,26599,26333,26304,26161,25823,25459,25332,25089,24999,24838,24929,24988,25118,25121,25163,25123,25100,25035,25046
신대방2동,20877,20840,20726,20719,20636,20546,20544,20466,20142,20140,20074,21404,22223,22416,22498,22445,22412,22387,22383,22281,22301,22213
신도림동,37547,37492,37392,37188,36908,36704,36685,36494,36132,36006,36005,36342,36339,36280,36223,36138,36081,36024,36089,36313,36440,36352
신림동,22515,22682,22574,22525,22643,22853,22844,22667,22543,22619,22894,23128,23515,23793,23866,23877,24176,24266,24037,23767,23906,23981
신사1동,28876,28794,28658,28570,28396,28140,27993,27776,27534,27447,27377,27231,27117,27061,27029,26984,26945,26889,26761,26688,26578,26555
신사2동,22231,22151,21998,21875,21686,21388,21118,20945,20719,20658,20532,20330,20059,19810,19600,19497,19369,19333,19153,19101,19046,19029
신사동,26466,26356,26161,25960,26034,25976,25804,25426,16615,16406,16307,16213,16116,15991,15942,15876,15787,15799,15680,15681,15653,15592
신수동,21784,21622,22514,23877,23909,23796,23683,23606,23221,23006,22901,22834,22833,22813,22739,22672,22585,22569,22555,22496,22543,22591
신원동,20121,20077,19892,19742,19708,19647,19595,19290,18999,18955,18838,18675,18752,18728,18716,18620,18691,18623,18547,18399,18459,18458
신월1동,22202,22087,21976,21773,21564,21456,21326,21246,20990,20925,20817,20693,20668,20633,20463,20343,20207,20056,19852,19683,19589,19463
신월2동,22771,22626,22427,22126,21933,21669,21659,21520,21155,21074,20931,20819,20714,20673,20556,20569,20523,21006,21068,20944,20919,20884
신월3동,17111,17004,16844,16719,16554,16349,16161,15965,15645,15552,15479,15372,15277,15161,14997,14934,14839,14734,14603,14466,14344,14337
신월4동,19198,19121,19064,19026,18921,18659,18579,18487,18309,18235,18171,18012,17897,17839,17777,17698,17666,17602,17590,17555,17515,17421
신월5동,15638,15600,15631,15570,15495,15392,15337,15189,15043,14997,14843,14750,14714,14652,14559,14461,14381,14286,14233,14120,14067,14086
신월6동,6747,6707,6670,6615,6700,12494,13517,13798,13843,13816,13836,13945,13871,13732,13762,13816,13934,13956,13963,13927,13909,13850
신월7동,22156,21969,21803,21602,21487,21038,20829,20651,20369,20285,20100,19917,19739,19501,19294,19199,19014,18900,18812,18811,18700,18618
신정1동,21669,21545,21578,21627,21460,21225,21149,21074,20718,20631,20569,20487,20337,20108,19986,19962,19915,19885,19819,19820,19764,19698
신정2동,20861,20752,20713,20685,20708,20482,20377,20207,19860,19734,19665,19596,19520,19284,19099,19003,18928,18924,18971,18869,18752,18723
신정3동,48702,48729,48467,48151,48128,47500,47116,46787,49591,49927,49946,49979,50271,50755,50573,50587,50568,50340,50151,49890,49549,49412
신정4동,36029,35893,35784,35581,35262,34804,34479,34191,33810,33633,33480,33343,33492,33370,33249,33056,32908,32847,32653,32402,32401,32318
신정6동,25339,25277,25291,25304,25301,25217,25115,25038,24876,24851,24659,24552,24531,24380,24208,24152,24028,23960,23933,23985,23974,23927
신정7동,30599,30825,30930,30904,30684,30382,30248,30075,29670,29533,29373,29171,29030,28826,28629,28579,28502,28481,28492,28431,28363,28337
신촌동,24171,24249,24810,24372,24024,23270,22894,23051,22778,23288,23281,23759,24469,25172,25113,26143,26455,26477,26777,26846,27079,27212
쌍문1동,22430,22474,22528,22364,22236,22225,22105,22016,21912,21871,21663,21658,21618,21579,21326,21445,21421,21292,21098,21085,21046,21060
쌍문2동,20412,20290,20133,20025,19875,19773,19587,19406,19066,18992,18930,18864,18824,18767,18576,18461,18387,18278,18139,18082,17996,17971
쌍문3동,17437,17388,17325,17262,17197,17118,17004,16922,16884,16684,16675,16768,16871,17068,17029,16934,16902,16792,16707,16651,16590,16580
쌍문4동,20051,19941,19946,19811,19699,19575,19416,19297,18964,18915,18765,18643,18555,18447,18398,18348,18317,18273,18211,18120,18074,18021
아현동,25367,25414,25391,25358,25340,25380,25811,26221,26007,25734,25714,25686,25536,25668,25581,26184,28244,28692,29038,29308,29450,29511
안암동,17465,17392,17877,17502,17574,17101,16785,16580,16423,16451,16386,16527,16809,17046,17039,17118,17248,17178,17439,17268,17147,17354
암사1동,37621,37313,36975,36693,36492,36254,36060,35728,35245,35118,34916,34782,34643,34511,34305,34271,34324,34311,34189,34015,33939,33858
암사2동,14648,14628,14557,14774,15521,15647,15556,15507,15406,15397,15248,15252,15201,15181,15124,15069,15035,14959,14963,14950,14802,14814
암사3동,18940,18948,18821,18693,18517,18438,18402,18420,18178,18058,17956,17947,17838,17621,17466,17481,17506,17440,17380,17220,17230,17219
압구정동,27980,27865,27767,27712,27802,27804,27611,27440,27064,26770,26584,26446,26315,26221,25947,25902,25805,25779,25752,25755,25761,25674
약수동,17904,17806,17760,17734,17696,17579,17473,17354,17134,17052,17003,16889,16847,16763,16627,16610,16533,16512,16433,16342,16351,16343
양재1동,46412,46231,46022,45940,45707,45486,45250,44890,44227,44025,43631,43408,43152,43056,42875,42683,42671,42582,42482,42333,42020,41849
양재2동,23641,23382,23250,23161,23089,22930,22792,22709,22489,22424,22272,22144,22037,21979,21769,21766,21713,21646,21604,21545,21458,21450
양평1동,18055,18240,18251,18263,18168,18030,17696,17702,17694,18281,18393,18487,18624,18672,18714,18704,18620,18509,18477,18422,18465,18477
양평2동,22889,22934,22886,22802,22736,22665,22634,22603,22466,22485,22564,22499,22432,22515,22563,22583,22620,22702,22725,22758,22924,23043
여의동,34340,34479,34576,34598,34736,34675,34638,34463,33851,33723,33534,33420,33222,33105,33006,32923,32869,32989,33297,33713,33936,34054
역삼1동,36916,37101,37277,37002,36973,36921,37116,36771,36457,36458,36560,36590,36431,36154,35780,35556,35409,35476,35509,35326,35378,35457
역삼2동,36737,36991,37211,37336,37513,37557,37497,37291,36715,36529,36379,36378,36288,36871,37263,37269,37321,37261,37126,36748,36621,36608
역촌동,49387,49181,48883,48490,48097,47718,47235,46939,46500,46280,46108,45752,45636,45411,44987,44984,44894,44690,44429,44207,44114,43990
연남동,17283,17163,17051,16953,16818,16824,16731,16682,16455,16263,16085,15899,16002,15953,15662,15603,15481,15348,15229,15190,15132,15106
연희동,41059,41093,41358,41339,41092,40725,39901,39105,38423,38054,37931,37734,37599,37628,37530,37428,37417,37259,37274,37188,37222,37133
염리동,13437,13440,13533,13486,13298,13111,12913,12864,13387,16837,17459,17657,17742,17804,17671,17633,17695,17715,17693,17664,17772,17721
염창동,41063,42025,42478,42579,42421,42259,42077,42017,42070,42129,41940,41764,41692,41779,41730,41628,41511,41521,41471,41490,41440,41437
영등포동,26660,26964,27149,27166,27692,27762,28042,28749,29091,29289,29873,29901,30091,30187,30312,30461,30980,31206,31338,31413,31712,31883
영등포본동,25408,25190,24989,24813,24596,24304,24156,23790,23331,23206,23088,23152,23081,23013,22800,22714,22654,22650,22651,22536,22543,22464
오금동,40935,41148,40959,41067,41029,40841,40394,39668,39213,38980,38936,38654,38366,38345,38147,38037,37957,37838,37799,37669,38066,38282
오류1동,22686,22696,23025,23295,23364,23424,23350,23360,23434,23472,23374,23155,23064,22979,22906,23126,23241,23312,23432,23363,23303,23284
오류2동,47387,49302,51567,53500,54971,55837,56285,56159,55663,55481,55331,55502,55478,55459,55349,55079,54990,54868,54723,54368,54018,53496
오륜동,19076,18968,18917,18864,18837,18708,18624,18495,18350,18250,18087,18079,17944,17888,17836,17804,17769,17814,17870,17818,17730,17712
옥수동,27253,27348,27264,27222,27134,27129,27034,26912,26733,26493,26412,26309,26173,26058,25916,25843,25809,25693,25698,25650,25631,25726
왕십리2동,18110,17988,17953,17744,17755,17668,17555,17416,17242,16956,16881,16819,16730,16680,16648,16688,16651,16572,16508,16481,16416,16435
왕십리도선동,27886,27885,27878,27767,27756,27812,27786,27588,27292,27087,27074,26910,26959,27019,26989,26903,26879,26903,26830,26739,26801,26670
용강동,22527,22502,22403,22441,22386,22295,22283,22257,22151,22095,22081,22038,21943,21810,21773,21786,21682,21705,21690,21642,21655,21692
용답동,14737,13980,13572,13290,13284,13136,12979,12724,12814,12677,12685,12568,12474,12396,12484,12551,12680,12821,12915,13013,13033,13127
용문동,12744,12714,12649,12587,12554,12510,12448,12455,12327,12123,12037,11985,11932,11832,11693,11664,11613,11571,11577,11518,11446,11411
용산2가동,12000,11897,11831,11836,11789,11626,11428,11272,11264,10866,10793,10775,10779,10625,10420,10333,10316,10262,10229,10271,10243,10273
용신동,31995,32062,32073,32144,32455,32379,32570,32602,32385,32416,32379,33055,33984,34194,35237,36137,36842,38161,40016,40088,40283,40362
우이동,21684,21497,21401,21391,21293,21210,21180,21076,20825,20828,20742,20678,20578,20521,20415,20407,20318,20202,20118,20000,19995,20001
우장산동,46299,46048,45305,44808,44610,44327,44173,43987,43520,43442,43248,43129,42995,42790,42587,42883,43725,43962,44041,43946,43887,43845
원효로1동,16266,16313,16471,16630,16737,16792,16722,16730,16746,16591,16569,16577,16618,17145,17584,17774,17781,17851,17837,17688,17682,17689
원효로2동,14976,14847,14779,14718,14578,14491,14493,14331,14268,13998,13924,13875,13839,13829,13794,13795,13779,13826,13792,13763,13724,13707
월계1동,24212,24078,24044,23883,23781,23589,23317,23085,22572,22460,22406,22240,22153,21856,21682,21580,21535,21484,21384,21299,21226,21164
월계2동,26509,26403,26209,27289,27873,28026,27882,27615,27339,27221,27006,26704,26521,26378,26124,26066,26060,25980,25745,25643,25593,25547
월계3동,32315,32185,31904,31593,31378,31229,30966,30790,30446,30447,30241,30069,29883,29710,29503,29384,29193,29131,28989,28889,28737,28665
월곡1동,27812,27703,27698,27523,27371,27304,27206,27108,26862,26839,26680,26525,26408,26384,26227,26169,26152,26036,25909,25799,25730,25543
월곡2동,20675,20631,20571,20509,20705,20679,20481,20396,20187,20040,20028,19896,19914,19844,19855,19739,19785,19693,19652,19531,19492,19485
위례동,28472,28408,28291,28296,28341,28344,28531,30366,32063,32381,36877,39206,42547,44010,44364,44613,44706,44802,44922,45045,45054,45178
은천동,35713,35770,35505,35337,35142,34995,34816,34595,34197,33974,33814,33631,33540,33351,33225,33156,33181,33149,33014,32902,32827,32727
을지로동,1932,1998,2002,2007,2012,1993,1990,1967,1947,1869,1909,1914,1932,1949,1902,1912,2260,2906,3206,3323,3393,3466
응봉동,16284,16268,16228,16188,16066,15952,15875,15824,15726,15640,15560,15458,15348,15251,15096,15100,15007,15014,15042,15000,14921,14888
응암1동,25988,25865,25747,25654,25548,28510,30836,31265,31072,32861,33128,33287,33303,33242,33188,33279,33266,33232,33075,32969,32980,32784
응암2동,21566,22399,23882,25466,25834,27621,27818,27776,27774,27614,27577,28107,28258,28186,28076,28016,27917,27885,27782,27544,27495,27486
응암3동,26356,26326,26193,26081,25951,25802,25673,25553,25223,25202,24999,24637,24608,24500,24489,24313,24145,24019,23916,23822,23791,23759
이문1동,24388,23215,22622,22311,22067,21427,21200,21205,20589,20686,20627,20870,21054,21138,21305,21366,21266,21266,21364,21488,21467,21380
이문2동,21743,21376,21273,21174,21220,21226,21073,20947,20665,20574,20487,20417,20364,20258,20185,20183,20075,20026,19988,19935,19848,19791
이촌1동,29284,29215,29251,29255,29428,29329,29144,28961,28516,28383,27027,26632,26447,26331,25750,25707,25567,25604,25578,25513,25472,25481
이촌2동,9055,9045,9025,9005,8926,8887,8855,8808,8628,8528,8443,8374,8310,8264,8140,8094,8036,8036,7997,7932,7939,7870
이태원1동,9166,9164,9086,9222,9191,9153,8929,8764,8543,8303,8225,8126,8068,8031,7935,7947,7965,7990,7890,7799,7835,7841
이태원2동,10898,10864,10812,10811,10878,10826,10788,10795,10712,10605,10594,10604,10576,10538,10432,10427,10380,10326,10263,10223,10250,10242
이화동,8576,8582,8566,8470,8460,8336,8224,8111,7895,7832,7774,7705,7697,7734,7629,7631,7651,7601,7566,7480,7557,7537
인수동,33029,32962,32813,32461,32332,32152,31835,31545,31154,31049,30784,30563,30401,30246,29990,29916,29816,29679,29501,29361,29206,29100
인헌동,27271,27297,27200,27088,27056,26938,26766,26500,26334,26227,26223,26154,26237,26318,26199,26119,26131,26103,25948,25849,25722,25614
일원1동,16850,16652,16556,16438,16407,16178,16044,15827,15632,15512,15384,15214,15180,15125,15042,14987,14884,14784,14806,14711,14578,14503
일원2동,17957,18088,18162,18160,18086,18017,17926,17709,17989,17931,17717,17585,17563,17572,17475,17382,17186,17133,17010,16894,16836,16788
일원본동,24615,24486,24469,24399,24358,24209,24086,23945,23695,23595,23434,23291,23172,23115,23063,23015,22906,22850,22876,22832,22729,22693
자양1동,24416,24351,24229,24156,24030,23875,23876,23710,23465,23385,23233,23134,23019,22925,22785,22709,22854,22979,22840,22745,22810,22774
자양2동,27389,27221,27107,26893,26694,26607,26330,26016,25649,25463,25175,24930,24768,24559,24359,24253,24110,24059,23995,23949,23989,23960
자양3동,29887,29685,29577,29475,29264,29210,29074,28957,28808,28658,28430,28330,28172,28069,27890,27858,27769,27713,27567,27543,27460,27491
자양4동,23886,23662,23368,23000,22822,22397,22045,21526,20982,20980,20909,21296,21276,21291,21139,21260,21362,21396,23303,23405,23375,23232
잠실2동,36853,36817,36853,36809,36784,36712,36514,36216,35690,35581,35301,35145,34989,35006,34826,34876,35000,35034,35016,35005,34937,34951
잠실3동,36146,36262,36145,36038,35931,35780,35636,35497,34963,34825,34577,34475,34347,34271,34042,34143,34134,34110,34047,33948,33964,33957
잠실4동,27790,23856,22371,22240,22136,22063,21948,21798,21478,21400,21297,21376,21362,21296,21200,21223,21243,21293,21242,21271,21220,21150
잠실6동,17434,17471,17522,17441,17479,17465,17392,17366,17124,16991,16901,16905,16870,16779,16720,16713,16666,16710,16631,16657,16679,16617
잠실7동,10309,10258,10244,10191,10153,10088,10006,9903,9762,9674,9594,9564,9536,9511,9475,9427,9434,9433,9446,9434,9433,9384
잠실본동,29647,29675,29680,29628,29537,29408,29378,29093,28780,28760,28604,28439,28386,28367,28362,28358,28383,28355,28233,28300,28341,28242
잠원동,34745,34575,34953,35131,35058,33788,30777,28532,27983,27397,26995,26946,26853,26802,26459,26393,26398,26470,26982,27015,27020,26941
장안1동,39190,39260,39351,39153,39284,39319,39274,39287,39014,38890,38793,38794,38712,38677,38612,38677,38611,38402,38147,38032,38089,38086
장안2동,31585,31816,31930,33045,33395,33552,33348,33339,33004,32870,32861,32791,32761,32696,32710,32685,32672,32768,32859,33020,32975,32948
장위1동,21180,21032,20857,20592,20571,20556,20485,20449,24297,24573,24581,24511,24344,24271,24147,24082,24006,23936,23708,23607,23508,23467
장위2동,14677,14373,14207,13972,14043,14266,14201,14106,13950,13990,13995,13953,13937,13883,13726,13622,13595,13518,13482,13362,13282,13217
장위3동,11627,11811,13710,17580,18125,18145,18027,17359,16531,16312,16180,15980,15868,15844,15806,15868,15920,15915,15800,15663,15657,15602
장지동,34672,34463,34113,33055,31815,31022,30692,30370,29993,29734,29540,29693,29471,29353,29175,29102,29053,28943,28786,28672,28487,28457
장충동,5628,5668,5628,5628,5573,5528,5502,5468,5301,5310,5344,5301,5301,5340,5327,5326,5384,5423,5440,5462,5455,5458
전농1동,31173,31141,31096,31075,31136,31016,30793,30722,30036,29949,29911,29699,29553,29419,29296,29220,29353,29227,31659,32897,33590,33757
전농2동,20337,20231,20341,19990,19879,19753,19645,19449,19257,19192,19062,18876,18747,18786,18732,18629,18656,18540,18556,18432,18301,18252
정릉1동,19213,19553,19484,19455,19399,19261,19092,18929,18649,18614,18504,18377,18290,18268,18191,18197,18121,18070,18070,18015,17987,17962
정릉2동,24178,24093,23974,23834,23819,23749,23739,23736,23494,23457,23298,23268,23130,23097,22938,22911,22893,22940,22874,22815,22715,22597
정릉3동,17366,17310,17388,17233,17180,17035,16964,16847,16342,16265,16222,16210,16308,16420,16541,16567,16638,16705,16742,16628,16709,16658
정릉4동,27087,26995,26898,26792,26547,26301,26171,25993,25658,25483,25403,25322,25135,25097,24907,24911,24842,24731,24624,24516,24503,24511
제기동,27725,27738,27630,27364,27295,27137,27132,27017,26632,26621,26630,26577,26598,26596,26468,26484,26468,26306,25808,25501,25372,25322
조원동,19748,19676,19671,19579,19631,19531,19448,19232,18875,18737,18724,18786,18874,18871,19445,20490,20895,20986,21013,21077,21081,21113
종로1·2·3·4가동,8518,8500,8630,8446,8539,8526,8418,8448,8449,8372,8403,8595,8867,8818,8519,8700,8711,8582,8648,8492,8466,8435
종로5·6가동,5681,5667,5717,5839,5853,5800,5809,5656,5691,5554,5526,5476,5464,5469,5509,5817,5896,5921,5916,5899,5807,5778
종암동,42528,42479,42391,42068,41881,41594,41436,41353,40639,40539,40429,40325,40053,40090,40085,40111,40050,39904,39799,39766,39501,39379
중계1동,28321,28181,28152,28061,27903,27764,27646,27556,27211,27140,27084,26877,26733,26550,26586,26580,26504,26489,26419,26425,26389,26356
중계2·3동,37528,37278,37108,36763,36414,36153,35938,35586,35069,34909,34717,34326,34026,33916,33599,33497,33274,33059,32780,32618,32438,32221
중계4동,21683,21538,21480,21324,21121,21006,20864,20752,20507,20317,20135,19975,19850,19765,19645,19601,19522,19464,19284,19306,19291,19232
중계본동,26600,26404,26161,25875,25717,25452,25287,24942,24635,24421,24195,24009,23875,23746,23595,23477,23314,23161,23125,23131,23036,22879
중곡1동,16506,16510,16420,16287,16257,16201,16127,16190,15950,15940,15959,15862,15761,15664,15553,15663,15837,15766,15640,15691,15674,15587
중곡2동,22687,22606,22635,22564,22613,22500,22336,22285,22065,21966,21864,21739,21650,21545,21386,21336,21197,21111,20950,20882,20763,20675
중곡3동,17776,17567,17492,17315,17191,17126,17041,16902,16668,16545,16465,16357,16301,16290,16161,16177,16153,16119,16032,16008,15918,15814
중곡4동,30856,30792,30561,30516,30432,30320,30102,29815,29385,29330,29144,28954,28806,28615,28436,28405,28229,28142,28032,28006,27914,27899
중림동,13079,13055,13007,12942,12925,12896,12879,12801,12615,12416,12408,12351,12283,12321,12323,12338,12296,12269,12372,12494,12533,12466
중앙동,15791,15873,15782,15895,16005,16065,16016,15758,15565,15576,15606,15487,15681,15695,15730,15685,15787,15750,15691,15572,15647,15675
중화1동,21036,20983,21001,20916,20832,20699,20488,20400,20236,20171,19967,19784,19669,19570,19412,19293,19232,19128,19068,18908,18850,18768
중화2동,28672,28423,27994,27274,26823,26666,26450,26073,25747,25541,25530,25315,25280,25214,25020,24926,24773,24643,24417,24326,24191,24136
증산동,16341,16411,16254,16172,16006,15820,15617,15487,15275,15247,15175,15034,15085,18051,18571,18647,18678,18625,18523,18415,18276,17845
진관동,57121,57618,58038,58006,58032,57750,57491,57256,56701,56324,56236,56012,55605,55570,55185,55034,55043,54896,54718,54607,54253,54044
창1동,26645,26576,26438,26271,26078,25847,25578,25400,25163,25113,25004,24827,24731,24616,24551,24502,24417,24358,24281,24224,24146,24140
창2동,31211,31020,30723,30498,30394,30265,30057,29912,29651,29535,29442,29337,29214,29088,28988,28957,28832,28694,28577,28468,28374,28181
창3동,15071,14991,14923,14777,14641,14594,14515,14402,14249,14163,14027,13923,13863,13806,13708,13633,13528,13457,13389,13297,13235,13165
창4동,28339,28198,28034,27873,27696,27632,27422,27286,27046,26938,26790,26583,26503,26357,26171,26121,26038,26006,26124,26281,26551,26517
창5동,25884,25981,25866,25802,25685,25521,25405,25308,25050,24948,24784,24709,24579,24479,24392,24343,24262,24137,24069,24022,23965,23960
창신1동,6200,6166,6098,6079,6046,6016,6035,5964,5849,5761,5704,5631,5640,5583,5438,5383,5400,5401,5350,5331,5345,5366
창신2동,9954,9874,9825,9799,9776,9654,9568,9503,9391,9231,9137,9051,8984,8921,8816,8796,8760,8684,8641,8648,8634,8664
창신3동,7412,7354,7322,7271,7230,7189,7124,7107,6929,6875,6845,6733,6668,6647,6624,6606,6590,6574,6539,6520,6532,6533
천연동,18874,18834,18803,18704,18545,18469,18246,18049,17596,17487,17398,17359,17222,17179,17059,17031,16895,16892,16835,16789,16688,16731
천호1동,28966,28891,28623,28400,28223,28041,27899,27745,27405,27360,27196,26973,26920,26811,26753,26670,26623,26470,26396,26265,26194,26059
천호2동,36228,36203,36078,35904,35714,35642,35688,35251,34526,33940,33969,33753,33671,33582,33813,33825,33836,33718,33613,33425,33309,33194
천호3동,28452,28370,28294,27996,27543,27303,27269,27085,26897,26784,26804,27000,26845,26742,26637,26679,26765,26734,26672,26539,26651,26794
청구동,14743,14732,14595,14515,14379,14354,14342,14281,14109,13958,13851,13818,13769,13687,13561,13451,13395,13361,13318,13225,13247,13127
청담동,30181,30165,30132,30120,29479,27598,27364,27266,26985,26613,26276,25911,25723,25676,25462,25489,25392,25303,25085,24902,24820,24754
청량리동,22398,22288,22035,21808,21656,21588,21324,20432,19758,19566,19397,19280,19216,19133,19054,19094,19102,19438,19405,19347,19315,19303
청룡동,30750,30997,33607,34440,34924,35766,36328,36325,36313,36437,36458,36482,36789,36782,37018,37132,37252,37189,37042,36872,36979,37038
청림동,16411,16384,16331,16286,16127,16007,15908,15711,15451,15358,15328,15214,15135,15096,15084,15005,15025,14987,14908,14828,14762,14746
청운효자동,13225,13144,13090,12981,12960,12855,12708,12633,12288,12231,12220,12177,12100,11997,11887,11818,11764,11700,11539,11489,11414,11326
청파동,20956,20834,20715,20661,20768,20664,20580,20496,20305,20160,20121,20076,20081,20041,19835,19833,19856,19800,19786,19616,19500,19420
충현동,18320,18306,18242,18113,18225,18298,20591,21229,21002,20999,20869,20760,20722,20590,20437,20316,20279,20242,20176,20148,20151,20073
평창동,19002,18820,18830,18816,18768,18696,18618,18582,18491,18377,18336,18329,18272,18141,17952,17858,17743,17658,17635,17578,17472,17460
풍납1동,16099,15825,15697,15518,15332,15041,14914,14585,14139,13957,13673,13451,13298,13188,13048,12910,12772,12590,12409,12286,12251,12125
풍납2동,25007,24881,24762,25288,25805,25956,25880,25703,25533,25336,25200,24953,24856,24742,24481,24426,24326,24234,24048,23918,23677,23584
