"동별","종사자규모별","항목","단위","2019 년","2020 년","2021 년","2022 년",
"용신동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","14970","16245","15892","15053",
"용신동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","13599","14795","14578","14277",
"용신동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","4165","6098","6058","6005",
"용신동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","7890","9612","9421","8994",
"용신동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","648","605","535","511",
"용신동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","4004","3777","3357","3236",
"용신동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","223","229","208","199",
"용신동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","2899","2926","2605","2466",
"용신동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","100","110","112","109",
"용신동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","3044","3274","3253","3237",
"용신동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","23","27","31","33",
"용신동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1568","1831","2112","2340",
"용신동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","27","36","31","24",
"용신동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","4144","5691","4466","3635",
"용신동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","7","2","3","3",
"용신동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","2639","873","1212","1068",
"용신동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1","2","2","3",
"용신동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","935","1484","1325","1946",
"용신동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1","1","2","2",
"용신동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1446","1572","2719","2408",
"제기동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","4632","5443","5355","5243",
"제기동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","1600","1864","1836","1788",
"제기동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","13499","13810","13094","12037",
"제기동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","7712","8245","7788","6854",
"제기동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","5787","5565","5306","5183",
"제기동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","4192","5029","5013","4894",
"제기동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","7518","7676","7309","7212",
"제기동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","302","281","211","215",
"제기동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1826","1718","1342","1332",
"제기동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","83","76","75","81",
"제기동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1058","981","969","1031",
"제기동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","43","43","43","39",
"제기동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1237","1223","1239","1124",
"제기동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","11","11","11","11",
"제기동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","736","691","744","696",
"제기동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","2","1","2",
"제기동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","279","183","311",
"제기동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","1",
"제기동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","331",
"제기동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"제기동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"제기동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1","1","1","-",
"제기동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1124","1242","1308","-",
"전농1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2262","3046","3020","2971",
"전농1동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","879","1202","1185","1189",
"전농1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","7802","7560","7638","7990",
"전농1동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","4089","4126","4102","4237",
"전농1동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","3713","3434","3536","3753",
"전농1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1961","2803","2774","2677",
"전농1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","3775","4268","4245","4159",
"전농1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","199","172","168","210",
"전농1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1204","1090","1024","1325",
"전농1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","63","45","51","51",
"전농1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","773","576","645","657",
"전농1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","26","13","16","22",
"전농1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","755","327","445","586",
"전농1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","9","9","7","7",
"전농1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","640","675","575","555",
"전농1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","4","4","4","4",
"전농1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","655","624","704","708",
"전농1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"전농1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"전농1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"전농1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"전농1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"전농1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"전농2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","920","1224","1358","1317",
"전농2동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","354","474","514","511",
"전농2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","4853","5252","5460","5330",
"전농2동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","2488","2688","2982","2715",
"전농2동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","2365","2564","2478","2615",
"전농2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","811","1101","1219","1182",
"전농2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1308","1606","1663","1643",
"전농2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","61","81","87","85",
"전농2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","375","494","536","533",
"전농2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","23","20","29","27",
"전농2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","300","251","374","349",
"전농2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","14","11","13","13",
"전농2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","405","335","388","376",
"전농2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","8","9","8","8",
"전농2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","510","611","539","514",
"전농2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2","1","1","1",
"전농2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","334","156","156","115",
"전농2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"전농2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"전농2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"전농2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"전농2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1","1","1","1",
"전농2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1621","1799","1804","1800",
"답십리1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1971","3591","3799","3834",
"답십리1동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","597","1088","1186","1188",
"답십리1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","8041","10947","9651","9756",
"답십리1동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","4135","5967","5267","5317",
"답십리1동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","3906","4980","4384","4439",
"답십리1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1665","3312","3505","3552",
"답십리1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","2896","4576","4922","4994",
"답십리1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","201","184","192","172",
"답십리1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1252","1188","1212","1078",
"답십리1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","64","60","67","70",
"답십리1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","863","762","827","915",
"답십리1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","26","24","22","29",
"답십리1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","713","705","621","870",
"답십리1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","7","5","6","5",
"답십리1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","442","332","358","360",
"답십리1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","6","4","6","5",
"답십리1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","990","763","1050","839",
"답십리1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1","-","-","-",
"답십리1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","312","-","-","-",
"답십리1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1","1","1","1",
"답십리1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","573","623","661","700",
"답십리1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","1","-","-",
"답십리1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","1998","-","-",
"답십리2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2187","2952","2847","2851",
"답십리2동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","620","920","912","918",
"답십리2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","7544","8599","8207","8187",
"답십리2동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","4270","4870","4769","4666",
"답십리2동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","3274","3729","3438","3521",
"답십리2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1843","2609","2522","2519",
"답십리2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","3187","4013","3858","3791",
"답십리2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","226","223","209","214",
"답십리2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1423","1403","1318","1381",
"답십리2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","81","75","74","73",
"답십리2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1052","953","973","907",
"답십리2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","27","31","31","32",
"답십리2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","837","913","932","911",
"답십리2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","6","11","8","11",
"답십리2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","469","801","609","805",
"답십리2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","4","3","3","2",
"답십리2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","576","516","517","392",
"답십리2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"답십리2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"답십리2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"답십리2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"답십리2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"답십리2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"장안1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","4409","6847","6654","6530",
"장안1동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","1323","2029","2017","1963",
"장안1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","20501","23427","22326","22708",
"장안1동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","11399","13046","12275","12751",
"장안1동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","9102","10381","10051","9957",
"장안1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","3449","5915","5763","5596",
"장안1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","6398","8990","8848","8417",
"장안1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","608","591","535","556",
"장안1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","3762","3750","3429","3483",
"장안1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","240","228","243","267",
"장안1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","3064","2889","3028","3349",
"장안1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","68","67","72","70",
"장안1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1917","1928","2169","2088",
"장안1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","28","30","28","25",
"장안1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1814","2062","1967","1769",
"장안1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","13","13","11","13",
"장안1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1958","2150","1956","2303",
"장안1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1","2","1","2",
"장안1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","336","908","400","710",
"장안1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2","1","1","1",
"장안1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1252","750","529","589",
"장안1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"장안1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"장안2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","3071","4064","3956","3859",
"장안2동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","1155","1505","1477","1434",
"장안2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","11503","13402","12725","11850",
"장안2동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","5334","6828","6567","6125",
"장안2동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","6169","6574","6158","5725",
"장안2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2499","3521","3430","3387",
"장안2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","4741","5416","5240","5099",
"장안2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","380","345","320","289",
"장안2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","2347","2179","1967","1819",
"장안2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","135","131","142","124",
"장안2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1663","1617","1709","1536",
"장안2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","35","40","43","37",
"장안2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","951","1180","1296","1109",
"장안2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","17","19","15","17",
"장안2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1205","1378","1099","1136",
"장안2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","5","6","4","4",
"장안2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","596","790","557","559",
"장안2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","2","1","-",
"장안2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","842","336","-",
"장안2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","1","1",
"장안2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","521","592",
"장안2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"장안2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"이문1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1191","1614","1641","1631",
"이문1동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","448","559","561","573",
"이문1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","6425","4811","6654","6700",
"이문1동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","3919","2445","3471","3448",
"이문1동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","2506","2366","3183","3252",
"이문1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1028","1460","1481","1468",
"이문1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1896","2090","2063","2051",
"이문1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","107","101","96","104",
"이문1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","640","623","595","651",
"이문1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","32","28","38","36",
"이문1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","416","362","515","493",
"이문1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","18","18","19","17",
"이문1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","499","541","535","504",
"이문1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","3","3","3","3",
"이문1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","241","215","224","234",
"이문1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2","2","2","2",
"이문1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","443","327","344","469",
"이문1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","2","1","-",
"이문1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","653","321","-",
"이문1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"이문1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"이문1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1","-","1","1",
"이문1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","2290","-","2057","2298",
"이문2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","688","1006","1049","1037",
"이문2동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","255","374","391","402",
"이문2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","2293","2369","2385","2412",
"이문2동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","1308","1326","1351","1307",
"이문2동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","985","1043","1034","1105",
"이문2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","598","931","975","957",
"이문2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","924","1270","1299","1230",
"이문2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","56","48","45","48",
"이문2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","336","303","303","296",
"이문2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","22","18","19","22",
"이문2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","278","233","239","283",
"이문2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","7","6","7","7",
"이문2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","185","192","196","186",
"이문2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1","1","1","1",
"이문2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","88","89","79","90",
"이문2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","4","2","2","2",
"이문2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","482","282","269","327",
"이문2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"이문2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"이문2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"이문2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"이문2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"이문2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"중랑구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","28228","38558","39310","40320",
"중랑구","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","9519","13112","13471","13844",
"중랑구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","103345","111086","113144","114733",
"중랑구","남","사업체현황(종사자규모별/동별)(2015년 이후)","","53185","58836","59221","59059",
"중랑구","여","사업체현황(종사자규모별/동별)(2015년 이후)","","50160","52250","53923","55674",
"중랑구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","23958","34687","35410","36347",
"중랑구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","39870","49398","50570","50338",
"중랑구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2812","2441","2384","2380",
"중랑구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","17570","15520","14954","14999",
"중랑구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","943","926","987","1035",
"중랑구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","11975","11751","12535","13110",
"중랑구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","331","318","351","376",
"중랑구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","9504","9108","10189","10898",
"중랑구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","108","108","114","118",
"중랑구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","7494","7535","8147","8134",
"중랑구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","64","65","51","50",
"중랑구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","9279","9491","8073","7692",
"중랑구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","8","9","8","8",
"중랑구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","2951","3343","2918","2934",
"중랑구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2","2","3","4",
"중랑구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1175","1264","1642","2298",
"중랑구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2","2","2","2",
"중랑구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","3527","3676","4116","4330",
"면목2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2062","2596","2477","2505",
"면목2동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","690","904","852","854",
"면목2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","6306","6486","5975","6224",
"면목2동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","3174","3385","3163","3205",
"면목2동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","3132","3101","2812","3019",
"면목2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1743","2348","2249","2274",
"면목2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","2997","3560","3408","3374",
"면목2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","216","157","145","138",
"면목2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1352","1014","894","847",
"면목2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","84","69","64","68",
"면목2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1006","831","743","795",
"면목2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","11","14","11","15",
"면목2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","302","424","327","426",
"면목2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","6","6","7","9",
"면목2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","391","402","451","636",
"면목2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2","2","1","1",
"면목2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","258","255","152","146",
"면목2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"면목2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"면목2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"면목2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"면목2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"면목2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"면목4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1172","2470","2568","2689",
"면목4동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","399","709","725","767",
"면목4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","3839","5092","4971","5145",
"면목4동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","2158","3108","3066","3210",
"면목4동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","1681","1984","1905","1935",
"면목4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1006","2328","2437","2553",
"면목4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1622","3004","3021","3126",
"면목4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","112","93","82","82",
"면목4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","693","595","507","499",
"면목4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","39","34","35","39",
"면목4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","473","414","439","504",
"면목4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","12","12","11","12",
"면목4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","341","376","298","343",
"면목4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1","1","1","1",
"면목4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","77","70","68","67",
"면목4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1","1","1","1",
"면목4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","120","113","111","106",
