"동별","종사자규모별","항목","단위","2019 년","2020 년","2021 년","2022 년",
"중계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1503","1752","1784","1802",
"중계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","131","120","136","121",
"중계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","799","766","881","780",
"중계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","49","49","52","52",
"중계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","623","637","664","684",
"중계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","19","17","17","11",
"중계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","589","516","523","306",
"중계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","4","4","4","5",
"중계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","306","263","279","342",
"중계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","3","4","3","3",
"중계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","385","494","391","385",
"중계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"중계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"중계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"중계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"중계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"중계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"중계4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1059","1387","1410","1454",
"중계4동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","430","561","557","588",
"중계4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","3923","4152","4285","4293",
"중계4동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","1649","1866","1843","1849",
"중계4동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","2274","2286","2442","2444",
"중계4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","898","1247","1252","1307",
"중계4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1611","1850","1795","1858",
"중계4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","102","79","93","82",
"중계4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","617","485","578","501",
"중계4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","33","38","40","39",
"중계4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","418","471","497","474",
"중계4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","15","10","10","11",
"중계4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","466","306","298","343",
"중계4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","11","12","14","13",
"중계4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","811","928","1015","903",
"중계4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","1","1","2",
"중계4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","112","102","214",
"중계4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"중계4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"중계4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"중계4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"중계4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"중계4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"상계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","3183","3925","3934","4050",
"상계1동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","727","1099","1096","1099",
"상계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","9518","10700","11608","10593",
"상계1동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","5157","5850","6353","5906",
"상계1동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","4361","4850","5255","4687",
"상계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2841","3557","3560","3753",
"상계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","3880","4700","4663","4734",
"상계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","199","220","220","156",
"상계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1238","1414","1383","1007",
"상계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","83","84","93","73",
"상계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1092","1104","1212","951",
"상계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","36","42","41","49",
"상계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1050","1220","1229","1461",
"상계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","18","17","14","13",
"상계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1199","1147","932","872",
"상계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","5","4","3","4",
"상계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","712","741","642","771",
"상계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1","1","2","2",
"상계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","347","374","870","797",
"상계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","1","-",
"상계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","677","-",
"상계1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"상계1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"상계2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2668","3500","3325","3346",
"상계2동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","1195","1490","1399","1509",
"상계2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","10536","10319","11074","10937",
"상계2동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","4320","4435","4866","4344",
"상계2동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","6216","5884","6208","6593",
"상계2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2126","3060","2842","2855",
"상계2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","4228","4552","4576","4515",
"상계2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","367","301","298","311",
"상계2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","2337","1973","1870","1986",
"상계2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","119","92","124","112",
"상계2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1505","1207","1660","1444",
"상계2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","39","25","40","52",
"상계2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1089","691","1089","1532",
"상계2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","12","16","14","11",
"상계2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","721","1001","978","777",
"상계2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","5","6","7","5",
"상계2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","656","895","901","683",
"상계2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"상계2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"상계2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"상계2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"상계2동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"상계2동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"상계5동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1567","2698","2755","2719",
"상계5동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","625","917","956","926",
"상계5동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","4936","6437","6516","6101",
"상계5동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","2316","3278","3250","3078",
"상계5동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","2620","3159","3266","3023",
"상계5동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1360","2497","2582","2557",
"상계5동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","2146","3242","3238","3202",
"상계5동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","146","123","96","93",
"상계5동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","902","794","602","597",
"상계5동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","35","42","39","38",
"상계5동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","437","563","512","497",
"상계5동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","19","27","27","20",
"상계5동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","638","816","814","601",
"상계5동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","6","8","9","9",
"상계5동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","413","545","586","542",
"상계5동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","1","1",
"상계5동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","153","151",
"상계5동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1","1","-","-",
"상계5동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","400","477","-","-",
"상계5동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","1","1",
"상계5동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","611","511",
"상계5동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"상계5동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"상계8동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","484","738","824","815",
"상계8동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","227","341","381","376",
"상계8동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1697","2008","1943","2077",
"상계8동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","582","739","711","761",
"상계8동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","1115","1269","1232","1316",
"상계8동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","403","654","772","730",
"상계8동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","677","887","1020","972",
"상계8동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","55","55","26","56",
"상계8동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","342","343","160","367",
"상계8동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","17","18","15","19",
"상계8동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","244","234","210","241",
"상계8동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","5","7","6","5",
"상계8동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","123","198","177","127",
"상계8동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","4","3","5","5",
"상계8동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","311","246","376","370",
"상계8동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","1","-","-",
"상계8동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","100","-","-",
"상계8동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"상계8동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"상계8동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"상계8동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"상계8동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"상계8동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"상계9동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","698","996","1036","1035",
"상계9동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","261","379","390","400",
"상계9동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","2520","2582","2848","2761",
"상계9동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","1060","1101","1265","1180",
"상계9동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","1460","1481","1583","1581",
"상계9동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","591","916","933","947",
"상계9동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","880","1200","1209","1211",
"상계9동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","72","45","59","50",
"상계9동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","467","294","363","323",
"상계9동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","19","22","27","22",
"상계9동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","241","269","341","294",
"상계9동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","8","5","9","8",
"상계9동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","245","130","247","232",
"상계9동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","7","7","5","5",
"상계9동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","528","528","339","345",
"상계9동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1","1","3","3",
"상계9동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","159","161","349","356",
"상계9동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"상계9동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"상계9동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"상계9동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"상계9동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"상계9동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"상계10동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","515","740","818","809",
"상계10동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","154","260","309","319",
"상계10동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","2188","2515","2515","2541",
"상계10동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","1260","1408","1467","1463",
"상계10동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","928","1107","1048","1078",
"상계10동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","447","674","751","735",
"상계10동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","631","848","935","896",
"상계10동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","37","35","36","44",
"상계10동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","209","212","213","274",
"상계10동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","13","18","18","16",
"상계10동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","182","279","257","226",
"상계10동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","12","4","7","8",
"상계10동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","301","108","188","230",
"상계10동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","4","7","4","4",
"상계10동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","300","463","299","282",
"상계10동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1","1","1","1",
"상계10동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","256","286","280","295",
"상계10동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1","1","1","1",
"상계10동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","309","319","343","338",
"상계10동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"상계10동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"상계10동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"상계10동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"상계3.4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1196","1743","1849","1967",
"상계3.4동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","429","592","638","691",
"상계3.4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","3787","4802","4821","4951",
"상계3.4동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","2216","2743","2781","2701",
"상계3.4동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","1571","2059","2040","2250",
"상계3.4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1078","1623","1739","1835",
"상계3.4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1578","2109","2202","2346",
"상계3.4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","74","68","64","82",
"상계3.4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","471","457","421","521",
"상계3.4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","23","31","29","30",
"상계3.4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","325","407","412","421",
"상계3.4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","15","11","7","10",
"상계3.4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","417","326","214","269",
"상계3.4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","3","5","5","4",
"상계3.4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","207","348","348","270",
"상계3.4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1","3","3","5",
"상계3.4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","101","484","542","782",
"상계3.4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2","2","2","1",
"상계3.4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","688","671","682","342",
"상계3.4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"상계3.4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"상계3.4동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"상계3.4동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"상계6.7동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1921","2664","2685","2784",
"상계6.7동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","738","1137","1096","1120",
"상계6.7동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","15772","15981","18222","16458",
"상계6.7동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","5810","5783","6456","6503",
"상계6.7동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","9962","10198","11766","9955",
"상계6.7동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1347","2157","2145","2272",
"상계6.7동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","2468","3114","3164","3343",
"상계6.7동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","312","262","277","255",
"상계6.7동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1992","1648","1755","1624",
"상계6.7동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","139","121","128","132",
"상계6.7동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1866","1624","1715","1794",
"상계6.7동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","78","81","86","83",
"상계6.7동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","2360","2540","2625","2542",
"상계6.7동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","34","34","37","33",
"상계6.7동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","2308","2404","2469","2337",
"상계6.7동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","9","7","8","6",
"상계6.7동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1642","1362","1315","1105",
"상계6.7동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","1","1",
"상계6.7동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","452","341",
"상계6.7동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"상계6.7동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"상계6.7동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2","2","3","2",
"상계6.7동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","3136","3289","4727","3372",
"중계2.3동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1382","2056","2047","2047",
"중계2.3동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","597","873","863","835",
"중계2.3동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","5153","5644","5777","5673",
"중계2.3동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","2081","2518","2548","2560",
"중계2.3동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","3072","3126","3229","3113",
"중계2.3동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","1185","1863","1841","1864",
"중계2.3동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1974","2533","2475","2417",
"중계2.3동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","124","120","121","94",
"중계2.3동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","775","751","759","581",
"중계2.3동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","37","42","48","47",
"중계2.3동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","477","531","609","590",
"중계2.3동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","19","13","22","26",
"중계2.3동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","599","377","699","813",
"중계2.3동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","13","13","11","12",
"중계2.3동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","833","804","721","809",
"중계2.3동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","4","5","4","4",
"중계2.3동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","495","648","514","463",
"중계2.3동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"중계2.3동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"중계2.3동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"중계2.3동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"중계2.3동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"중계2.3동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"공릉1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2841","4097","3992","3937",
"공릉1동","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","1008","1486","1468","1432",
"공릉1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","11948","14075","14564","13843",
"공릉1동","남","사업체현황(종사자규모별/동별)(2015년 이후)","","6001","7090","7084","6607",
"공릉1동","여","사업체현황(종사자규모별/동별)(2015년 이후)","","5947","6985","7480","7236",
"공릉1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2301","3557","3437","3365",
"공릉1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","3827","5272","5012","4739",
"공릉1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","349","341","338","349",
"공릉1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","2177","2150","2137","2236",
"공릉1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","118","114","120","131",
"공릉1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1547","1482","1568","1725",
"공릉1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","44","55","67","62",
"공릉1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1328","1676","2051","1818",
"공릉1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","17","17","19","17",
"공릉1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1161","1160","1348","1171",
"공릉1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","12","11","9","12",
"공릉1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","1908","1632","1324","1755",
"공릉1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","2","1","1",
"공릉1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","703","420","399",
"공릉1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","1","-",
"공릉1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","704","-",
"공릉1동","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","","-","-","-",
"공릉1동","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","","-","-","-",
"은평구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","24681","36273","36509","36430",
"은평구","여성대표자","사업체현황(종사자규모별/동별)(2015년 이후)","","9535","14221","14446","14681",
"은평구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","93631","108362","109031","107697",
"은평구","남","사업체현황(종사자규모별/동별)(2015년 이후)","","43830","52259","51769","50477",
"은평구","여","사업체현황(종사자규모별/동별)(2015년 이후)","","49801","56103","57262","57220",
"은평구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","21024","32681","32871","32909",
"은평구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","34331","44962","44983","44379",
"은평구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","2293","2207","2214","2149",
"은평구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","14291","14073","14027","13631",
"은평구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","847","803","843","799",
"은평구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","11028","10407","11028","10383",
"은평구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","319","359","363","367",
"은평구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","9352","10639","10897","11242",
"은평구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","124","145","144","129",
"은평구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","8609","10189","10078","9014",
"은평구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","63","63","63","66",
"은평구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","9272","9327","9738","9886",
"은평구","사업체수","사업체현황(종사자규모별/동별)(2015년 이후)","개","7","12","8","7",
"은평구","종사자수","사업체현황(종사자규모별/동별)(2015년 이후)","명","2563","4500","2933","2679",
