행정동코드,시군구명,읍면동명,법정동코드,동리명
1171055000,송파구,마천2동,1171011400,마천동
1171056100,송파구,방이1동,1171011100,방이동
1171056200,송파구,방이2동,1171011100,방이동
1171056600,송파구,오륜동,1171011100,방이동
1171057000,송파구,오금동,1171011200,오금동
1171058000,송파구,송파1동,1171010400,송파동
1171059000,송파구,송파2동,1171010400,송파동
1171060000,송파구,석촌동,1171010500,석촌동
1171061000,송파구,삼전동,1171010600,삼전동
1171062000,송파구,가락본동,1171010700,가락동
1171063100,송파구,가락1동,1171010700,가락동
1171063200,송파구,가락2동,1171010700,가락동
1171064100,송파구,문정1동,1171010800,문정동
1171064200,송파구,문정2동,1171010800,문정동
1171064200,송파구,문정2동,1171010900,장지동
1171064600,송파구,장지동,1171010800,문정동
1171064600,송파구,장지동,1171010900,장지동
1171064700,송파구,위례동,1171010900,장지동
1171064700,송파구,위례동,1171011300,거여동
1171065000,송파구,잠실본동,1171010100,잠실동
1171067000,송파구,잠실2동,1171010100,잠실동
1171068000,송파구,잠실3동,1171010100,잠실동
1171069000,송파구,잠실4동,1171010200,신천동
1171071000,송파구,잠실6동,1171010200,신천동
1171072000,송파구,잠실7동,1171010100,잠실동
1174000000,강동구,,1174000000,강동구
1174051500,강동구,강일동,1174010300,상일동
1174051500,강동구,강일동,1174011000,강일동
1174052000,강동구,상일동,1174010300,상일동
1174053000,강동구,명일제1동,1174010100,명일동
1174054000,강동구,명일제2동,1174010100,명일동
1174055000,강동구,고덕제1동,1174010200,고덕동
1174056000,강동구,고덕제2동,1174010200,고덕동
1174057000,강동구,암사제1동,1174010700,암사동
1174058000,강동구,암사제2동,1174010700,암사동
1174059000,강동구,암사제3동,1174010700,암사동
1174060000,강동구,천호제1동,1174010900,천호동
1174061000,강동구,천호제2동,1174010900,천호동
1174062000,강동구,천호제3동,1174010900,천호동
1174064000,강동구,성내제1동,1174010800,성내동
1174065000,강동구,성내제2동,1174010800,성내동
1174066000,강동구,성내제3동,1174010800,성내동
1174068500,강동구,길동,1174010500,길동
1174069000,강동구,둔촌제1동,1174010600,둔촌동
1174070000,강동구,둔촌제2동,1174010600,둔촌동
