사용월,호선명_x,지하철역,유임승차인원,무임승차인원,유임하차인원,무임하차인원,작업일자,호선명_y,구,동,구_동,총승하차인원,월,분기
202010,경춘선,갈매,60401,16475,50747,15806,20201103,0,0,0,0,143429,10,4분기
202009,경춘선,갈매,51425,14303,43591,13601,20201003,0,0,0,0,122920,9,3분기
202008,경춘선,갈매,52135,13625,44292,13187,20200903,0,0,0,0,123239,8,3분기
202007,경춘선,갈매,63882,16821,53381,16151,20200803,0,0,0,0,150235,7,3분기
202006,경춘선,갈매,59868,15667,50129,14953,20200703,0,0,0,0,140617,6,2분기
202005,경춘선,갈매,54815,16423,46918,15520,20200603,0,0,0,0,133676,5,2분기
202004,경춘선,갈매,50586,14460,43210,13511,20200503,0,0,0,0,121767,4,2분기
202003,경춘선,갈매,48686,12455,41409,11935,20200403,0,0,0,0,114485,3,1분기
202002,경춘선,갈매,53471,13525,44952,12802,20200303,0,0,0,0,124750,2,1분기
202001,경춘선,갈매,59768,17009,49648,16091,20200203,0,0,0,0,142516,1,1분기
202012,2호선,강남,1481312,125963,1449540,111068,20210103,2호선,강남구,역삼1동,강남구_역삼1동,3167883,12,4분기
202012,2호선,강남,1481312,125963,1449540,111068,20210103,신분당선,서초구,서초2동,서초구_서초2동,3167883,12,4분기
202011,2호선,강남,2019373,144790,2046712,129444,20201203,2호선,강남구,역삼1동,강남구_역삼1동,4340319,11,4분기
202011,2호선,강남,2019373,144790,2046712,129444,20201203,신분당선,서초구,서초2동,서초구_서초2동,4340319,11,4분기
202010,2호선,강남,1940463,139031,1989674,124122,20201103,2호선,강남구,역삼1동,강남구_역삼1동,4193290,10,4분기
202010,2호선,강남,1940463,139031,1989674,124122,20201103,신분당선,서초구,서초2동,서초구_서초2동,4193290,10,4분기
202009,2호선,강남,1565184,120841,1575148,106900,20201003,2호선,강남구,역삼1동,강남구_역삼1동,3368073,9,3분기
202009,2호선,강남,1565184,120841,1575148,106900,20201003,신분당선,서초구,서초2동,서초구_서초2동,3368073,9,3분기
202008,2호선,강남,1926255,129625,1962805,115438,20200903,2호선,강남구,역삼1동,강남구_역삼1동,4134123,8,3분기
202008,2호선,강남,1926255,129625,1962805,115438,20200903,신분당선,서초구,서초2동,서초구_서초2동,4134123,8,3분기
202007,2호선,강남,2402912,156106,2460256,138149,20200803,2호선,강남구,역삼1동,강남구_역삼1동,5157423,7,3분기
202007,2호선,강남,2402912,156106,2460256,138149,20200803,신분당선,서초구,서초2동,서초구_서초2동,5157423,7,3분기
202006,2호선,강남,2098288,148919,2132736,131690,20200703,2호선,강남구,역삼1동,강남구_역삼1동,4511633,6,2분기
202006,2호선,강남,2098288,148919,2132736,131690,20200703,신분당선,서초구,서초2동,서초구_서초2동,4511633,6,2분기
202005,2호선,강남,2010031,145213,2024007,128063,20200603,2호선,강남구,역삼1동,강남구_역삼1동,4307314,5,2분기
202005,2호선,강남,2010031,145213,2024007,128063,20200603,신분당선,서초구,서초2동,서초구_서초2동,4307314,5,2분기
202004,2호선,강남,1893747,126471,1931393,111384,20200503,2호선,강남구,역삼1동,강남구_역삼1동,4062995,4,2분기
202004,2호선,강남,1893747,126471,1931393,111384,20200503,신분당선,서초구,서초2동,서초구_서초2동,4062995,4,2분기
202003,2호선,강남,1761034,119179,1798224,105119,20200403,2호선,강남구,역삼1동,강남구_역삼1동,3783556,3,1분기
202003,2호선,강남,1761034,119179,1798224,105119,20200403,신분당선,서초구,서초2동,서초구_서초2동,3783556,3,1분기
202002,2호선,강남,2283516,139949,2345497,124624,20200303,2호선,강남구,역삼1동,강남구_역삼1동,4893586,2,1분기
202002,2호선,강남,2283516,139949,2345497,124624,20200303,신분당선,서초구,서초2동,서초구_서초2동,4893586,2,1분기
202001,2호선,강남,2784689,172268,2866156,154536,20200203,2호선,강남구,역삼1동,강남구_역삼1동,5977649,1,1분기
202001,2호선,강남,2784689,172268,2866156,154536,20200203,신분당선,서초구,서초2동,서초구_서초2동,5977649,1,1분기
202012,7호선,강남구청,309741,33467,338088,33191,20210103,7호선,강남구,논현2동,강남구_논현2동,714487,12,4분기
202012,7호선,강남구청,309741,33467,338088,33191,20210103,분당선,강남구,논현2동,강남구_논현2동,714487,12,4분기
202012,분당선,강남구청,167762,25302,194262,27582,20210103,7호선,강남구,논현2동,강남구_논현2동,414908,12,4분기
202012,분당선,강남구청,167762,25302,194262,27582,20210103,분당선,강남구,논현2동,강남구_논현2동,414908,12,4분기
202011,7호선,강남구청,356949,39177,401615,39446,20201203,7호선,강남구,논현2동,강남구_논현2동,837187,11,4분기
202011,7호선,강남구청,356949,39177,401615,39446,20201203,분당선,강남구,논현2동,강남구_논현2동,837187,11,4분기
202011,분당선,강남구청,202028,31453,236851,33895,20201203,7호선,강남구,논현2동,강남구_논현2동,504227,11,4분기
202011,분당선,강남구청,202028,31453,236851,33895,20201203,분당선,강남구,논현2동,강남구_논현2동,504227,11,4분기
202010,7호선,강남구청,338837,38055,385939,38225,20201103,7호선,강남구,논현2동,강남구_논현2동,801056,10,4분기
202010,7호선,강남구청,338837,38055,385939,38225,20201103,분당선,강남구,논현2동,강남구_논현2동,801056,10,4분기
202010,분당선,강남구청,190758,30675,224646,33573,20201103,7호선,강남구,논현2동,강남구_논현2동,479652,10,4분기
202010,분당선,강남구청,190758,30675,224646,33573,20201103,분당선,강남구,논현2동,강남구_논현2동,479652,10,4분기
202009,7호선,강남구청,310411,33394,347829,33299,20201003,7호선,강남구,논현2동,강남구_논현2동,724933,9,3분기
202009,7호선,강남구청,310411,33394,347829,33299,20201003,분당선,강남구,논현2동,강남구_논현2동,724933,9,3분기
202009,분당선,강남구청,167042,26164,195667,28666,20201003,7호선,강남구,논현2동,강남구_논현2동,417539,9,3분기
202009,분당선,강남구청,167042,26164,195667,28666,20201003,분당선,강남구,논현2동,강남구_논현2동,417539,9,3분기
