,사용월,호선명_x,지하철역,유임승차인원,무임승차인원,유임하차인원,무임하차인원,작업일자,호선명_y,구,동,구_동,총승하차인원,월,분기
300,202112,경의선,강매,68509,15259,58848,14406,20220103,0,0,0,0,157022,12,4분기
301,202111,경의선,강매,70407,17106,59637,16134,20211203,0,0,0,0,163284,11,4분기
302,202110,경의선,강매,63943,17383,55080,16401,20211103,0,0,0,0,152807,10,4분기
303,202109,경의선,강매,58748,15752,50433,15052,20211003,0,0,0,0,139985,9,3분기
304,202108,경의선,강매,57625,14275,49874,13507,20210903,0,0,0,0,135281,8,3분기
305,202107,경의선,강매,60326,14179,51801,13497,20210803,0,0,0,0,139803,7,3분기
306,202106,경의선,강매,69532,16345,59354,15769,20210703,0,0,0,0,161000,6,2분기
307,202105,경의선,강매,66232,16362,57030,15806,20210603,0,0,0,0,155430,5,2분기
308,202104,경의선,강매,67896,16616,58576,16041,20210503,0,0,0,0,159129,4,2분기
309,202103,경의선,강매,67522,16179,58524,15725,20210403,0,0,0,0,157950,3,1분기
310,202102,경의선,강매,53615,12270,46415,12067,20210303,0,0,0,0,124367,2,1분기
311,202101,경의선,강매,52984,11509,46521,11171,20210203,0,0,0,0,122185,1,1분기
312,202112,2호선,강변(동서울터미널),743776,94027,720856,90651,20220103,2호선,광진구,구의3동,광진구_구의3동,1649310,12,4분기
313,202111,2호선,강변(동서울터미널),768202,107399,742135,105163,20211203,2호선,광진구,구의3동,광진구_구의3동,1722899,11,4분기
314,202110,2호선,강변(동서울터미널),718744,107914,703401,106784,20211103,2호선,광진구,구의3동,광진구_구의3동,1636843,10,4분기
315,202109,2호선,강변(동서울터미널),652702,93361,641495,91621,20211003,2호선,광진구,구의3동,광진구_구의3동,1479179,9,3분기
316,202108,2호선,강변(동서울터미널),633618,86393,620226,84546,20210903,2호선,광진구,구의3동,광진구_구의3동,1424783,8,3분기
317,202107,2호선,강변(동서울터미널),648924,87924,643434,86672,20210803,2호선,광진구,구의3동,광진구_구의3동,1466954,7,3분기
318,202106,2호선,강변(동서울터미널),738821,99640,723989,97294,20210703,2호선,광진구,구의3동,광진구_구의3동,1659744,6,2분기
319,202105,2호선,강변(동서울터미널),735078,98057,721995,95635,20210603,2호선,광진구,구의3동,광진구_구의3동,1650765,5,2분기
320,202104,2호선,강변(동서울터미널),718595,97902,709465,95913,20210503,2호선,광진구,구의3동,광진구_구의3동,1621875,4,2분기
321,202103,2호선,강변(동서울터미널),731253,98543,717515,95638,20210403,2호선,광진구,구의3동,광진구_구의3동,1642949,3,1분기
322,202102,2호선,강변(동서울터미널),619233,76075,615940,73839,20210303,2호선,광진구,구의3동,광진구_구의3동,1385087,2,1분기
323,202101,2호선,강변(동서울터미널),577923,71782,571129,69627,20210203,2호선,광진구,구의3동,광진구_구의3동,1290461,1,1분기
324,202112,5호선,강일,77546,25265,77257,25098,20220103,5호선,강동구,강일동,강동구_강일동,205166,12,4분기
325,202112,5호선,강일,77546,25265,77257,25098,20220103,5호선,강동구,강일동,강동구_강일동,205166,12,4분기
326,202111,5호선,강일,77446,26165,75147,26094,20211203,5호선,강동구,강일동,강동구_강일동,204852,11,4분기
327,202111,5호선,강일,77446,26165,75147,26094,20211203,5호선,강동구,강일동,강동구_강일동,204852,11,4분기
328,202110,5호선,강일,69585,25620,67670,25330,20211103,5호선,강동구,강일동,강동구_강일동,188205,10,4분기
329,202110,5호선,강일,69585,25620,67670,25330,20211103,5호선,강동구,강일동,강동구_강일동,188205,10,4분기
330,202109,5호선,강일,60299,22587,59176,22320,20211003,5호선,강동구,강일동,강동구_강일동,164382,9,3분기
331,202109,5호선,강일,60299,22587,59176,22320,20211003,5호선,강동구,강일동,강동구_강일동,164382,9,3분기
332,202108,5호선,강일,57180,20770,56575,20414,20210903,5호선,강동구,강일동,강동구_강일동,154939,8,3분기
333,202108,5호선,강일,57180,20770,56575,20414,20210903,5호선,강동구,강일동,강동구_강일동,154939,8,3분기
334,202107,5호선,강일,58059,20589,58927,20368,20210803,5호선,강동구,강일동,강동구_강일동,157943,7,3분기
335,202107,5호선,강일,58059,20589,58927,20368,20210803,5호선,강동구,강일동,강동구_강일동,157943,7,3분기
336,202106,5호선,강일,63882,23127,66021,22910,20210703,5호선,강동구,강일동,강동구_강일동,175940,6,2분기
337,202106,5호선,강일,63882,23127,66021,22910,20210703,5호선,강동구,강일동,강동구_강일동,175940,6,2분기
338,202105,5호선,강일,60318,21894,62435,21719,20210603,5호선,강동구,강일동,강동구_강일동,166366,5,2분기
339,202105,5호선,강일,60318,21894,62435,21719,20210603,5호선,강동구,강일동,강동구_강일동,166366,5,2분기
340,202104,5호선,강일,59441,22496,62424,22254,20210503,5호선,강동구,강일동,강동구_강일동,166615,4,2분기
341,202104,5호선,강일,59441,22496,62424,22254,20210503,5호선,강동구,강일동,강동구_강일동,166615,4,2분기
342,202103,5호선,강일,9109,4038,9927,4179,20210403,5호선,강동구,강일동,강동구_강일동,27253,3,1분기
343,202103,5호선,강일,9109,4038,9927,4179,20210403,5호선,강동구,강일동,강동구_강일동,27253,3,1분기
344,202112,경춘선,강촌,8293,3442,8203,3483,20220103,0,0,0,0,23421,12,4분기
345,202111,경춘선,강촌,11202,5385,10272,5229,20211203,0,0,0,0,32088,11,4분기
346,202110,경춘선,강촌,13172,6967,12408,7102,20211103,0,0,0,0,39649,10,4분기
347,202109,경춘선,강촌,11149,5419,10338,5507,20211003,0,0,0,0,32413,9,3분기
348,202108,경춘선,강촌,12359,5271,11450,5528,20210903,0,0,0,0,34608,8,3분기
349,202107,경춘선,강촌,9889,5116,9697,5299,20210803,0,0,0,0,30001,7,3분기
350,202106,경춘선,강촌,10413,5370,9989,5524,20210703,0,0,0,0,31296,6,2분기
351,202105,경춘선,강촌,11755,5945,10722,5943,20210603,0,0,0,0,34365,5,2분기
352,202104,경춘선,강촌,11008,6414,10456,6639,20210503,0,0,0,0,34517,4,2분기
353,202103,경춘선,강촌,8776,4274,8509,4302,20210403,0,0,0,0,25861,3,1분기
354,202102,경춘선,강촌,6556,2963,6104,2888,20210303,0,0,0,0,18511,2,1분기
355,202101,경춘선,강촌,5129,2583,5074,2619,20210203,0,0,0,0,15405,1,1분기
356,202112,5호선,개롱,132668,39863,138690,41299,20220103,5호선,송파구,가락2동,송파구_가락2동,352520,12,4분기
357,202111,5호선,개롱,134599,42275,138970,43692,20211203,5호선,송파구,가락2동,송파구_가락2동,359536,11,4분기
