,사용월,호선명_x,지하철역,유임승차인원,무임승차인원,유임하차인원,무임하차인원,작업일자,호선명_y,구,동,구_동,총승하차인원,월,분기
1493,202102,분당선,기흥,175497,27127,168163,26430,20210303,0,0,0,0,397217,2,1분기
1494,202101,분당선,기흥,181506,26098,174151,25098,20210203,0,0,0,0,406853,1,1분기
1495,202112,5호선,길동,155977,62643,164777,64721,20220103,5호선,강동구,길동,강동구_길동,448118,12,4분기
1496,202111,5호선,길동,152936,63874,159105,66119,20211203,5호선,강동구,길동,강동구_길동,442034,11,4분기
1497,202110,5호선,길동,143495,62897,148904,64774,20211103,5호선,강동구,길동,강동구_길동,420070,10,4분기
1498,202109,5호선,길동,132521,57732,137729,59450,20211003,5호선,강동구,길동,강동구_길동,387432,9,3분기
1499,202108,5호선,길동,135527,56031,140953,57821,20210903,5호선,강동구,길동,강동구_길동,390332,8,3분기
1500,202107,5호선,길동,143603,56389,149480,58402,20210803,5호선,강동구,길동,강동구_길동,407874,7,3분기
1501,202106,5호선,길동,154399,60879,159629,62893,20210703,5호선,강동구,길동,강동구_길동,437800,6,2분기
1502,202105,5호선,길동,151246,60348,156808,62115,20210603,5호선,강동구,길동,강동구_길동,430517,5,2분기
1503,202104,5호선,길동,154792,60783,160460,62361,20210503,5호선,강동구,길동,강동구_길동,438396,4,2분기
1504,202103,5호선,길동,154220,58657,160412,60046,20210403,5호선,강동구,길동,강동구_길동,433335,3,1분기
1505,202102,5호선,길동,128203,46225,133811,47503,20210303,5호선,강동구,길동,강동구_길동,355742,2,1분기
1506,202101,5호선,길동,133529,45032,141275,46546,20210203,5호선,강동구,길동,강동구_길동,366382,1,1분기
1507,202112,4호선,길음,441814,95193,425926,95820,20220103,4호선,성북구,길음1동,성북구_길음1동,1058753,12,4분기
1508,202111,4호선,길음,450680,102160,429713,102264,20211203,4호선,성북구,길음1동,성북구_길음1동,1084817,11,4분기
1509,202110,4호선,길음,414210,98484,401008,98612,20211103,4호선,성북구,길음1동,성북구_길음1동,1012314,10,4분기
1510,202109,4호선,길음,379931,89461,369590,89269,20211003,4호선,성북구,길음1동,성북구_길음1동,928251,9,3분기
1511,202108,4호선,길음,368882,85428,357636,86116,20210903,4호선,성북구,길음1동,성북구_길음1동,898062,8,3분기
1512,202107,4호선,길음,389839,86102,373018,86508,20210803,4호선,성북구,길음1동,성북구_길음1동,935467,7,3분기
1513,202106,4호선,길음,437720,95112,418658,95484,20210703,4호선,성북구,길음1동,성북구_길음1동,1046974,6,2분기
1514,202105,4호선,길음,428339,94369,412886,94830,20210603,4호선,성북구,길음1동,성북구_길음1동,1030424,5,2분기
1515,202104,4호선,길음,442086,96555,427468,96873,20210503,4호선,성북구,길음1동,성북구_길음1동,1062982,4,2분기
1516,202103,4호선,길음,448282,97130,434324,97103,20210403,4호선,성북구,길음1동,성북구_길음1동,1076839,3,1분기
1517,202102,4호선,길음,356693,75122,345482,75626,20210303,4호선,성북구,길음1동,성북구_길음1동,852923,2,1분기
1518,202101,4호선,길음,359948,73734,354134,74467,20210203,4호선,성북구,길음1동,성북구_길음1동,862283,1,1분기
1519,202112,경춘선,김유정,6393,2689,6639,2641,20220103,0,0,0,0,18362,12,4분기
1520,202111,경춘선,김유정,6793,3854,7952,4029,20211203,0,0,0,0,22628,11,4분기
1521,202110,경춘선,김유정,8202,5344,9580,5642,20211103,0,0,0,0,28768,10,4분기
1522,202109,경춘선,김유정,7064,3943,8199,4296,20211003,0,0,0,0,23502,9,3분기
1523,202108,경춘선,김유정,6539,3488,7146,3644,20210903,0,0,0,0,20817,8,3분기
1524,202107,경춘선,김유정,5495,3433,6090,3569,20210803,0,0,0,0,18587,7,3분기
1525,202106,경춘선,김유정,6705,3638,7559,3853,20210703,0,0,0,0,21755,6,2분기
1526,202105,경춘선,김유정,7940,4213,9018,4376,20210603,0,0,0,0,25547,5,2분기
1527,202104,경춘선,김유정,6272,4189,7165,4326,20210503,0,0,0,0,21952,4,2분기
1528,202103,경춘선,김유정,5445,3412,5938,3494,20210403,0,0,0,0,18289,3,1분기
1529,202102,경춘선,김유정,5364,2258,5597,2304,20210303,0,0,0,0,15523,2,1분기
1530,202101,경춘선,김유정,3517,1952,3478,1944,20210203,0,0,0,0,10891,1,1분기
1531,202112,5호선,김포공항,191693,28522,178405,29846,20220103,5호선,강서구,방화2동,강서구_방화2동,428466,12,4분기
1532,202112,5호선,김포공항,191693,28522,178405,29846,20220103,공항철도1호선,강서구,방화2동,강서구_방화2동,428466,12,4분기
1533,202112,5호선,김포공항,191693,28522,178405,29846,20220103,김포골드라인,강서구,방화2동,강서구_방화2동,428466,12,4분기
1534,202112,5호선,김포공항,191693,28522,178405,29846,20220103,서해선,강서구,방화2동,강서구_방화2동,428466,12,4분기
1535,202112,5호선,김포공항,191693,28522,178405,29846,20220103,9호선,강서구,방화2동,강서구_방화2동,428466,12,4분기
1536,202112,9호선,김포공항,206425,15774,331704,19808,20220103,5호선,강서구,방화2동,강서구_방화2동,573711,12,4분기
1537,202112,9호선,김포공항,206425,15774,331704,19808,20220103,공항철도1호선,강서구,방화2동,강서구_방화2동,573711,12,4분기
1538,202112,9호선,김포공항,206425,15774,331704,19808,20220103,김포골드라인,강서구,방화2동,강서구_방화2동,573711,12,4분기
1539,202112,9호선,김포공항,206425,15774,331704,19808,20220103,서해선,강서구,방화2동,강서구_방화2동,573711,12,4분기
1540,202112,9호선,김포공항,206425,15774,331704,19808,20220103,9호선,강서구,방화2동,강서구_방화2동,573711,12,4분기
1541,202112,공항철도 1호선,김포공항,330062,20790,183864,13127,20220103,5호선,강서구,방화2동,강서구_방화2동,547843,12,4분기
1542,202112,공항철도 1호선,김포공항,330062,20790,183864,13127,20220103,공항철도1호선,강서구,방화2동,강서구_방화2동,547843,12,4분기
1543,202112,공항철도 1호선,김포공항,330062,20790,183864,13127,20220103,김포골드라인,강서구,방화2동,강서구_방화2동,547843,12,4분기
1544,202112,공항철도 1호선,김포공항,330062,20790,183864,13127,20220103,서해선,강서구,방화2동,강서구_방화2동,547843,12,4분기
1545,202112,공항철도 1호선,김포공항,330062,20790,183864,13127,20220103,9호선,강서구,방화2동,강서구_방화2동,547843,12,4분기
1546,202111,5호선,김포공항,190628,29728,173783,31630,20211203,5호선,강서구,방화2동,강서구_방화2동,425769,11,4분기
1547,202111,5호선,김포공항,190628,29728,173783,31630,20211203,공항철도1호선,강서구,방화2동,강서구_방화2동,425769,11,4분기
1548,202111,5호선,김포공항,190628,29728,173783,31630,20211203,김포골드라인,강서구,방화2동,강서구_방화2동,425769,11,4분기
1549,202111,5호선,김포공항,190628,29728,173783,31630,20211203,서해선,강서구,방화2동,강서구_방화2동,425769,11,4분기
1550,202111,5호선,김포공항,190628,29728,173783,31630,20211203,9호선,강서구,방화2동,강서구_방화2동,425769,11,4분기
1551,202111,9호선,김포공항,209573,17989,333404,23300,20211203,5호선,강서구,방화2동,강서구_방화2동,584266,11,4분기
1552,202111,9호선,김포공항,209573,17989,333404,23300,20211203,공항철도1호선,강서구,방화2동,강서구_방화2동,584266,11,4분기
1553,202111,9호선,김포공항,209573,17989,333404,23300,20211203,김포골드라인,강서구,방화2동,강서구_방화2동,584266,11,4분기
1554,202111,9호선,김포공항,209573,17989,333404,23300,20211203,서해선,강서구,방화2동,강서구_방화2동,584266,11,4분기
1555,202111,9호선,김포공항,209573,17989,333404,23300,20211203,9호선,강서구,방화2동,강서구_방화2동,584266,11,4분기
1556,202111,경의선,김포공항,1,0,0,0,20211203,5호선,강서구,방화2동,강서구_방화2동,1,11,4분기
1557,202111,경의선,김포공항,1,0,0,0,20211203,공항철도1호선,강서구,방화2동,강서구_방화2동,1,11,4분기
1558,202111,경의선,김포공항,1,0,0,0,20211203,김포골드라인,강서구,방화2동,강서구_방화2동,1,11,4분기
1559,202111,경의선,김포공항,1,0,0,0,20211203,서해선,강서구,방화2동,강서구_방화2동,1,11,4분기
1560,202111,경의선,김포공항,1,0,0,0,20211203,9호선,강서구,방화2동,강서구_방화2동,1,11,4분기
1561,202111,공항철도 1호선,김포공항,344047,24567,186632,15786,20211203,5호선,강서구,방화2동,강서구_방화2동,571032,11,4분기
1562,202111,공항철도 1호선,김포공항,344047,24567,186632,15786,20211203,공항철도1호선,강서구,방화2동,강서구_방화2동,571032,11,4분기
1563,202111,공항철도 1호선,김포공항,344047,24567,186632,15786,20211203,김포골드라인,강서구,방화2동,강서구_방화2동,571032,11,4분기
1564,202111,공항철도 1호선,김포공항,344047,24567,186632,15786,20211203,서해선,강서구,방화2동,강서구_방화2동,571032,11,4분기
1565,202111,공항철도 1호선,김포공항,344047,24567,186632,15786,20211203,9호선,강서구,방화2동,강서구_방화2동,571032,11,4분기
1566,202110,5호선,김포공항,186778,28907,173059,31170,20211103,5호선,강서구,방화2동,강서구_방화2동,419914,10,4분기
1567,202110,5호선,김포공항,186778,28907,173059,31170,20211103,공항철도1호선,강서구,방화2동,강서구_방화2동,419914,10,4분기
1568,202110,5호선,김포공항,186778,28907,173059,31170,20211103,김포골드라인,강서구,방화2동,강서구_방화2동,419914,10,4분기
1569,202110,5호선,김포공항,186778,28907,173059,31170,20211103,서해선,강서구,방화2동,강서구_방화2동,419914,10,4분기
1570,202110,5호선,김포공항,186778,28907,173059,31170,20211103,9호선,강서구,방화2동,강서구_방화2동,419914,10,4분기
1571,202110,9호선,김포공항,207812,17480,333425,22550,20211103,5호선,강서구,방화2동,강서구_방화2동,581267,10,4분기
1572,202110,9호선,김포공항,207812,17480,333425,22550,20211103,공항철도1호선,강서구,방화2동,강서구_방화2동,581267,10,4분기
1573,202110,9호선,김포공항,207812,17480,333425,22550,20211103,김포골드라인,강서구,방화2동,강서구_방화2동,581267,10,4분기
1574,202110,9호선,김포공항,207812,17480,333425,22550,20211103,서해선,강서구,방화2동,강서구_방화2동,581267,10,4분기
1575,202110,9호선,김포공항,207812,17480,333425,22550,20211103,9호선,강서구,방화2동,강서구_방화2동,581267,10,4분기
1576,202110,경의선,김포공항,2,0,0,0,20211103,5호선,강서구,방화2동,강서구_방화2동,2,10,4분기
1577,202110,경의선,김포공항,2,0,0,0,20211103,공항철도1호선,강서구,방화2동,강서구_방화2동,2,10,4분기
1578,202110,경의선,김포공항,2,0,0,0,20211103,김포골드라인,강서구,방화2동,강서구_방화2동,2,10,4분기
1579,202110,경의선,김포공항,2,0,0,0,20211103,서해선,강서구,방화2동,강서구_방화2동,2,10,4분기
1580,202110,경의선,김포공항,2,0,0,0,20211103,9호선,강서구,방화2동,강서구_방화2동,2,10,4분기
1581,202110,공항철도 1호선,김포공항,342297,23677,189221,15211,20211103,5호선,강서구,방화2동,강서구_방화2동,570406,10,4분기
1582,202110,공항철도 1호선,김포공항,342297,23677,189221,15211,20211103,공항철도1호선,강서구,방화2동,강서구_방화2동,570406,10,4분기
1583,202110,공항철도 1호선,김포공항,342297,23677,189221,15211,20211103,김포골드라인,강서구,방화2동,강서구_방화2동,570406,10,4분기
1584,202110,공항철도 1호선,김포공항,342297,23677,189221,15211,20211103,서해선,강서구,방화2동,강서구_방화2동,570406,10,4분기
1585,202110,공항철도 1호선,김포공항,342297,23677,189221,15211,20211103,9호선,강서구,방화2동,강서구_방화2동,570406,10,4분기
1586,202109,5호선,김포공항,162773,24977,148700,26674,20211003,5호선,강서구,방화2동,강서구_방화2동,363124,9,3분기
1587,202109,5호선,김포공항,162773,24977,148700,26674,20211003,공항철도1호선,강서구,방화2동,강서구_방화2동,363124,9,3분기
1588,202109,5호선,김포공항,162773,24977,148700,26674,20211003,김포골드라인,강서구,방화2동,강서구_방화2동,363124,9,3분기
1589,202109,5호선,김포공항,162773,24977,148700,26674,20211003,서해선,강서구,방화2동,강서구_방화2동,363124,9,3분기
1590,202109,5호선,김포공항,162773,24977,148700,26674,20211003,9호선,강서구,방화2동,강서구_방화2동,363124,9,3분기
1591,202109,9호선,김포공항,177908,14307,284722,18411,20211003,5호선,강서구,방화2동,강서구_방화2동,495348,9,3분기
1592,202109,9호선,김포공항,177908,14307,284722,18411,20211003,공항철도1호선,강서구,방화2동,강서구_방화2동,495348,9,3분기
1593,202109,9호선,김포공항,177908,14307,284722,18411,20211003,김포골드라인,강서구,방화2동,강서구_방화2동,495348,9,3분기
1594,202109,9호선,김포공항,177908,14307,284722,18411,20211003,서해선,강서구,방화2동,강서구_방화2동,495348,9,3분기
1595,202109,9호선,김포공항,177908,14307,284722,18411,20211003,9호선,강서구,방화2동,강서구_방화2동,495348,9,3분기
1596,202109,공항철도 1호선,김포공항,299127,19279,163042,12298,20211003,5호선,강서구,방화2동,강서구_방화2동,493746,9,3분기
1597,202109,공항철도 1호선,김포공항,299127,19279,163042,12298,20211003,공항철도1호선,강서구,방화2동,강서구_방화2동,493746,9,3분기
1598,202109,공항철도 1호선,김포공항,299127,19279,163042,12298,20211003,김포골드라인,강서구,방화2동,강서구_방화2동,493746,9,3분기
1599,202109,공항철도 1호선,김포공항,299127,19279,163042,12298,20211003,서해선,강서구,방화2동,강서구_방화2동,493746,9,3분기
