사용월,호선명_x,지하철역,유임승차인원,무임승차인원,유임하차인원,무임하차인원,작업일자,호선명_y,구,동,구_동,총승하차인원,월,분기
201912,5호선,동대문역사문화공원,79097,9645,95189,10783,20200103,2호선,중구,광희동,중구_광희동,194714,12,4분기
201911,2호선,동대문역사문화공원,512512,64148,598103,68371,20191203,4호선,중구,광희동,중구_광희동,1243134,11,4분기
201911,2호선,동대문역사문화공원,512512,64148,598103,68371,20191203,5호선,중구,광희동,중구_광희동,1243134,11,4분기
201911,2호선,동대문역사문화공원,512512,64148,598103,68371,20191203,2호선,중구,광희동,중구_광희동,1243134,11,4분기
201911,4호선,동대문역사문화공원,627672,66663,568164,60352,20191203,4호선,중구,광희동,중구_광희동,1322851,11,4분기
201911,4호선,동대문역사문화공원,627672,66663,568164,60352,20191203,5호선,중구,광희동,중구_광희동,1322851,11,4분기
201911,4호선,동대문역사문화공원,627672,66663,568164,60352,20191203,2호선,중구,광희동,중구_광희동,1322851,11,4분기
201911,5호선,동대문역사문화공원,76832,9066,91583,9985,20191203,4호선,중구,광희동,중구_광희동,187466,11,4분기
201911,5호선,동대문역사문화공원,76832,9066,91583,9985,20191203,5호선,중구,광희동,중구_광희동,187466,11,4분기
201911,5호선,동대문역사문화공원,76832,9066,91583,9985,20191203,2호선,중구,광희동,중구_광희동,187466,11,4분기
201910,2호선,동대문역사문화공원,547626,67096,639035,72269,20191103,4호선,중구,광희동,중구_광희동,1326026,10,4분기
201910,2호선,동대문역사문화공원,547626,67096,639035,72269,20191103,5호선,중구,광희동,중구_광희동,1326026,10,4분기
201910,2호선,동대문역사문화공원,547626,67096,639035,72269,20191103,2호선,중구,광희동,중구_광희동,1326026,10,4분기
201910,4호선,동대문역사문화공원,662053,70144,600846,62937,20191103,4호선,중구,광희동,중구_광희동,1395980,10,4분기
201910,4호선,동대문역사문화공원,662053,70144,600846,62937,20191103,5호선,중구,광희동,중구_광희동,1395980,10,4분기
201910,4호선,동대문역사문화공원,662053,70144,600846,62937,20191103,2호선,중구,광희동,중구_광희동,1395980,10,4분기
201910,5호선,동대문역사문화공원,76156,8825,91260,9867,20191103,4호선,중구,광희동,중구_광희동,186108,10,4분기
201910,5호선,동대문역사문화공원,76156,8825,91260,9867,20191103,5호선,중구,광희동,중구_광희동,186108,10,4분기
201910,5호선,동대문역사문화공원,76156,8825,91260,9867,20191103,2호선,중구,광희동,중구_광희동,186108,10,4분기
201909,2호선,동대문역사문화공원,461166,55634,539068,59669,20191003,4호선,중구,광희동,중구_광희동,1115537,9,3분기
201909,2호선,동대문역사문화공원,461166,55634,539068,59669,20191003,5호선,중구,광희동,중구_광희동,1115537,9,3분기
201909,2호선,동대문역사문화공원,461166,55634,539068,59669,20191003,2호선,중구,광희동,중구_광희동,1115537,9,3분기
201909,4호선,동대문역사문화공원,568410,59222,513252,53845,20191003,4호선,중구,광희동,중구_광희동,1194729,9,3분기
201909,4호선,동대문역사문화공원,568410,59222,513252,53845,20191003,5호선,중구,광희동,중구_광희동,1194729,9,3분기
201909,4호선,동대문역사문화공원,568410,59222,513252,53845,20191003,2호선,중구,광희동,중구_광희동,1194729,9,3분기
201909,5호선,동대문역사문화공원,70873,7878,83625,8842,20191003,4호선,중구,광희동,중구_광희동,171218,9,3분기
201909,5호선,동대문역사문화공원,70873,7878,83625,8842,20191003,5호선,중구,광희동,중구_광희동,171218,9,3분기
201909,5호선,동대문역사문화공원,70873,7878,83625,8842,20191003,2호선,중구,광희동,중구_광희동,171218,9,3분기
201908,2호선,동대문역사문화공원,520100,57671,602548,61458,20190903,4호선,중구,광희동,중구_광희동,1241777,8,3분기
201908,2호선,동대문역사문화공원,520100,57671,602548,61458,20190903,5호선,중구,광희동,중구_광희동,1241777,8,3분기
201908,2호선,동대문역사문화공원,520100,57671,602548,61458,20190903,2호선,중구,광희동,중구_광희동,1241777,8,3분기
201908,4호선,동대문역사문화공원,639645,62930,570326,56664,20190903,4호선,중구,광희동,중구_광희동,1329565,8,3분기
201908,4호선,동대문역사문화공원,639645,62930,570326,56664,20190903,5호선,중구,광희동,중구_광희동,1329565,8,3분기
201908,4호선,동대문역사문화공원,639645,62930,570326,56664,20190903,2호선,중구,광희동,중구_광희동,1329565,8,3분기
201908,5호선,동대문역사문화공원,75856,8725,90256,9571,20190903,4호선,중구,광희동,중구_광희동,184408,8,3분기
201908,5호선,동대문역사문화공원,75856,8725,90256,9571,20190903,5호선,중구,광희동,중구_광희동,184408,8,3분기
201908,5호선,동대문역사문화공원,75856,8725,90256,9571,20190903,2호선,중구,광희동,중구_광희동,184408,8,3분기
201907,2호선,동대문역사문화공원,510044,62263,600045,66374,20190803,4호선,중구,광희동,중구_광희동,1238726,7,3분기
201907,2호선,동대문역사문화공원,510044,62263,600045,66374,20190803,5호선,중구,광희동,중구_광희동,1238726,7,3분기
201907,2호선,동대문역사문화공원,510044,62263,600045,66374,20190803,2호선,중구,광희동,중구_광희동,1238726,7,3분기
201907,4호선,동대문역사문화공원,639009,66259,577277,60078,20190803,4호선,중구,광희동,중구_광희동,1342623,7,3분기
201907,4호선,동대문역사문화공원,639009,66259,577277,60078,20190803,5호선,중구,광희동,중구_광희동,1342623,7,3분기
201907,4호선,동대문역사문화공원,639009,66259,577277,60078,20190803,2호선,중구,광희동,중구_광희동,1342623,7,3분기
201907,5호선,동대문역사문화공원,79516,9471,94961,10294,20190803,4호선,중구,광희동,중구_광희동,194242,7,3분기
201907,5호선,동대문역사문화공원,79516,9471,94961,10294,20190803,5호선,중구,광희동,중구_광희동,194242,7,3분기
201907,5호선,동대문역사문화공원,79516,9471,94961,10294,20190803,2호선,중구,광희동,중구_광희동,194242,7,3분기
201906,2호선,동대문역사문화공원,505979,62386,594677,66430,20221216,4호선,중구,광희동,중구_광희동,1229472,6,2분기
201906,2호선,동대문역사문화공원,505979,62386,594677,66430,20221216,5호선,중구,광희동,중구_광희동,1229472,6,2분기
201906,2호선,동대문역사문화공원,505979,62386,594677,66430,20221216,2호선,중구,광희동,중구_광희동,1229472,6,2분기
201906,4호선,동대문역사문화공원,618942,65336,560584,59732,20221216,4호선,중구,광희동,중구_광희동,1304594,6,2분기
201906,4호선,동대문역사문화공원,618942,65336,560584,59732,20221216,5호선,중구,광희동,중구_광희동,1304594,6,2분기
201906,4호선,동대문역사문화공원,618942,65336,560584,59732,20221216,2호선,중구,광희동,중구_광희동,1304594,6,2분기
201906,5호선,동대문역사문화공원,70284,8271,84609,9127,20221216,4호선,중구,광희동,중구_광희동,172291,6,2분기
201906,5호선,동대문역사문화공원,70284,8271,84609,9127,20221216,5호선,중구,광희동,중구_광희동,172291,6,2분기
201906,5호선,동대문역사문화공원,70284,8271,84609,9127,20221216,2호선,중구,광희동,중구_광희동,172291,6,2분기
201905,2호선,동대문역사문화공원,565829,66155,659176,70818,20190603,4호선,중구,광희동,중구_광희동,1361978,5,2분기
201905,2호선,동대문역사문화공원,565829,66155,659176,70818,20190603,5호선,중구,광희동,중구_광희동,1361978,5,2분기
201905,2호선,동대문역사문화공원,565829,66155,659176,70818,20190603,2호선,중구,광희동,중구_광희동,1361978,5,2분기
201905,4호선,동대문역사문화공원,681185,69101,614649,62653,20190603,4호선,중구,광희동,중구_광희동,1427588,5,2분기
201905,4호선,동대문역사문화공원,681185,69101,614649,62653,20190603,5호선,중구,광희동,중구_광희동,1427588,5,2분기
201905,4호선,동대문역사문화공원,681185,69101,614649,62653,20190603,2호선,중구,광희동,중구_광희동,1427588,5,2분기
201905,5호선,동대문역사문화공원,76921,9075,92203,10239,20190603,4호선,중구,광희동,중구_광희동,188438,5,2분기
201905,5호선,동대문역사문화공원,76921,9075,92203,10239,20190603,5호선,중구,광희동,중구_광희동,188438,5,2분기
201905,5호선,동대문역사문화공원,76921,9075,92203,10239,20190603,2호선,중구,광희동,중구_광희동,188438,5,2분기
201904,2호선,동대문역사문화공원,516888,63121,604121,67261,20190503,4호선,중구,광희동,중구_광희동,1251391,4,2분기
201904,2호선,동대문역사문화공원,516888,63121,604121,67261,20190503,5호선,중구,광희동,중구_광희동,1251391,4,2분기
201904,2호선,동대문역사문화공원,516888,63121,604121,67261,20190503,2호선,중구,광희동,중구_광희동,1251391,4,2분기
201904,4호선,동대문역사문화공원,637117,65108,574772,58907,20190503,4호선,중구,광희동,중구_광희동,1335904,4,2분기
201904,4호선,동대문역사문화공원,637117,65108,574772,58907,20190503,5호선,중구,광희동,중구_광희동,1335904,4,2분기
201904,4호선,동대문역사문화공원,637117,65108,574772,58907,20190503,2호선,중구,광희동,중구_광희동,1335904,4,2분기
201904,5호선,동대문역사문화공원,79236,9001,93600,9908,20190503,4호선,중구,광희동,중구_광희동,191745,4,2분기
201904,5호선,동대문역사문화공원,79236,9001,93600,9908,20190503,5호선,중구,광희동,중구_광희동,191745,4,2분기
201904,5호선,동대문역사문화공원,79236,9001,93600,9908,20190503,2호선,중구,광희동,중구_광희동,191745,4,2분기
201903,2호선,동대문역사문화공원,540808,64635,625808,68604,20190403,4호선,중구,광희동,중구_광희동,1299855,3,1분기
201903,2호선,동대문역사문화공원,540808,64635,625808,68604,20190403,5호선,중구,광희동,중구_광희동,1299855,3,1분기
201903,2호선,동대문역사문화공원,540808,64635,625808,68604,20190403,2호선,중구,광희동,중구_광희동,1299855,3,1분기
201903,4호선,동대문역사문화공원,665209,67188,596254,61458,20190403,4호선,중구,광희동,중구_광희동,1390109,3,1분기
201903,4호선,동대문역사문화공원,665209,67188,596254,61458,20190403,5호선,중구,광희동,중구_광희동,1390109,3,1분기
201903,4호선,동대문역사문화공원,665209,67188,596254,61458,20190403,2호선,중구,광희동,중구_광희동,1390109,3,1분기
201903,5호선,동대문역사문화공원,78689,8609,89547,9399,20190403,4호선,중구,광희동,중구_광희동,186244,3,1분기
201903,5호선,동대문역사문화공원,78689,8609,89547,9399,20190403,5호선,중구,광희동,중구_광희동,186244,3,1분기
201903,5호선,동대문역사문화공원,78689,8609,89547,9399,20190403,2호선,중구,광희동,중구_광희동,186244,3,1분기
201902,2호선,동대문역사문화공원,426129,50858,487064,53995,20190303,4호선,중구,광희동,중구_광희동,1018046,2,1분기
201902,2호선,동대문역사문화공원,426129,50858,487064,53995,20190303,5호선,중구,광희동,중구_광희동,1018046,2,1분기
201902,2호선,동대문역사문화공원,426129,50858,487064,53995,20190303,2호선,중구,광희동,중구_광희동,1018046,2,1분기
201902,4호선,동대문역사문화공원,540588,54523,482466,49490,20190303,4호선,중구,광희동,중구_광희동,1127067,2,1분기
201902,4호선,동대문역사문화공원,540588,54523,482466,49490,20190303,5호선,중구,광희동,중구_광희동,1127067,2,1분기
201902,4호선,동대문역사문화공원,540588,54523,482466,49490,20190303,2호선,중구,광희동,중구_광희동,1127067,2,1분기
201902,5호선,동대문역사문화공원,62287,7181,72763,7856,20190303,4호선,중구,광희동,중구_광희동,150087,2,1분기
201902,5호선,동대문역사문화공원,62287,7181,72763,7856,20190303,5호선,중구,광희동,중구_광희동,150087,2,1분기
201902,5호선,동대문역사문화공원,62287,7181,72763,7856,20190303,2호선,중구,광희동,중구_광희동,150087,2,1분기
201901,2호선,동대문역사문화공원,470548,58918,540467,62861,20190203,4호선,중구,광희동,중구_광희동,1132794,1,1분기
201901,2호선,동대문역사문화공원,470548,58918,540467,62861,20190203,5호선,중구,광희동,중구_광희동,1132794,1,1분기
201901,2호선,동대문역사문화공원,470548,58918,540467,62861,20190203,2호선,중구,광희동,중구_광희동,1132794,1,1분기
201901,4호선,동대문역사문화공원,604325,63849,545170,57652,20190203,4호선,중구,광희동,중구_광희동,1270996,1,1분기
201901,4호선,동대문역사문화공원,604325,63849,545170,57652,20190203,5호선,중구,광희동,중구_광희동,1270996,1,1분기
201901,4호선,동대문역사문화공원,604325,63849,545170,57652,20190203,2호선,중구,광희동,중구_광희동,1270996,1,1분기
201901,5호선,동대문역사문화공원,77768,8975,90305,9733,20190203,4호선,중구,광희동,중구_광희동,186781,1,1분기
201901,5호선,동대문역사문화공원,77768,8975,90305,9733,20190203,5호선,중구,광희동,중구_광희동,186781,1,1분기
201901,5호선,동대문역사문화공원,77768,8975,90305,9733,20190203,2호선,중구,광희동,중구_광희동,186781,1,1분기
201912,3호선,동대입구,326570,41073,364899,44961,20200103,3호선,중구,장충동,중구_장충동,777503,12,4분기
201911,3호선,동대입구,380566,43078,427605,48053,20191203,3호선,중구,장충동,중구_장충동,899302,11,4분기
201910,3호선,동대입구,353053,45760,405462,49791,20191103,3호선,중구,장충동,중구_장충동,854066,10,4분기
201909,3호선,동대입구,329789,37819,373160,40051,20191003,3호선,중구,장충동,중구_장충동,780819,9,3분기
201908,3호선,동대입구,269602,35592,298688,36778,20190903,3호선,중구,장충동,중구_장충동,640660,8,3분기
201907,3호선,동대입구,281257,37568,308730,38799,20190803,3호선,중구,장충동,중구_장충동,666354,7,3분기
201906,3호선,동대입구,300978,43740,340790,46522,20221216,3호선,중구,장충동,중구_장충동,732030,6,2분기
201905,3호선,동대입구,367685,44865,425151,48952,20190603,3호선,중구,장충동,중구_장충동,886653,5,2분기
201904,3호선,동대입구,371892,45044,426958,50722,20190503,3호선,중구,장충동,중구_장충동,894616,4,2분기
201903,3호선,동대입구,343296,39677,392125,43314,20190403,3호선,중구,장충동,중구_장충동,818412,3,1분기
201902,3호선,동대입구,227314,32189,253555,34374,20190303,3호선,중구,장충동,중구_장충동,547432,2,1분기
201901,3호선,동대입구,273760,35986,299610,38633,20190203,3호선,중구,장충동,중구_장충동,647989,1,1분기
201912,경원선,동두천,51610,20333,58102,26602,20200103,0,0,0,0,156647,12,4분기
201911,경원선,동두천,53187,20517,59517,28019,20191203,0,0,0,0,161240,11,4분기
201910,경원선,동두천,55740,22416,62929,31725,20191103,0,0,0,0,172810,10,4분기
201909,경원선,동두천,51406,19828,58902,27830,20191003,0,0,0,0,157966,9,3분기
201908,경원선,동두천,43738,20966,52076,29983,20190903,0,0,0,0,146763,8,3분기
201907,경원선,동두천,45771,21350,53683,29506,20190803,0,0,0,0,150310,7,3분기
201907,경원선,동두천,45771,21350,53683,29506,20190803,0,0,0,0,150310,7,3분기
201907,경원선,동두천,45771,21350,53683,29506,20190803,0,0,0,0,150310,7,3분기
201906,경원선,동두천,52662,21066,59994,30754,20221216,0,0,0,0,164476,6,2분기
201905,경원선,동두천,56017,22655,64597,34610,20190603,0,0,0,0,177879,5,2분기
201904,경원선,동두천,55988,21365,62927,31294,20190503,0,0,0,0,171574,4,2분기
201903,경원선,동두천,56576,22249,63741,29822,20190403,0,0,0,0,172388,3,1분기
201902,경원선,동두천,38424,17320,45842,21864,20190303,0,0,0,0,123450,2,1분기
201901,경원선,동두천,43099,20108,50274,25594,20190203,0,0,0,0,139075,1,1분기
201912,경원선,동두천중앙,73316,43275,68560,43424,20200103,0,0,0,0,228575,12,4분기
201911,경원선,동두천중앙,72673,41528,67799,41767,20191203,0,0,0,0,223767,11,4분기
201910,경원선,동두천중앙,76269,45340,71260,45802,20191103,0,0,0,0,238671,10,4분기
201909,경원선,동두천중앙,72780,40288,68087,40408,20191003,0,0,0,0,221563,9,3분기
201908,경원선,동두천중앙,72669,41448,68218,41570,20190903,0,0,0,0,223905,8,3분기
201907,경원선,동두천중앙,75523,42255,70782,42635,20190803,0,0,0,0,231195,7,3분기
201907,경원선,동두천중앙,75523,42255,70782,42635,20190803,0,0,0,0,231195,7,3분기
201907,경원선,동두천중앙,75523,42255,70782,42635,20190803,0,0,0,0,231195,7,3분기
201906,경원선,동두천중앙,74792,43440,70272,43883,20221216,0,0,0,0,232387,6,2분기
201905,경원선,동두천중앙,81723,46651,76961,47260,20190603,0,0,0,0,252595,5,2분기
201904,경원선,동두천중앙,77843,44801,73319,45464,20190503,0,0,0,0,241427,4,2분기
201903,경원선,동두천중앙,76668,44556,72429,44629,20190403,0,0,0,0,238282,3,1분기
201902,경원선,동두천중앙,63388,37110,59739,37137,20190303,0,0,0,0,197374,2,1분기
201901,경원선,동두천중앙,70022,43089,65811,43205,20190203,0,0,0,0,222127,1,1분기
201912,1호선,동묘앞,178911,150023,192564,152748,20200103,1호선,종로구,숭인1동,종로구_숭인1동,674246,12,4분기
201912,1호선,동묘앞,178911,150023,192564,152748,20200103,6호선,종로구,창신1동,종로구_창신1동,674246,12,4분기
201912,6호선,동묘앞,225087,74716,236662,68787,20200103,1호선,종로구,숭인1동,종로구_숭인1동,605252,12,4분기
201912,6호선,동묘앞,225087,74716,236662,68787,20200103,6호선,종로구,창신1동,종로구_창신1동,605252,12,4분기
201911,1호선,동묘앞,181957,152029,197668,154876,20191203,1호선,종로구,숭인1동,종로구_숭인1동,686530,11,4분기
201911,1호선,동묘앞,181957,152029,197668,154876,20191203,6호선,종로구,창신1동,종로구_창신1동,686530,11,4분기
201911,6호선,동묘앞,222514,74163,236137,68499,20191203,1호선,종로구,숭인1동,종로구_숭인1동,601313,11,4분기
201911,6호선,동묘앞,222514,74163,236137,68499,20191203,6호선,종로구,창신1동,종로구_창신1동,601313,11,4분기
201910,1호선,동묘앞,193803,168280,212648,171296,20191103,1호선,종로구,숭인1동,종로구_숭인1동,746027,10,4분기
201910,1호선,동묘앞,193803,168280,212648,171296,20191103,6호선,종로구,창신1동,종로구_창신1동,746027,10,4분기
201910,6호선,동묘앞,234370,79698,247744,73687,20191103,1호선,종로구,숭인1동,종로구_숭인1동,635499,10,4분기
201910,6호선,동묘앞,234370,79698,247744,73687,20191103,6호선,종로구,창신1동,종로구_창신1동,635499,10,4분기
201909,1호선,동묘앞,171418,145778,185901,147766,20191003,1호선,종로구,숭인1동,종로구_숭인1동,650863,9,3분기
201909,1호선,동묘앞,171418,145778,185901,147766,20191003,6호선,종로구,창신1동,종로구_창신1동,650863,9,3분기
201909,6호선,동묘앞,202067,67647,216452,62338,20191003,1호선,종로구,숭인1동,종로구_숭인1동,548504,9,3분기
201909,6호선,동묘앞,202067,67647,216452,62338,20191003,6호선,종로구,창신1동,종로구_창신1동,548504,9,3분기
201908,1호선,동묘앞,168709,140683,179960,142918,20190903,1호선,종로구,숭인1동,종로구_숭인1동,632270,8,3분기
201908,1호선,동묘앞,168709,140683,179960,142918,20190903,6호선,종로구,창신1동,종로구_창신1동,632270,8,3분기
201908,6호선,동묘앞,201972,66999,210420,63082,20190903,1호선,종로구,숭인1동,종로구_숭인1동,542473,8,3분기
201908,6호선,동묘앞,201972,66999,210420,63082,20190903,6호선,종로구,창신1동,종로구_창신1동,542473,8,3분기
201907,1호선,동묘앞,167941,141100,179242,143546,20190803,1호선,종로구,숭인1동,종로구_숭인1동,631829,7,3분기
201907,1호선,동묘앞,167941,141100,179242,143546,20190803,6호선,종로구,창신1동,종로구_창신1동,631829,7,3분기
201907,6호선,동묘앞,210561,69959,220020,65481,20190803,1호선,종로구,숭인1동,종로구_숭인1동,566021,7,3분기
201907,6호선,동묘앞,210561,69959,220020,65481,20190803,6호선,종로구,창신1동,종로구_창신1동,566021,7,3분기
201906,1호선,동묘앞,178254,162450,195117,163978,20221216,1호선,종로구,숭인1동,종로구_숭인1동,699799,6,2분기
201906,1호선,동묘앞,178254,162450,195117,163978,20221216,6호선,종로구,창신1동,종로구_창신1동,699799,6,2분기
201906,6호선,동묘앞,212089,73365,222164,67467,20221216,1호선,종로구,숭인1동,종로구_숭인1동,575085,6,2분기
201906,6호선,동묘앞,212089,73365,222164,67467,20221216,6호선,종로구,창신1동,종로구_창신1동,575085,6,2분기
201905,1호선,동묘앞,204325,171004,225362,173844,20190603,1호선,종로구,숭인1동,종로구_숭인1동,774535,5,2분기
201905,1호선,동묘앞,204325,171004,225362,173844,20190603,6호선,종로구,창신1동,종로구_창신1동,774535,5,2분기
201905,6호선,동묘앞,236866,77874,251992,71838,20190603,1호선,종로구,숭인1동,종로구_숭인1동,638570,5,2분기
201905,6호선,동묘앞,236866,77874,251992,71838,20190603,6호선,종로구,창신1동,종로구_창신1동,638570,5,2분기
201904,1호선,동묘앞,188006,160272,206396,162914,20190503,1호선,종로구,숭인1동,종로구_숭인1동,717588,4,2분기
201904,1호선,동묘앞,188006,160272,206396,162914,20190503,6호선,종로구,창신1동,종로구_창신1동,717588,4,2분기
201904,6호선,동묘앞,225767,75225,240714,69393,20190503,1호선,종로구,숭인1동,종로구_숭인1동,611099,4,2분기
201904,6호선,동묘앞,225767,75225,240714,69393,20190503,6호선,종로구,창신1동,종로구_창신1동,611099,4,2분기
201903,1호선,동묘앞,200814,168263,225651,170366,20190403,1호선,종로구,숭인1동,종로구_숭인1동,765094,3,1분기
201903,1호선,동묘앞,200814,168263,225651,170366,20190403,6호선,종로구,창신1동,종로구_창신1동,765094,3,1분기
201903,6호선,동묘앞,235478,77714,244496,70290,20190403,1호선,종로구,숭인1동,종로구_숭인1동,627978,3,1분기
201903,6호선,동묘앞,235478,77714,244496,70290,20190403,6호선,종로구,창신1동,종로구_창신1동,627978,3,1분기
201902,1호선,동묘앞,176527,132791,198730,134991,20190303,1호선,종로구,숭인1동,종로구_숭인1동,643039,2,1분기
201902,1호선,동묘앞,176527,132791,198730,134991,20190303,6호선,종로구,창신1동,종로구_창신1동,643039,2,1분기
201902,6호선,동묘앞,199705,62575,204594,56532,20190303,1호선,종로구,숭인1동,종로구_숭인1동,523406,2,1분기
201902,6호선,동묘앞,199705,62575,204594,56532,20190303,6호선,종로구,창신1동,종로구_창신1동,523406,2,1분기
201901,1호선,동묘앞,174683,146034,188711,147551,20190203,1호선,종로구,숭인1동,종로구_숭인1동,656979,1,1분기
201901,1호선,동묘앞,174683,146034,188711,147551,20190203,6호선,종로구,창신1동,종로구_창신1동,656979,1,1분기
201901,6호선,동묘앞,214228,70909,225214,64736,20190203,1호선,종로구,숭인1동,종로구_숭인1동,575087,1,1분기
201901,6호선,동묘앞,214228,70909,225214,64736,20190203,6호선,종로구,창신1동,종로구_창신1동,575087,1,1분기
201912,경인선,동암,452072,110399,447748,110597,20200103,0,0,0,0,1120816,12,4분기
201911,경인선,동암,448191,106110,445469,106961,20191203,0,0,0,0,1106731,11,4분기
201910,경인선,동암,467679,115091,465059,115538,20191103,0,0,0,0,1163367,10,4분기
201909,경인선,동암,427392,103045,425193,103379,20191003,0,0,0,0,1059009,9,3분기
201908,경인선,동암,429992,107298,426477,108012,20190903,0,0,0,0,1071779,8,3분기
201907,경인선,동암,449793,109660,445162,109882,20190803,0,0,0,0,1114497,7,3분기
201906,경인선,동암,444656,107649,439231,107897,20221216,0,0,0,0,1099433,6,2분기
201905,경인선,동암,480881,112934,477292,113857,20190603,0,0,0,0,1184964,5,2분기
201904,경인선,동암,466118,108166,462254,108653,20190503,0,0,0,0,1145191,4,2분기
201903,경인선,동암,464926,107751,462982,108770,20190403,0,0,0,0,1144429,3,1분기
201902,경인선,동암,387207,88738,385259,89496,20190303,0,0,0,0,950700,2,1분기
201901,경인선,동암,444540,102095,440339,102926,20190203,0,0,0,0,1089900,1,1분기
201912,경인선,동인천,398433,133123,375060,128461,20200103,0,0,0,0,1035077,12,4분기
201911,경인선,동인천,391835,131328,370435,126736,20191203,0,0,0,0,1020334,11,4분기
201910,경인선,동인천,410351,145277,386207,139135,20191103,0,0,0,0,1080970,10,4분기
201909,경인선,동인천,372160,128100,352417,123948,20191003,0,0,0,0,976625,9,3분기
201908,경인선,동인천,381700,135526,364174,132096,20190903,0,0,0,0,1013496,8,3분기
201907,경인선,동인천,394820,137552,375994,133149,20190803,0,0,0,0,1041515,7,3분기
201906,경인선,동인천,388628,137051,369913,133302,20221216,0,0,0,0,1028894,6,2분기
201905,경인선,동인천,428560,149197,406564,144148,20190603,0,0,0,0,1128469,5,2분기
201904,경인선,동인천,410006,135682,389631,130658,20190503,0,0,0,0,1065977,4,2분기
201903,경인선,동인천,407956,134468,385936,129290,20190403,0,0,0,0,1057650,3,1분기
201902,경인선,동인천,341369,108980,322043,105369,20190303,0,0,0,0,877761,2,1분기
201901,경인선,동인천,386868,125985,367520,121657,20190203,0,0,0,0,1002030,1,1분기
201912,4호선,동작(현충원),52838,19934,56090,19738,20200103,9호선,동작구,사당2동,동작구_사당2동,148600,12,4분기
201912,4호선,동작(현충원),52838,19934,56090,19738,20200103,4호선,동작구,사당2동,동작구_사당2동,148600,12,4분기
201912,9호선,동작(현충원),45793,13133,35747,10816,20200103,9호선,동작구,사당2동,동작구_사당2동,105489,12,4분기
201912,9호선,동작(현충원),45793,13133,35747,10816,20200103,4호선,동작구,사당2동,동작구_사당2동,105489,12,4분기
201911,4호선,동작(현충원),56163,21509,60054,21540,20191203,9호선,동작구,사당2동,동작구_사당2동,159266,11,4분기
201911,4호선,동작(현충원),56163,21509,60054,21540,20191203,4호선,동작구,사당2동,동작구_사당2동,159266,11,4분기
201911,9호선,동작(현충원),51056,14948,39221,12585,20191203,9호선,동작구,사당2동,동작구_사당2동,117810,11,4분기
201911,9호선,동작(현충원),51056,14948,39221,12585,20191203,4호선,동작구,사당2동,동작구_사당2동,117810,11,4분기
201910,4호선,동작(현충원),68961,25193,73668,25475,20191103,9호선,동작구,사당2동,동작구_사당2동,193297,10,4분기
201910,4호선,동작(현충원),68961,25193,73668,25475,20191103,4호선,동작구,사당2동,동작구_사당2동,193297,10,4분기
201910,9호선,동작(현충원),56263,17729,43537,15064,20191103,9호선,동작구,사당2동,동작구_사당2동,132593,10,4분기
201910,9호선,동작(현충원),56263,17729,43537,15064,20191103,4호선,동작구,사당2동,동작구_사당2동,132593,10,4분기
201909,4호선,동작(현충원),58239,21431,62160,21424,20191003,9호선,동작구,사당2동,동작구_사당2동,163254,9,3분기
201909,4호선,동작(현충원),58239,21431,62160,21424,20191003,4호선,동작구,사당2동,동작구_사당2동,163254,9,3분기
201909,9호선,동작(현충원),50575,14634,39397,12513,20191003,9호선,동작구,사당2동,동작구_사당2동,117119,9,3분기
201909,9호선,동작(현충원),50575,14634,39397,12513,20191003,4호선,동작구,사당2동,동작구_사당2동,117119,9,3분기
201908,4호선,동작(현충원),53519,20469,56730,20232,20190903,9호선,동작구,사당2동,동작구_사당2동,150950,8,3분기
201908,4호선,동작(현충원),53519,20469,56730,20232,20190903,4호선,동작구,사당2동,동작구_사당2동,150950,8,3분기
201908,9호선,동작(현충원),46564,13193,35503,10861,20190903,9호선,동작구,사당2동,동작구_사당2동,106121,8,3분기
201908,9호선,동작(현충원),46564,13193,35503,10861,20190903,4호선,동작구,사당2동,동작구_사당2동,106121,8,3분기
201907,4호선,동작(현충원),56223,21889,59778,21763,20190803,9호선,동작구,사당2동,동작구_사당2동,159653,7,3분기
201907,4호선,동작(현충원),56223,21889,59778,21763,20190803,4호선,동작구,사당2동,동작구_사당2동,159653,7,3분기
201907,9호선,동작(현충원),47967,13866,36013,11354,20190803,9호선,동작구,사당2동,동작구_사당2동,109200,7,3분기
201907,9호선,동작(현충원),47967,13866,36013,11354,20190803,4호선,동작구,사당2동,동작구_사당2동,109200,7,3분기
201906,4호선,동작(현충원),68083,29683,75101,31414,20221216,9호선,동작구,사당2동,동작구_사당2동,204281,6,2분기
201906,4호선,동작(현충원),68083,29683,75101,31414,20221216,4호선,동작구,사당2동,동작구_사당2동,204281,6,2분기
201906,9호선,동작(현충원),65265,28204,50679,24320,20221216,9호선,동작구,사당2동,동작구_사당2동,168468,6,2분기
201906,9호선,동작(현충원),65265,28204,50679,24320,20221216,4호선,동작구,사당2동,동작구_사당2동,168468,6,2분기
201905,4호선,동작(현충원),75509,25184,81501,25285,20190603,9호선,동작구,사당2동,동작구_사당2동,207479,5,2분기
201905,4호선,동작(현충원),75509,25184,81501,25285,20190603,4호선,동작구,사당2동,동작구_사당2동,207479,5,2분기
201905,9호선,동작(현충원),62450,18361,47855,16222,20190603,9호선,동작구,사당2동,동작구_사당2동,144888,5,2분기
