사용월,호선명_x,지하철역,유임승차인원,무임승차인원,유임하차인원,무임하차인원,작업일자,호선명_y,구,동,구_동
201902,9호선2~3단계,삼전,102686,24338,100917,23638,20190303,9호선(연장),송파구,잠실본동,송파구_잠실본동
201901,9호선2~3단계,삼전,115510,27484,113979,26938,20190203,9호선(연장),송파구,잠실본동,송파구_잠실본동
201912,분당선,상갈,150337,37064,138812,34676,20200103,0,0,0,0
201911,분당선,상갈,150296,36455,138985,33972,20191203,0,0,0,0
201910,분당선,상갈,156605,38953,145418,36432,20191103,0,0,0,0
201909,분당선,상갈,139604,33667,130884,31830,20191003,0,0,0,0
201908,분당선,상갈,139678,34244,131473,32001,20190903,0,0,0,0
201907,분당선,상갈,145534,35501,136881,33115,20190803,0,0,0,0
201906,분당선,상갈,141170,35851,133006,33193,20221216,0,0,0,0
201905,분당선,상갈,158421,37883,148046,35333,20190603,0,0,0,0
201904,분당선,상갈,150429,35849,141183,33466,20190503,0,0,0,0
201903,분당선,상갈,148208,35544,139612,33155,20190403,0,0,0,0
201902,분당선,상갈,122820,29022,115518,27313,20190303,0,0,0,0
201901,분당선,상갈,141070,33606,132410,31461,20190203,0,0,0,0
201912,4호선,상계,524426,125242,459798,122519,20200103,4호선,노원구,상계5동,노원구_상계5동
201911,4호선,상계,523936,124317,458549,120512,20191203,4호선,노원구,상계5동,노원구_상계5동
201910,4호선,상계,533501,131017,467923,127722,20191103,4호선,노원구,상계5동,노원구_상계5동
201909,4호선,상계,488562,117909,430084,115250,20191003,4호선,노원구,상계5동,노원구_상계5동
201908,4호선,상계,494326,119685,435075,117652,20190903,4호선,노원구,상계5동,노원구_상계5동
201907,4호선,상계,526004,124861,463450,122710,20190803,4호선,노원구,상계5동,노원구_상계5동
201906,4호선,상계,503780,124300,444556,121430,20221216,4호선,노원구,상계5동,노원구_상계5동
201905,4호선,상계,557459,130257,490287,127896,20190603,4호선,노원구,상계5동,노원구_상계5동
201904,4호선,상계,542061,126712,477147,124108,20190503,4호선,노원구,상계5동,노원구_상계5동
201903,4호선,상계,540942,126165,478617,123379,20190403,4호선,노원구,상계5동,노원구_상계5동
201902,4호선,상계,443412,102153,391981,100725,20190303,4호선,노원구,상계5동,노원구_상계5동
201901,4호선,상계,516628,117224,457332,115582,20190203,4호선,노원구,상계5동,노원구_상계5동
201912,7호선,상도,310495,64654,301334,61009,20200103,7호선,동작구,상도1동,동작구_상도1동
201911,7호선,상도,333902,63482,327343,59370,20191203,7호선,동작구,상도1동,동작구_상도1동
201910,7호선,상도,326283,65400,320498,61562,20191103,7호선,동작구,상도1동,동작구_상도1동
201909,7호선,상도,298394,58899,296440,55024,20191003,7호선,동작구,상도1동,동작구_상도1동
201908,7호선,상도,276975,60719,262624,56681,20190903,7호선,동작구,상도1동,동작구_상도1동
201907,7호선,상도,294757,64109,279875,59750,20190803,7호선,동작구,상도1동,동작구_상도1동
201906,7호선,상도,299891,62365,292217,58522,20221216,7호선,동작구,상도1동,동작구_상도1동
201905,7호선,상도,339358,66778,336330,62783,20190603,7호선,동작구,상도1동,동작구_상도1동
201904,7호선,상도,325503,64360,323416,61218,20190503,7호선,동작구,상도1동,동작구_상도1동
201903,7호선,상도,325430,63856,322924,60903,20190403,7호선,동작구,상도1동,동작구_상도1동
201902,7호선,상도,232317,51103,220356,48883,20190303,7호선,동작구,상도1동,동작구_상도1동
201901,7호선,상도,271885,59009,256237,56522,20190203,7호선,동작구,상도1동,동작구_상도1동
201912,7호선,상동,405749,59265,422260,59134,20200103,0,0,0,0
201911,7호선,상동,398057,56375,414823,56472,20191203,0,0,0,0
201910,7호선,상동,402723,57550,419647,57845,20191103,0,0,0,0
201909,7호선,상동,361680,49414,377554,49805,20191003,0,0,0,0
201908,7호선,상동,381097,51310,397401,51934,20190903,0,0,0,0
201907,7호선,상동,400210,53602,417759,53807,20190803,0,0,0,0
201906,7호선,상동,381166,53407,399629,53463,20221216,0,0,0,0
201905,7호선,상동,413121,56874,433583,56984,20190603,0,0,0,0
201904,7호선,상동,407528,55369,425512,55731,20190503,0,0,0,0
201903,7호선,상동,409070,55398,425615,55342,20190403,0,0,0,0
201902,7호선,상동,346831,43980,359997,44330,20190303,0,0,0,0
201901,7호선,상동,401090,51825,417332,51965,20190203,0,0,0,0
201912,안산선,상록수,544160,88604,520634,89176,20200103,0,0,0,0
201911,안산선,상록수,561019,87225,540879,87910,20191203,0,0,0,0
201910,안산선,상록수,582020,95139,563217,95873,20191103,0,0,0,0
201909,안산선,상록수,533175,82327,516976,83329,20191003,0,0,0,0
201908,안산선,상록수,507170,83390,489519,84149,20190903,0,0,0,0
201907,안산선,상록수,526742,87725,510210,88439,20190803,0,0,0,0
201906,안산선,상록수,543162,90400,525353,91071,20221216,0,0,0,0
201905,안산선,상록수,609005,96069,590819,97195,20190603,0,0,0,0
201904,안산선,상록수,588905,92766,574115,94015,20190503,0,0,0,0
201903,안산선,상록수,585263,89902,572133,91077,20190403,0,0,0,0
201902,안산선,상록수,446224,73103,431655,74307,20190303,0,0,0,0
201901,안산선,상록수,510513,84450,495290,85664,20190203,0,0,0,0
201912,7호선,상봉(시외버스터미널),482842,79765,460497,76806,20200103,중앙선,중랑구,상봉1동,중랑구_상봉1동
201912,7호선,상봉(시외버스터미널),482842,79765,460497,76806,20200103,7호선,중랑구,상봉2동,중랑구_상봉2동
201912,중앙선,상봉(시외버스터미널),153923,42233,147730,40542,20200103,중앙선,중랑구,상봉1동,중랑구_상봉1동
201912,중앙선,상봉(시외버스터미널),153923,42233,147730,40542,20200103,7호선,중랑구,상봉2동,중랑구_상봉2동
201911,7호선,상봉(시외버스터미널),473871,75479,452227,72266,20191203,중앙선,중랑구,상봉1동,중랑구_상봉1동
201911,7호선,상봉(시외버스터미널),473871,75479,452227,72266,20191203,7호선,중랑구,상봉2동,중랑구_상봉2동
201911,중앙선,상봉(시외버스터미널),152771,41690,147744,39574,20191203,중앙선,중랑구,상봉1동,중랑구_상봉1동
201911,중앙선,상봉(시외버스터미널),152771,41690,147744,39574,20191203,7호선,중랑구,상봉2동,중랑구_상봉2동
201910,7호선,상봉(시외버스터미널),478305,79726,454482,75591,20191103,중앙선,중랑구,상봉1동,중랑구_상봉1동
201910,7호선,상봉(시외버스터미널),478305,79726,454482,75591,20191103,7호선,중랑구,상봉2동,중랑구_상봉2동
201910,중앙선,상봉(시외버스터미널),159451,45164,152913,42855,20191103,중앙선,중랑구,상봉1동,중랑구_상봉1동
201910,중앙선,상봉(시외버스터미널),159451,45164,152913,42855,20191103,7호선,중랑구,상봉2동,중랑구_상봉2동
201909,7호선,상봉(시외버스터미널),430574,70886,410088,67698,20191003,중앙선,중랑구,상봉1동,중랑구_상봉1동
201909,7호선,상봉(시외버스터미널),430574,70886,410088,67698,20191003,7호선,중랑구,상봉2동,중랑구_상봉2동
201909,중앙선,상봉(시외버스터미널),143662,39462,138345,37463,20191003,중앙선,중랑구,상봉1동,중랑구_상봉1동
201909,중앙선,상봉(시외버스터미널),143662,39462,138345,37463,20191003,7호선,중랑구,상봉2동,중랑구_상봉2동
201908,7호선,상봉(시외버스터미널),448578,73242,426961,69515,20190903,중앙선,중랑구,상봉1동,중랑구_상봉1동
201908,7호선,상봉(시외버스터미널),448578,73242,426961,69515,20190903,7호선,중랑구,상봉2동,중랑구_상봉2동
201908,중앙선,상봉(시외버스터미널),149114,41670,144122,38747,20190903,중앙선,중랑구,상봉1동,중랑구_상봉1동
201908,중앙선,상봉(시외버스터미널),149114,41670,144122,38747,20190903,7호선,중랑구,상봉2동,중랑구_상봉2동
201907,7호선,상봉(시외버스터미널),470625,75675,447964,71780,20190803,중앙선,중랑구,상봉1동,중랑구_상봉1동
201907,7호선,상봉(시외버스터미널),470625,75675,447964,71780,20190803,7호선,중랑구,상봉2동,중랑구_상봉2동
201906,7호선,상봉(시외버스터미널),450903,74921,429672,71219,20221216,중앙선,중랑구,상봉1동,중랑구_상봉1동
201906,7호선,상봉(시외버스터미널),450903,74921,429672,71219,20221216,7호선,중랑구,상봉2동,중랑구_상봉2동
201906,중앙선,상봉(시외버스터미널),147123,42222,143000,39529,20221216,중앙선,중랑구,상봉1동,중랑구_상봉1동
201906,중앙선,상봉(시외버스터미널),147123,42222,143000,39529,20221216,7호선,중랑구,상봉2동,중랑구_상봉2동
201905,7호선,상봉(시외버스터미널),488176,79570,469088,75259,20190603,중앙선,중랑구,상봉1동,중랑구_상봉1동
201905,7호선,상봉(시외버스터미널),488176,79570,469088,75259,20190603,7호선,중랑구,상봉2동,중랑구_상봉2동
201905,중앙선,상봉(시외버스터미널),160007,44999,155299,42508,20190603,중앙선,중랑구,상봉1동,중랑구_상봉1동
201905,중앙선,상봉(시외버스터미널),160007,44999,155299,42508,20190603,7호선,중랑구,상봉2동,중랑구_상봉2동
201904,7호선,상봉(시외버스터미널),472689,76235,451513,72075,20190503,중앙선,중랑구,상봉1동,중랑구_상봉1동
201904,7호선,상봉(시외버스터미널),472689,76235,451513,72075,20190503,7호선,중랑구,상봉2동,중랑구_상봉2동
201904,중앙선,상봉(시외버스터미널),149891,43033,143865,40725,20190503,중앙선,중랑구,상봉1동,중랑구_상봉1동
201904,중앙선,상봉(시외버스터미널),149891,43033,143865,40725,20190503,7호선,중랑구,상봉2동,중랑구_상봉2동
201903,7호선,상봉(시외버스터미널),477677,77274,456696,73620,20190403,중앙선,중랑구,상봉1동,중랑구_상봉1동
201903,7호선,상봉(시외버스터미널),477677,77274,456696,73620,20190403,7호선,중랑구,상봉2동,중랑구_상봉2동
201903,중앙선,상봉(시외버스터미널),148838,41368,144587,39441,20190403,중앙선,중랑구,상봉1동,중랑구_상봉1동
201903,중앙선,상봉(시외버스터미널),148838,41368,144587,39441,20190403,7호선,중랑구,상봉2동,중랑구_상봉2동
201902,7호선,상봉(시외버스터미널),402444,62991,383819,59846,20190303,중앙선,중랑구,상봉1동,중랑구_상봉1동
201902,7호선,상봉(시외버스터미널),402444,62991,383819,59846,20190303,7호선,중랑구,상봉2동,중랑구_상봉2동
201902,중앙선,상봉(시외버스터미널),127018,33318,123110,31635,20190303,중앙선,중랑구,상봉1동,중랑구_상봉1동
201902,중앙선,상봉(시외버스터미널),127018,33318,123110,31635,20190303,7호선,중랑구,상봉2동,중랑구_상봉2동
201901,7호선,상봉(시외버스터미널),461901,73224,441190,70184,20190203,중앙선,중랑구,상봉1동,중랑구_상봉1동
201901,7호선,상봉(시외버스터미널),461901,73224,441190,70184,20190203,7호선,중랑구,상봉2동,중랑구_상봉2동
201901,중앙선,상봉(시외버스터미널),143000,39237,137073,36867,20190203,중앙선,중랑구,상봉1동,중랑구_상봉1동
201901,중앙선,상봉(시외버스터미널),143000,39237,137073,36867,20190203,7호선,중랑구,상봉2동,중랑구_상봉2동
201912,6호선,상수,322200,24844,377869,25255,20200103,6호선,마포구,서강동,마포구_서강동
201911,6호선,상수,314380,23542,369564,23764,20191203,6호선,마포구,서강동,마포구_서강동
201910,6호선,상수,323528,24856,379708,25070,20191103,6호선,마포구,서강동,마포구_서강동
201909,6호선,상수,287336,22274,336136,22659,20191003,6호선,마포구,서강동,마포구_서강동
201908,6호선,상수,289282,22720,342890,23263,20190903,6호선,마포구,서강동,마포구_서강동
201907,6호선,상수,292119,24038,337855,24643,20190803,6호선,마포구,서강동,마포구_서강동
201906,6호선,상수,289845,23129,336424,23536,20221216,6호선,마포구,서강동,마포구_서강동
201905,6호선,상수,329384,24468,384397,25130,20190603,6호선,마포구,서강동,마포구_서강동
201904,6호선,상수,308753,23783,355756,24215,20190503,6호선,마포구,서강동,마포구_서강동
201903,6호선,상수,321287,24024,369943,24284,20190403,6호선,마포구,서강동,마포구_서강동
201902,6호선,상수,253179,19354,293506,19774,20190303,6호선,마포구,서강동,마포구_서강동
201901,6호선,상수,291531,23172,335798,23503,20190203,6호선,마포구,서강동,마포구_서강동
201912,2호선,상왕십리,386986,72429,365509,73276,20200103,2호선,성동구,왕십리2동,성동구_왕십리2동
201911,2호선,상왕십리,385375,69392,364340,69854,20191203,2호선,성동구,왕십리2동,성동구_왕십리2동
201910,2호선,상왕십리,388281,73050,364900,73733,20191103,2호선,성동구,왕십리2동,성동구_왕십리2동
201909,2호선,상왕십리,352174,66047,330559,66176,20191003,2호선,성동구,왕십리2동,성동구_왕십리2동
201908,2호선,상왕십리,360881,68912,341438,68927,20190903,2호선,성동구,왕십리2동,성동구_왕십리2동
201907,2호선,상왕십리,385062,71726,364898,72471,20190803,2호선,성동구,왕십리2동,성동구_왕십리2동
201906,2호선,상왕십리,362743,69396,338900,70183,20221216,2호선,성동구,왕십리2동,성동구_왕십리2동
201905,2호선,상왕십리,392943,74458,366902,74948,20190603,2호선,성동구,왕십리2동,성동구_왕십리2동
201904,2호선,상왕십리,382584,72471,359923,72933,20190503,2호선,성동구,왕십리2동,성동구_왕십리2동
201903,2호선,상왕십리,379313,72788,358065,73415,20190403,2호선,성동구,왕십리2동,성동구_왕십리2동
201902,2호선,상왕십리,309161,60055,293214,60584,20190303,2호선,성동구,왕십리2동,성동구_왕십리2동
201901,2호선,상왕십리,370292,70677,352021,71280,20190203,2호선,성동구,왕십리2동,성동구_왕십리2동
201912,6호선,상월곡(한국과학기술연구원),165558,44956,147778,43549,20200103,6호선,성북구,월곡2동,성북구_월곡2동
201911,6호선,상월곡(한국과학기술연구원),168994,45163,155449,44212,20191203,6호선,성북구,월곡2동,성북구_월곡2동
201910,6호선,상월곡(한국과학기술연구원),171370,47671,156638,46350,20191103,6호선,성북구,월곡2동,성북구_월곡2동
201909,6호선,상월곡(한국과학기술연구원),157029,42354,146663,41592,20191003,6호선,성북구,월곡2동,성북구_월곡2동
201908,6호선,상월곡(한국과학기술연구원),147651,43435,129925,42767,20190903,6호선,성북구,월곡2동,성북구_월곡2동
201907,6호선,상월곡(한국과학기술연구원),154814,45296,135002,44531,20190803,6호선,성북구,월곡2동,성북구_월곡2동
201906,6호선,상월곡(한국과학기술연구원),156252,44013,141759,42978,20221216,6호선,성북구,월곡2동,성북구_월곡2동
201905,6호선,상월곡(한국과학기술연구원),176088,46905,163751,45744,20190603,6호선,성북구,월곡2동,성북구_월곡2동
201904,6호선,상월곡(한국과학기술연구원),168404,45109,157482,43799,20190503,6호선,성북구,월곡2동,성북구_월곡2동
201903,6호선,상월곡(한국과학기술연구원),165735,44545,154475,43135,20190403,6호선,성북구,월곡2동,성북구_월곡2동
201902,6호선,상월곡(한국과학기술연구원),126577,36484,111204,35544,20190303,6호선,성북구,월곡2동,성북구_월곡2동
201901,6호선,상월곡(한국과학기술연구원),146489,42556,128535,41455,20190203,6호선,성북구,월곡2동,성북구_월곡2동
201912,5호선,상일동,383597,88957,317325,83947,20200103,5호선,강동구,상일1동,강동구_상일1동
201911,5호선,상일동,372651,85240,307570,79615,20191203,5호선,강동구,상일1동,강동구_상일1동
201910,5호선,상일동,357596,84984,293478,79300,20191103,5호선,강동구,상일1동,강동구_상일1동
201909,5호선,상일동,291541,67679,237689,63404,20191003,5호선,강동구,상일1동,강동구_상일1동
201908,5호선,상일동,297491,68324,244971,64407,20190903,5호선,강동구,상일1동,강동구_상일1동
201907,5호선,상일동,324688,71268,264730,67037,20190803,5호선,강동구,상일1동,강동구_상일1동
201906,5호선,상일동,309331,71534,253300,67345,20221216,5호선,강동구,상일1동,강동구_상일1동
201905,5호선,상일동,346189,76797,284205,72309,20190603,5호선,강동구,상일1동,강동구_상일1동
201904,5호선,상일동,336715,73830,274826,69147,20190503,5호선,강동구,상일1동,강동구_상일1동
201903,5호선,상일동,327866,71830,271522,68374,20190403,5호선,강동구,상일1동,강동구_상일1동
201902,5호선,상일동,262938,56536,217066,54097,20190303,5호선,강동구,상일1동,강동구_상일1동
201901,5호선,상일동,318982,65253,262373,61805,20190203,5호선,강동구,상일1동,강동구_상일1동
201912,경춘선,상천,4919,3709,4412,3610,20200103,0,0,0,0
201911,경춘선,상천,6015,5144,5302,5102,20191203,0,0,0,0
201910,경춘선,상천,7822,7487,6805,7407,20191103,0,0,0,0
201909,경춘선,상천,6312,5868,5587,5787,20191003,0,0,0,0
201908,경춘선,상천,6729,5225,6077,5173,20190903,0,0,0,0
201907,경춘선,상천,6614,5307,5758,5180,20190803,0,0,0,0
201906,경춘선,상천,7670,6575,6753,6474,20221216,0,0,0,0
201905,경춘선,상천,9028,8064,7891,7946,20190603,0,0,0,0
201904,경춘선,상천,8018,6987,7439,6958,20190503,0,0,0,0
201903,경춘선,상천,7061,5188,6483,5119,20190403,0,0,0,0
201902,경춘선,상천,4822,3317,4120,3278,20190303,0,0,0,0
201901,경춘선,상천,5205,3812,4423,3739,20190203,0,0,0,0
201912,6호선,새절(신사),342050,95439,317505,96060,20200103,6호선,은평구,신사2동,은평구_신사2동
201911,6호선,새절(신사),349450,92973,325739,92892,20191203,6호선,은평구,신사2동,은평구_신사2동
201910,6호선,새절(신사),358176,99710,332200,100408,20191103,6호선,은평구,신사2동,은평구_신사2동
201909,6호선,새절(신사),321686,86709,299148,87164,20191003,6호선,은평구,신사2동,은평구_신사2동
201908,6호선,새절(신사),310654,90246,287255,90530,20190903,6호선,은평구,신사2동,은평구_신사2동
201907,6호선,새절(신사),328976,93805,301117,93978,20190803,6호선,은평구,신사2동,은평구_신사2동
201906,6호선,새절(신사),329243,93859,303018,93659,20221216,6호선,은평구,신사2동,은평구_신사2동
201905,6호선,새절(신사),367792,97848,342638,98078,20190603,6호선,은평구,신사2동,은평구_신사2동
201904,6호선,새절(신사),362966,96119,340371,96360,20190503,6호선,은평구,신사2동,은평구_신사2동
201903,6호선,새절(신사),348379,92906,328594,93981,20190403,6호선,은평구,신사2동,은평구_신사2동
201902,6호선,새절(신사),266638,75812,250277,76424,20190303,6호선,은평구,신사2동,은평구_신사2동
201901,6호선,새절(신사),309167,87089,290669,88281,20190203,6호선,은평구,신사2동,은평구_신사2동
201912,9호선,샛강,135334,30189,144337,30084,20200103,신림선,영등포구,여의동,영등포구_여의동
201912,9호선,샛강,135334,30189,144337,30084,20200103,9호선,영등포구,여의동,영등포구_여의동
201911,9호선,샛강,132203,29701,134950,29163,20191203,신림선,영등포구,여의동,영등포구_여의동
201911,9호선,샛강,132203,29701,134950,29163,20191203,9호선,영등포구,여의동,영등포구_여의동
201910,9호선,샛강,142813,29512,138769,29257,20191103,신림선,영등포구,여의동,영등포구_여의동
201910,9호선,샛강,142813,29512,138769,29257,20191103,9호선,영등포구,여의동,영등포구_여의동
201909,9호선,샛강,116769,25053,121135,24943,20191003,신림선,영등포구,여의동,영등포구_여의동
201909,9호선,샛강,116769,25053,121135,24943,20191003,9호선,영등포구,여의동,영등포구_여의동
201908,9호선,샛강,121630,25204,127653,25265,20190903,신림선,영등포구,여의동,영등포구_여의동
201908,9호선,샛강,121630,25204,127653,25265,20190903,9호선,영등포구,여의동,영등포구_여의동
201907,9호선,샛강,131162,27860,135762,27680,20190803,신림선,영등포구,여의동,영등포구_여의동
201907,9호선,샛강,131162,27860,135762,27680,20190803,9호선,영등포구,여의동,영등포구_여의동
201906,9호선,샛강,118368,27630,122438,27303,20221216,신림선,영등포구,여의동,영등포구_여의동
201906,9호선,샛강,118368,27630,122438,27303,20221216,9호선,영등포구,여의동,영등포구_여의동
201905,9호선,샛강,127977,28462,131770,28613,20190603,신림선,영등포구,여의동,영등포구_여의동
201905,9호선,샛강,127977,28462,131770,28613,20190603,9호선,영등포구,여의동,영등포구_여의동
201904,9호선,샛강,136939,28877,138376,28884,20190503,신림선,영등포구,여의동,영등포구_여의동
201904,9호선,샛강,136939,28877,138376,28884,20190503,9호선,영등포구,여의동,영등포구_여의동
201903,9호선,샛강,125193,27887,127861,27712,20190403,신림선,영등포구,여의동,영등포구_여의동
201903,9호선,샛강,125193,27887,127861,27712,20190403,9호선,영등포구,여의동,영등포구_여의동
201902,9호선,샛강,105802,22549,109166,22567,20190303,신림선,영등포구,여의동,영등포구_여의동
201902,9호선,샛강,105802,22549,109166,22567,20190303,9호선,영등포구,여의동,영등포구_여의동
201901,9호선,샛강,130709,27307,135230,27254,20190203,신림선,영등포구,여의동,영등포구_여의동
201901,9호선,샛강,130709,27307,135230,27254,20190203,9호선,영등포구,여의동,영등포구_여의동
201912,경의선,서강대,61629,11678,62288,10952,20200103,경의중앙선,마포구,대흥동,마포구_대흥동
201911,경의선,서강대,65276,11399,66159,10527,20191203,경의중앙선,마포구,대흥동,마포구_대흥동
201910,경의선,서강대,66243,11881,66759,11138,20191103,경의중앙선,마포구,대흥동,마포구_대흥동
201909,경의선,서강대,60111,10471,60740,9859,20191003,경의중앙선,마포구,대흥동,마포구_대흥동
201908,경의선,서강대,55435,10401,54084,9685,20190903,경의중앙선,마포구,대흥동,마포구_대흥동
201907,경의선,서강대,58199,10520,56585,9759,20190803,경의중앙선,마포구,대흥동,마포구_대흥동
201907,경의선,서강대,58199,10520,56585,9759,20190803,경의중앙선,마포구,대흥동,마포구_대흥동
201907,경의선,서강대,58199,10520,56585,9759,20190803,경의중앙선,마포구,대흥동,마포구_대흥동
201906,경의선,서강대,58571,10549,57889,9976,20221216,경의중앙선,마포구,대흥동,마포구_대흥동
201905,경의선,서강대,65598,11274,66222,10376,20190603,경의중앙선,마포구,대흥동,마포구_대흥동
201904,경의선,서강대,62097,10807,62759,10011,20190503,경의중앙선,마포구,대흥동,마포구_대흥동
201903,경의선,서강대,63630,10609,65016,9697,20190403,경의중앙선,마포구,대흥동,마포구_대흥동
201902,경의선,서강대,46701,8534,46723,7974,20190303,경의중앙선,마포구,대흥동,마포구_대흥동
201901,경의선,서강대,54116,9629,53339,8898,20190203,경의중앙선,마포구,대흥동,마포구_대흥동
201912,5호선,서대문,496556,77326,512910,73744,20200103,5호선,서대문구,충현동,서대문구_충현동
201911,5호선,서대문,503315,74493,516876,71920,20191203,5호선,서대문구,충현동,서대문구_충현동
201910,5호선,서대문,520228,80839,529006,77081,20191103,5호선,서대문구,충현동,서대문구_충현동
201909,5호선,서대문,454569,67465,467255,65130,20191003,5호선,서대문구,충현동,서대문구_충현동
201908,5호선,서대문,458062,71269,470557,67939,20190903,5호선,서대문구,충현동,서대문구_충현동
201907,5호선,서대문,480449,74540,500325,71700,20190803,5호선,서대문구,충현동,서대문구_충현동
201906,5호선,서대문,453640,71954,469112,69189,20221216,5호선,서대문구,충현동,서대문구_충현동
201905,5호선,서대문,508181,78265,520026,75018,20190603,5호선,서대문구,충현동,서대문구_충현동
201904,5호선,서대문,509010,75815,517695,72687,20190503,5호선,서대문구,충현동,서대문구_충현동
201903,5호선,서대문,485465,75255,494934,72106,20190403,5호선,서대문구,충현동,서대문구_충현동
201902,5호선,서대문,369452,62198,383158,59724,20190303,5호선,서대문구,충현동,서대문구_충현동
201901,5호선,서대문,449372,74055,467665,71241,20190203,5호선,서대문구,충현동,서대문구_충현동
201912,경부선,서동탄,47932,10990,40238,10264,20200103,0,0,0,0
201911,경부선,서동탄,47562,10367,39620,9872,20191203,0,0,0,0
201910,경부선,서동탄,49681,11362,41659,10635,20191103,0,0,0,0
201909,경부선,서동탄,44503,9688,36985,9145,20191003,0,0,0,0
201908,경부선,서동탄,43557,10093,37397,9423,20190903,0,0,0,0
201907,경부선,서동탄,46847,10192,39117,9475,20190803,0,0,0,0
201907,경부선,서동탄,46847,10192,39117,9475,20190803,0,0,0,0
201907,경부선,서동탄,46847,10192,39117,9475,20190803,0,0,0,0
201906,경부선,서동탄,44884,10395,38417,9807,20221216,0,0,0,0
201905,경부선,서동탄,49528,11144,42492,10289,20190603,0,0,0,0
201904,경부선,서동탄,47314,10652,40210,9892,20190503,0,0,0,0
201903,경부선,서동탄,45594,10425,39620,9723,20190403,0,0,0,0
201902,경부선,서동탄,37874,8644,33203,8072,20190303,0,0,0,0
201901,경부선,서동탄,42902,10134,36644,9282,20190203,0,0,0,0
201912,경원선,서빙고,48111,17307,46615,16818,20200103,경원선,용산구,서빙고동,용산구_서빙고동
201911,경원선,서빙고,47521,17196,45429,16637,20191203,경원선,용산구,서빙고동,용산구_서빙고동
201910,경원선,서빙고,52972,18456,49416,17620,20191103,경원선,용산구,서빙고동,용산구_서빙고동
201909,경원선,서빙고,46999,16571,44572,15961,20191003,경원선,용산구,서빙고동,용산구_서빙고동
201908,경원선,서빙고,45495,15854,44281,15236,20190903,경원선,용산구,서빙고동,용산구_서빙고동
201907,경원선,서빙고,47873,16624,45954,16138,20190803,경원선,용산구,서빙고동,용산구_서빙고동
201907,경원선,서빙고,47873,16624,45954,16138,20190803,경원선,용산구,서빙고동,용산구_서빙고동
201907,경원선,서빙고,47873,16624,45954,16138,20190803,경원선,용산구,서빙고동,용산구_서빙고동
201906,경원선,서빙고,48828,17284,47287,16675,20221216,경원선,용산구,서빙고동,용산구_서빙고동
201905,경원선,서빙고,51369,18175,49859,17654,20190603,경원선,용산구,서빙고동,용산구_서빙고동
201904,경원선,서빙고,49093,17770,48320,17399,20190503,경원선,용산구,서빙고동,용산구_서빙고동
201903,경원선,서빙고,47964,17609,47796,17390,20190403,경원선,용산구,서빙고동,용산구_서빙고동
201902,경원선,서빙고,37795,13754,37401,13400,20190303,경원선,용산구,서빙고동,용산구_서빙고동
201901,경원선,서빙고,43668,15757,43508,15152,20190203,경원선,용산구,서빙고동,용산구_서빙고동
0,0,서울,0,0,0,0,0,수도권 광역급행철도,중구,회현동,중구_회현동
0,0,서울대벤처타운,0,0,0,0,0,신림선,관악구,서림동,관악구_서림동
201912,2호선,서울대입구(관악구청),1431502,214090,1377927,205305,20200103,2호선,관악구,청룡동,관악구_청룡동
201911,2호선,서울대입구(관악구청),1439530,206093,1388492,197139,20191203,2호선,관악구,청룡동,관악구_청룡동
201910,2호선,서울대입구(관악구청),1449545,219552,1403142,210477,20191103,2호선,관악구,청룡동,관악구_청룡동
201909,2호선,서울대입구(관악구청),1328702,189953,1280408,182598,20191003,2호선,관악구,청룡동,관악구_청룡동
201908,2호선,서울대입구(관악구청),1375517,203313,1338079,195710,20190903,2호선,관악구,청룡동,관악구_청룡동
201907,2호선,서울대입구(관악구청),1459258,212046,1414570,203729,20190803,2호선,관악구,청룡동,관악구_청룡동
201906,2호선,서울대입구(관악구청),1370334,206549,1326684,198678,20221216,2호선,관악구,청룡동,관악구_청룡동
201905,2호선,서울대입구(관악구청),1509438,222610,1455697,213945,20190603,2호선,관악구,청룡동,관악구_청룡동
201904,2호선,서울대입구(관악구청),1461068,219486,1408584,210049,20190503,2호선,관악구,청룡동,관악구_청룡동
201903,2호선,서울대입구(관악구청),1493837,217219,1441425,208256,20190403,2호선,관악구,청룡동,관악구_청룡동
201902,2호선,서울대입구(관악구청),1196250,179083,1161957,170904,20190303,2호선,관악구,청룡동,관악구_청룡동
201901,2호선,서울대입구(관악구청),1424677,211560,1391043,201922,20190203,2호선,관악구,청룡동,관악구_청룡동
201912,분당선,서울숲,241725,23923,246550,23623,20200103,분당선,성동구,성수1가1동,성동구_성수1가1동
201911,분당선,서울숲,266685,27431,274454,26556,20191203,분당선,성동구,성수1가1동,성동구_성수1가1동
201910,분당선,서울숲,277737,30141,285028,29377,20191103,분당선,성동구,성수1가1동,성동구_성수1가1동
201909,분당선,서울숲,229375,24551,233161,23737,20191003,분당선,성동구,성수1가1동,성동구_성수1가1동
201908,분당선,서울숲,236740,23884,238936,23308,20190903,분당선,성동구,성수1가1동,성동구_성수1가1동
201907,분당선,서울숲,240071,25821,239938,25319,20190803,분당선,성동구,성수1가1동,성동구_성수1가1동
201906,분당선,서울숲,233127,28041,234528,27045,20221216,분당선,성동구,성수1가1동,성동구_성수1가1동
201905,분당선,서울숲,277538,30246,281075,29470,20190603,분당선,성동구,성수1가1동,성동구_성수1가1동
201904,분당선,서울숲,262901,28243,268356,27439,20190503,분당선,성동구,성수1가1동,성동구_성수1가1동
