사용월,호선명_x,지하철역,유임승차인원,무임승차인원,유임하차인원,무임하차인원,작업일자,호선명_y,구,동,구_동
201912,우이신설선,4.19민주묘지,61832,32442,59882,30206,20200103,우이신설선,강북구,우이동,강북구_우이동
201911,우이신설선,4.19민주묘지,74480,32496,74086,30133,20191203,우이신설선,강북구,우이동,강북구_우이동
201910,우이신설선,4.19민주묘지,77817,35133,76453,32335,20191103,우이신설선,강북구,우이동,강북구_우이동
201909,우이신설선,4.19민주묘지,71959,31068,70973,28508,20191003,우이신설선,강북구,우이동,강북구_우이동
201908,우이신설선,4.19민주묘지,50245,32013,47766,29384,20190903,우이신설선,강북구,우이동,강북구_우이동
201907,우이신설선,4.19민주묘지,52129,33256,50333,30355,20190803,우이신설선,강북구,우이동,강북구_우이동
201906,우이신설선,4.19민주묘지,63300,34191,61378,30373,20221216,우이신설선,강북구,우이동,강북구_우이동
201905,우이신설선,4.19민주묘지,85656,35103,84854,32252,20190603,우이신설선,강북구,우이동,강북구_우이동
201904,우이신설선,4.19민주묘지,81420,33394,82259,30651,20190503,우이신설선,강북구,우이동,강북구_우이동
201903,우이신설선,4.19민주묘지,81515,31417,80901,28922,20190403,우이신설선,강북구,우이동,강북구_우이동
201902,우이신설선,4.19민주묘지,43778,25232,41827,23902,20190303,우이신설선,강북구,우이동,강북구_우이동
201901,우이신설선,4.19민주묘지,49789,28647,48250,26730,20190203,우이신설선,강북구,우이동,강북구_우이동
201912,경원선,가능,155390,60523,143859,58404,20200103,0,0,0,0
201911,경원선,가능,158893,60842,146949,58988,20191203,0,0,0,0
201910,경원선,가능,167188,66272,154549,64479,20191103,0,0,0,0
201909,경원선,가능,154494,60157,143327,58421,20191003,0,0,0,0
201908,경원선,가능,154551,62312,143573,60695,20190903,0,0,0,0
201907,경원선,가능,161045,64482,150041,62801,20190803,0,0,0,0
201907,경원선,가능,161045,64482,150041,62801,20190803,0,0,0,0
201907,경원선,가능,161045,64482,150041,62801,20190803,0,0,0,0
201906,경원선,가능,158744,64122,147033,62978,20221216,0,0,0,0
201905,경원선,가능,172827,67416,160195,65779,20190603,0,0,0,0
201904,경원선,가능,167033,63472,155403,61895,20190503,0,0,0,0
201903,경원선,가능,165598,62676,152103,61249,20190403,0,0,0,0
201902,경원선,가능,135859,51131,123768,49657,20190303,0,0,0,0
201901,경원선,가능,152256,58533,140676,56804,20190203,0,0,0,0
201912,3호선,가락시장,236648,87047,231866,84866,20200103,3호선,송파구,가락1동,송파구_가락1동
201912,3호선,가락시장,236648,87047,231866,84866,20200103,8호선,송파구,가락1동,송파구_가락1동
201912,8호선,가락시장,199562,66534,236914,68182,20200103,3호선,송파구,가락1동,송파구_가락1동
201912,8호선,가락시장,199562,66534,236914,68182,20200103,8호선,송파구,가락1동,송파구_가락1동
201911,3호선,가락시장,230354,82125,226374,80598,20191203,3호선,송파구,가락1동,송파구_가락1동
201911,3호선,가락시장,230354,82125,226374,80598,20191203,8호선,송파구,가락1동,송파구_가락1동
201911,8호선,가락시장,189359,64441,222508,66034,20191203,3호선,송파구,가락1동,송파구_가락1동
201911,8호선,가락시장,189359,64441,222508,66034,20191203,8호선,송파구,가락1동,송파구_가락1동
201910,3호선,가락시장,229230,84858,224808,82250,20191103,3호선,송파구,가락1동,송파구_가락1동
201910,3호선,가락시장,229230,84858,224808,82250,20191103,8호선,송파구,가락1동,송파구_가락1동
201910,8호선,가락시장,185007,65424,215568,67092,20191103,3호선,송파구,가락1동,송파구_가락1동
201910,8호선,가락시장,185007,65424,215568,67092,20191103,8호선,송파구,가락1동,송파구_가락1동
201909,3호선,가락시장,205367,75963,201145,74602,20191003,3호선,송파구,가락1동,송파구_가락1동
201909,3호선,가락시장,205367,75963,201145,74602,20191003,8호선,송파구,가락1동,송파구_가락1동
201909,8호선,가락시장,163997,60351,191656,62282,20191003,3호선,송파구,가락1동,송파구_가락1동
201909,8호선,가락시장,163997,60351,191656,62282,20191003,8호선,송파구,가락1동,송파구_가락1동
201908,3호선,가락시장,211580,77067,204248,74805,20190903,3호선,송파구,가락1동,송파구_가락1동
201908,3호선,가락시장,211580,77067,204248,74805,20190903,8호선,송파구,가락1동,송파구_가락1동
201908,8호선,가락시장,168289,57946,194537,59338,20190903,3호선,송파구,가락1동,송파구_가락1동
201908,8호선,가락시장,168289,57946,194537,59338,20190903,8호선,송파구,가락1동,송파구_가락1동
201907,3호선,가락시장,227606,78614,220069,76765,20190803,3호선,송파구,가락1동,송파구_가락1동
201907,3호선,가락시장,227606,78614,220069,76765,20190803,8호선,송파구,가락1동,송파구_가락1동
201907,8호선,가락시장,181017,59012,210965,60344,20190803,3호선,송파구,가락1동,송파구_가락1동
201907,8호선,가락시장,181017,59012,210965,60344,20190803,8호선,송파구,가락1동,송파구_가락1동
201906,3호선,가락시장,214205,78432,206823,76492,20221216,3호선,송파구,가락1동,송파구_가락1동
201906,3호선,가락시장,214205,78432,206823,76492,20221216,8호선,송파구,가락1동,송파구_가락1동
201906,8호선,가락시장,170685,58485,198647,60346,20221216,3호선,송파구,가락1동,송파구_가락1동
201906,8호선,가락시장,170685,58485,198647,60346,20221216,8호선,송파구,가락1동,송파구_가락1동
201905,3호선,가락시장,234516,82347,227549,80234,20190603,3호선,송파구,가락1동,송파구_가락1동
201905,3호선,가락시장,234516,82347,227549,80234,20190603,8호선,송파구,가락1동,송파구_가락1동
201905,8호선,가락시장,185401,61614,217274,63420,20190603,3호선,송파구,가락1동,송파구_가락1동
201905,8호선,가락시장,185401,61614,217274,63420,20190603,8호선,송파구,가락1동,송파구_가락1동
201904,3호선,가락시장,234612,81129,229128,78528,20190503,3호선,송파구,가락1동,송파구_가락1동
201904,3호선,가락시장,234612,81129,229128,78528,20190503,8호선,송파구,가락1동,송파구_가락1동
201904,8호선,가락시장,186085,60428,223741,63444,20190503,3호선,송파구,가락1동,송파구_가락1동
201904,8호선,가락시장,186085,60428,223741,63444,20190503,8호선,송파구,가락1동,송파구_가락1동
201903,3호선,가락시장,230486,78897,224310,77104,20190403,3호선,송파구,가락1동,송파구_가락1동
201903,3호선,가락시장,230486,78897,224310,77104,20190403,8호선,송파구,가락1동,송파구_가락1동
201903,8호선,가락시장,186164,60581,223069,63009,20190403,3호선,송파구,가락1동,송파구_가락1동
201903,8호선,가락시장,186164,60581,223069,63009,20190403,8호선,송파구,가락1동,송파구_가락1동
201902,3호선,가락시장,193486,64592,187062,63083,20190303,3호선,송파구,가락1동,송파구_가락1동
201902,3호선,가락시장,193486,64592,187062,63083,20190303,8호선,송파구,가락1동,송파구_가락1동
201902,8호선,가락시장,155884,50316,187665,51709,20190303,3호선,송파구,가락1동,송파구_가락1동
201902,8호선,가락시장,155884,50316,187665,51709,20190303,8호선,송파구,가락1동,송파구_가락1동
201901,3호선,가락시장,234180,78795,226833,77067,20190203,3호선,송파구,가락1동,송파구_가락1동
201901,3호선,가락시장,234180,78795,226833,77067,20190203,8호선,송파구,가락1동,송파구_가락1동
201901,8호선,가락시장,188435,63539,228265,65840,20190203,3호선,송파구,가락1동,송파구_가락1동
201901,8호선,가락시장,188435,63539,228265,65840,20190203,8호선,송파구,가락1동,송파구_가락1동
201912,7호선,가산디지털단지,1134439,81191,1132397,76589,20200103,7호선,금천구,가산동,금천구_가산동
201912,7호선,가산디지털단지,1134439,81191,1132397,76589,20200103,경부선,금천구,가산동,금천구_가산동
201912,경부선,가산디지털단지,467108,35359,548419,38069,20200103,7호선,금천구,가산동,금천구_가산동
201912,경부선,가산디지털단지,467108,35359,548419,38069,20200103,경부선,금천구,가산동,금천구_가산동
201911,7호선,가산디지털단지,1152733,81761,1149775,76791,20191203,7호선,금천구,가산동,금천구_가산동
201911,7호선,가산디지털단지,1152733,81761,1149775,76791,20191203,경부선,금천구,가산동,금천구_가산동
201911,경부선,가산디지털단지,477111,34253,560831,37093,20191203,7호선,금천구,가산동,금천구_가산동
201911,경부선,가산디지털단지,477111,34253,560831,37093,20191203,경부선,금천구,가산동,금천구_가산동
201910,7호선,가산디지털단지,1145995,83612,1144553,78966,20191103,7호선,금천구,가산동,금천구_가산동
201910,7호선,가산디지털단지,1145995,83612,1144553,78966,20191103,경부선,금천구,가산동,금천구_가산동
201910,경부선,가산디지털단지,486944,36354,570832,39739,20191103,7호선,금천구,가산동,금천구_가산동
201910,경부선,가산디지털단지,486944,36354,570832,39739,20191103,경부선,금천구,가산동,금천구_가산동
201909,7호선,가산디지털단지,1039642,71705,1034175,67579,20191003,7호선,금천구,가산동,금천구_가산동
201909,7호선,가산디지털단지,1039642,71705,1034175,67579,20191003,경부선,금천구,가산동,금천구_가산동
201909,경부선,가산디지털단지,437274,31287,513448,34183,20191003,7호선,금천구,가산동,금천구_가산동
201909,경부선,가산디지털단지,437274,31287,513448,34183,20191003,경부선,금천구,가산동,금천구_가산동
201908,7호선,가산디지털단지,1076056,75115,1072839,70630,20190903,7호선,금천구,가산동,금천구_가산동
201908,7호선,가산디지털단지,1076056,75115,1072839,70630,20190903,경부선,금천구,가산동,금천구_가산동
201908,경부선,가산디지털단지,443261,31743,519042,34859,20190903,7호선,금천구,가산동,금천구_가산동
201908,경부선,가산디지털단지,443261,31743,519042,34859,20190903,경부선,금천구,가산동,금천구_가산동
201907,7호선,가산디지털단지,1196899,79755,1199136,74958,20190803,7호선,금천구,가산동,금천구_가산동
201907,7호선,가산디지털단지,1196899,79755,1199136,74958,20190803,경부선,금천구,가산동,금천구_가산동
201907,경부선,가산디지털단지,496668,34806,577585,38049,20190803,7호선,금천구,가산동,금천구_가산동
201907,경부선,가산디지털단지,496668,34806,577585,38049,20190803,경부선,금천구,가산동,금천구_가산동
201907,경부선,가산디지털단지,496668,34806,577585,38049,20190803,7호선,금천구,가산동,금천구_가산동
201907,경부선,가산디지털단지,496668,34806,577585,38049,20190803,경부선,금천구,가산동,금천구_가산동
201907,경부선,가산디지털단지,496668,34806,577585,38049,20190803,7호선,금천구,가산동,금천구_가산동
201907,경부선,가산디지털단지,496668,34806,577585,38049,20190803,경부선,금천구,가산동,금천구_가산동
201906,7호선,가산디지털단지,1053777,75591,1055428,70899,20221216,7호선,금천구,가산동,금천구_가산동
201906,7호선,가산디지털단지,1053777,75591,1055428,70899,20221216,경부선,금천구,가산동,금천구_가산동
201906,경부선,가산디지털단지,445453,34360,522987,37842,20221216,7호선,금천구,가산동,금천구_가산동
201906,경부선,가산디지털단지,445453,34360,522987,37842,20221216,경부선,금천구,가산동,금천구_가산동
201905,7호선,가산디지털단지,1169667,83075,1170038,78382,20190603,7호선,금천구,가산동,금천구_가산동
201905,7호선,가산디지털단지,1169667,83075,1170038,78382,20190603,경부선,금천구,가산동,금천구_가산동
201905,경부선,가산디지털단지,483887,36391,572077,39946,20190603,7호선,금천구,가산동,금천구_가산동
201905,경부선,가산디지털단지,483887,36391,572077,39946,20190603,경부선,금천구,가산동,금천구_가산동
201904,7호선,가산디지털단지,1175971,82052,1177962,77615,20190503,7호선,금천구,가산동,금천구_가산동
201904,7호선,가산디지털단지,1175971,82052,1177962,77615,20190503,경부선,금천구,가산동,금천구_가산동
201904,경부선,가산디지털단지,481558,36084,566907,38915,20190503,7호선,금천구,가산동,금천구_가산동
201904,경부선,가산디지털단지,481558,36084,566907,38915,20190503,경부선,금천구,가산동,금천구_가산동
201903,7호선,가산디지털단지,1139594,84421,1132504,79146,20190403,7호선,금천구,가산동,금천구_가산동
201903,7호선,가산디지털단지,1139594,84421,1132504,79146,20190403,경부선,금천구,가산동,금천구_가산동
201903,경부선,가산디지털단지,455492,33644,541150,37203,20190403,7호선,금천구,가산동,금천구_가산동
201903,경부선,가산디지털단지,455492,33644,541150,37203,20190403,경부선,금천구,가산동,금천구_가산동
201902,7호선,가산디지털단지,978263,68507,966998,64240,20190303,7호선,금천구,가산동,금천구_가산동
201902,7호선,가산디지털단지,978263,68507,966998,64240,20190303,경부선,금천구,가산동,금천구_가산동
201902,경부선,가산디지털단지,382892,26501,456011,29249,20190303,7호선,금천구,가산동,금천구_가산동
201902,경부선,가산디지털단지,382892,26501,456011,29249,20190303,경부선,금천구,가산동,금천구_가산동
201901,7호선,가산디지털단지,1200693,82182,1191942,77361,20190203,7호선,금천구,가산동,금천구_가산동
201901,7호선,가산디지털단지,1200693,82182,1191942,77361,20190203,경부선,금천구,가산동,금천구_가산동
201901,경부선,가산디지털단지,470248,31014,552752,33827,20190203,7호선,금천구,가산동,금천구_가산동
201901,경부선,가산디지털단지,470248,31014,552752,33827,20190203,경부선,금천구,가산동,금천구_가산동
201912,9호선,가양,523560,134491,504629,130068,20200103,9호선,강서구,등촌3동,강서구_등촌3동
201911,9호선,가양,526967,132140,508962,128274,20191203,9호선,강서구,등촌3동,강서구_등촌3동
201910,9호선,가양,531153,139249,513298,135480,20191103,9호선,강서구,등촌3동,강서구_등촌3동
201909,9호선,가양,472431,121252,455619,117737,20191003,9호선,강서구,등촌3동,강서구_등촌3동
201908,9호선,가양,491247,124483,472146,121060,20190903,9호선,강서구,등촌3동,강서구_등촌3동
201907,9호선,가양,525209,129343,506991,125427,20190803,9호선,강서구,등촌3동,강서구_등촌3동
201906,9호선,가양,495245,128033,478382,124097,20221216,9호선,강서구,등촌3동,강서구_등촌3동
201905,9호선,가양,533038,135441,513624,131612,20190603,9호선,강서구,등촌3동,강서구_등촌3동
201904,9호선,가양,528138,132547,508356,128954,20190503,9호선,강서구,등촌3동,강서구_등촌3동
201903,9호선,가양,520713,131673,502556,128344,20190403,9호선,강서구,등촌3동,강서구_등촌3동
201902,9호선,가양,433814,108842,417670,105920,20190303,9호선,강서구,등촌3동,강서구_등촌3동
201901,9호선,가양,506045,125108,487879,121141,20190203,9호선,강서구,등촌3동,강서구_등촌3동
201912,우이신설선,가오리,81089,48020,75437,49475,20200103,우이신설선,강북구,수유2동,강북구_수유2동
201911,우이신설선,가오리,82345,48529,76245,49481,20191203,우이신설선,강북구,수유2동,강북구_수유2동
201910,우이신설선,가오리,83538,50813,77159,52198,20191103,우이신설선,강북구,수유2동,강북구_수유2동
201909,우이신설선,가오리,76713,45130,70777,46393,20191003,우이신설선,강북구,수유2동,강북구_수유2동
201908,우이신설선,가오리,75720,45866,69580,47624,20190903,우이신설선,강북구,수유2동,강북구_수유2동
201907,우이신설선,가오리,80454,47724,74518,49528,20190803,우이신설선,강북구,수유2동,강북구_수유2동
201906,우이신설선,가오리,77118,46799,70249,48275,20221216,우이신설선,강북구,수유2동,강북구_수유2동
201905,우이신설선,가오리,83570,48326,76020,49502,20190603,우이신설선,강북구,수유2동,강북구_수유2동
201904,우이신설선,가오리,82055,46950,75967,48837,20190503,우이신설선,강북구,수유2동,강북구_수유2동
201903,우이신설선,가오리,82188,48064,76198,49528,20190403,우이신설선,강북구,수유2동,강북구_수유2동
201902,우이신설선,가오리,68044,38923,62993,40384,20190303,우이신설선,강북구,수유2동,강북구_수유2동
201901,우이신설선,가오리,77993,44978,73611,46677,20190203,우이신설선,강북구,수유2동,강북구_수유2동
201912,경의선,가좌,123031,49205,109497,48720,20200103,경의중앙선,서대문구,남가좌1동,서대문구_남가좌1동
201911,경의선,가좌,125187,48743,110934,48759,20191203,경의중앙선,서대문구,남가좌1동,서대문구_남가좌1동
201910,경의선,가좌,129471,51622,113866,51055,20191103,경의중앙선,서대문구,남가좌1동,서대문구_남가좌1동
201909,경의선,가좌,115924,45383,103490,45052,20191003,경의중앙선,서대문구,남가좌1동,서대문구_남가좌1동
201908,경의선,가좌,112077,46789,98709,46509,20190903,경의중앙선,서대문구,남가좌1동,서대문구_남가좌1동
201907,경의선,가좌,118233,48857,102902,48995,20190803,경의중앙선,서대문구,남가좌1동,서대문구_남가좌1동
201907,경의선,가좌,118233,48857,102902,48995,20190803,경의중앙선,서대문구,남가좌1동,서대문구_남가좌1동
201907,경의선,가좌,118233,48857,102902,48995,20190803,경의중앙선,서대문구,남가좌1동,서대문구_남가좌1동
201906,경의선,가좌,115750,48730,102177,49053,20221216,경의중앙선,서대문구,남가좌1동,서대문구_남가좌1동
201905,경의선,가좌,128369,51454,113421,52116,20190603,경의중앙선,서대문구,남가좌1동,서대문구_남가좌1동
201904,경의선,가좌,122876,50686,108719,51007,20190503,경의중앙선,서대문구,남가좌1동,서대문구_남가좌1동
201903,경의선,가좌,121075,49852,109243,50342,20190403,경의중앙선,서대문구,남가좌1동,서대문구_남가좌1동
201902,경의선,가좌,94615,40161,84713,40517,20190303,경의중앙선,서대문구,남가좌1동,서대문구_남가좌1동
201901,경의선,가좌,109237,47219,97211,47573,20190203,경의중앙선,서대문구,남가좌1동,서대문구_남가좌1동
201912,분당선,가천대,254005,27861,282859,29960,20200103,0,0,0,0
201911,분당선,가천대,324223,28490,354879,31107,20191203,0,0,0,0
201910,분당선,가천대,318121,29831,352355,32423,20191103,0,0,0,0
201909,분당선,가천대,291916,25893,328393,28042,20191003,0,0,0,0
201908,분당선,가천대,171385,27278,200976,29523,20190903,0,0,0,0
201907,분당선,가천대,187954,28263,216938,30816,20190803,0,0,0,0
201906,분당선,가천대,252490,28143,281902,30386,20221216,0,0,0,0
201905,분당선,가천대,339947,30657,371689,32844,20190603,0,0,0,0
201904,분당선,가천대,336376,29266,370906,31351,20190503,0,0,0,0
201903,분당선,가천대,328675,28469,362934,30532,20190403,0,0,0,0
201902,분당선,가천대,151321,23579,175875,24956,20190303,0,0,0,0
201901,분당선,가천대,186832,27334,216023,28811,20190203,0,0,0,0
201912,경춘선,가평,47303,14031,49469,13472,20200103,0,0,0,0
201911,경춘선,가평,62063,15915,63714,15825,20191203,0,0,0,0
201910,경춘선,가평,67476,19490,70331,19112,20191103,0,0,0,0
201909,경춘선,가평,52757,15533,52878,15057,20191003,0,0,0,0
201908,경춘선,가평,91692,16280,94668,16024,20190903,0,0,0,0
201907,경춘선,가평,74669,15875,76258,15463,20190803,0,0,0,0
201906,경춘선,가평,62193,16965,64376,16694,20221216,0,0,0,0
201905,경춘선,가평,61349,18774,63598,18377,20190603,0,0,0,0
201904,경춘선,가평,52805,16394,54946,16059,20190503,0,0,0,0
201903,경춘선,가평,45370,13721,47050,13133,20190403,0,0,0,0
201902,경춘선,가평,41916,10897,43919,10523,20190303,0,0,0,0
201901,경춘선,가평,43342,12227,45953,11760,20190203,0,0,0,0
201912,경인선,간석,157575,49920,148055,48411,20200103,0,0,0,0
201911,경인선,간석,156360,48105,146093,46616,20191203,0,0,0,0
201910,경인선,간석,163925,52078,152983,50169,20191103,0,0,0,0
201909,경인선,간석,149141,46083,139995,44551,20191003,0,0,0,0
201908,경인선,간석,149119,47092,141129,45721,20190903,0,0,0,0
201907,경인선,간석,159592,49783,150670,48273,20190803,0,0,0,0
201906,경인선,간석,153733,48789,144723,47525,20221216,0,0,0,0
201905,경인선,간석,168136,50844,158035,49250,20190603,0,0,0,0
201904,경인선,간석,161197,48742,152998,47377,20190503,0,0,0,0
201903,경인선,간석,160117,48381,151691,46854,20190403,0,0,0,0
201902,경인선,간석,131651,39409,123262,38214,20190303,0,0,0,0
201901,경인선,간석,152262,45549,143703,44132,20190203,0,0,0,0
201912,경춘선,갈매,65220,18226,53765,16819,20200103,0,0,0,0
201911,경춘선,갈매,65505,17725,54377,16491,20191203,0,0,0,0
201910,경춘선,갈매,68493,19277,57199,18066,20191103,0,0,0,0
201909,경춘선,갈매,61114,16797,51159,15648,20191003,0,0,0,0
201908,경춘선,갈매,60268,16625,51130,15484,20190903,0,0,0,0
201907,경춘선,갈매,66490,17510,56511,16502,20190803,0,0,0,0
201906,경춘선,갈매,63152,17842,53925,16817,20221216,0,0,0,0
201905,경춘선,갈매,70153,19207,59573,17750,20190603,0,0,0,0
201904,경춘선,갈매,68490,18079,57939,17110,20190503,0,0,0,0
201903,경춘선,갈매,66273,17367,56946,16278,20190403,0,0,0,0
201902,경춘선,갈매,53319,14237,46099,13345,20190303,0,0,0,0
201901,경춘선,갈매,63226,16415,54339,15231,20190203,0,0,0,0
201912,2호선,강남,2927300,197344,3046063,177501,20200103,2호선,강남구,역삼1동,강남구_역삼1동
201912,2호선,강남,2927300,197344,3046063,177501,20200103,신분당선,서초구,서초2동,서초구_서초2동
201911,2호선,강남,2782513,184515,2882949,164476,20191203,2호선,강남구,역삼1동,강남구_역삼1동
201911,2호선,강남,2782513,184515,2882949,164476,20191203,신분당선,서초구,서초2동,서초구_서초2동
201910,2호선,강남,2804431,190064,2896068,169814,20191103,2호선,강남구,역삼1동,강남구_역삼1동
201910,2호선,강남,2804431,190064,2896068,169814,20191103,신분당선,서초구,서초2동,서초구_서초2동
201909,2호선,강남,2525088,164865,2608118,148298,20191003,2호선,강남구,역삼1동,강남구_역삼1동
201909,2호선,강남,2525088,164865,2608118,148298,20191003,신분당선,서초구,서초2동,서초구_서초2동
201908,2호선,강남,2966873,173739,3053288,156221,20190903,2호선,강남구,역삼1동,강남구_역삼1동
201908,2호선,강남,2966873,173739,3053288,156221,20190903,신분당선,서초구,서초2동,서초구_서초2동
201907,2호선,강남,3176079,191844,3252101,172414,20190803,2호선,강남구,역삼1동,강남구_역삼1동
201907,2호선,강남,3176079,191844,3252101,172414,20190803,신분당선,서초구,서초2동,서초구_서초2동
201906,2호선,강남,2716424,181864,2802762,163127,20221216,2호선,강남구,역삼1동,강남구_역삼1동
201906,2호선,강남,2716424,181864,2802762,163127,20221216,신분당선,서초구,서초2동,서초구_서초2동
201905,2호선,강남,2894341,192979,2974378,172755,20190603,2호선,강남구,역삼1동,강남구_역삼1동
201905,2호선,강남,2894341,192979,2974378,172755,20190603,신분당선,서초구,서초2동,서초구_서초2동
201904,2호선,강남,2813223,186840,2887203,167942,20190503,2호선,강남구,역삼1동,강남구_역삼1동
201904,2호선,강남,2813223,186840,2887203,167942,20190503,신분당선,서초구,서초2동,서초구_서초2동
201903,2호선,강남,2898049,187400,2966521,169184,20190403,2호선,강남구,역삼1동,강남구_역삼1동
201903,2호선,강남,2898049,187400,2966521,169184,20190403,신분당선,서초구,서초2동,서초구_서초2동
201902,2호선,강남,2582848,154152,2649051,139183,20190303,2호선,강남구,역삼1동,강남구_역삼1동
201902,2호선,강남,2582848,154152,2649051,139183,20190303,신분당선,서초구,서초2동,서초구_서초2동
201901,2호선,강남,3153418,186486,3210437,167666,20190203,2호선,강남구,역삼1동,강남구_역삼1동
201901,2호선,강남,3153418,186486,3210437,167666,20190203,신분당선,서초구,서초2동,서초구_서초2동
201912,7호선,강남구청,418383,50914,476212,51017,20200103,7호선,강남구,논현2동,강남구_논현2동
201912,7호선,강남구청,418383,50914,476212,51017,20200103,분당선,강남구,논현2동,강남구_논현2동
201912,분당선,강남구청,246536,44765,290666,48666,20200103,7호선,강남구,논현2동,강남구_논현2동
201912,분당선,강남구청,246536,44765,290666,48666,20200103,분당선,강남구,논현2동,강남구_논현2동
201911,7호선,강남구청,424475,49978,479189,50247,20191203,7호선,강남구,논현2동,강남구_논현2동
201911,7호선,강남구청,424475,49978,479189,50247,20191203,분당선,강남구,논현2동,강남구_논현2동
201911,분당선,강남구청,247671,43249,291553,47211,20191203,7호선,강남구,논현2동,강남구_논현2동
201911,분당선,강남구청,247671,43249,291553,47211,20191203,분당선,강남구,논현2동,강남구_논현2동
201910,7호선,강남구청,422607,51477,479261,52083,20191103,7호선,강남구,논현2동,강남구_논현2동
201910,7호선,강남구청,422607,51477,479261,52083,20191103,분당선,강남구,논현2동,강남구_논현2동
201910,분당선,강남구청,247547,44975,293136,48913,20191103,7호선,강남구,논현2동,강남구_논현2동
201910,분당선,강남구청,247547,44975,293136,48913,20191103,분당선,강남구,논현2동,강남구_논현2동
201909,7호선,강남구청,373427,44663,421717,45008,20191003,7호선,강남구,논현2동,강남구_논현2동
201909,7호선,강남구청,373427,44663,421717,45008,20191003,분당선,강남구,논현2동,강남구_논현2동
201909,분당선,강남구청,218328,39259,257869,42905,20191003,7호선,강남구,논현2동,강남구_논현2동
201909,분당선,강남구청,218328,39259,257869,42905,20191003,분당선,강남구,논현2동,강남구_논현2동
201908,7호선,강남구청,392169,45660,445278,46027,20190903,7호선,강남구,논현2동,강남구_논현2동
201908,7호선,강남구청,392169,45660,445278,46027,20190903,분당선,강남구,논현2동,강남구_논현2동
201908,분당선,강남구청,230338,39505,272266,42969,20190903,7호선,강남구,논현2동,강남구_논현2동
201908,분당선,강남구청,230338,39505,272266,42969,20190903,분당선,강남구,논현2동,강남구_논현2동
201907,7호선,강남구청,420946,48166,476656,48659,20190803,7호선,강남구,논현2동,강남구_논현2동
201907,7호선,강남구청,420946,48166,476656,48659,20190803,분당선,강남구,논현2동,강남구_논현2동
201907,분당선,강남구청,247640,42171,291774,45827,20190803,7호선,강남구,논현2동,강남구_논현2동
201907,분당선,강남구청,247640,42171,291774,45827,20190803,분당선,강남구,논현2동,강남구_논현2동
201906,7호선,강남구청,387761,48954,440376,49084,20221216,7호선,강남구,논현2동,강남구_논현2동
201906,7호선,강남구청,387761,48954,440376,49084,20221216,분당선,강남구,논현2동,강남구_논현2동
201906,분당선,강남구청,225775,41445,265927,44885,20221216,7호선,강남구,논현2동,강남구_논현2동
201906,분당선,강남구청,225775,41445,265927,44885,20221216,분당선,강남구,논현2동,강남구_논현2동
201905,7호선,강남구청,423053,51713,479654,51718,20190603,7호선,강남구,논현2동,강남구_논현2동
201905,7호선,강남구청,423053,51713,479654,51718,20190603,분당선,강남구,논현2동,강남구_논현2동
201905,분당선,강남구청,247077,44171,289343,48039,20190603,7호선,강남구,논현2동,강남구_논현2동
201905,분당선,강남구청,247077,44171,289343,48039,20190603,분당선,강남구,논현2동,강남구_논현2동
201904,7호선,강남구청,418068,50710,473069,50983,20190503,7호선,강남구,논현2동,강남구_논현2동
201904,7호선,강남구청,418068,50710,473069,50983,20190503,분당선,강남구,논현2동,강남구_논현2동
201904,분당선,강남구청,245701,43817,287104,47769,20190503,7호선,강남구,논현2동,강남구_논현2동
201904,분당선,강남구청,245701,43817,287104,47769,20190503,분당선,강남구,논현2동,강남구_논현2동
201903,7호선,강남구청,412004,49882,463106,49867,20190403,7호선,강남구,논현2동,강남구_논현2동
201903,7호선,강남구청,412004,49882,463106,49867,20190403,분당선,강남구,논현2동,강남구_논현2동
201903,분당선,강남구청,240860,42851,282218,46361,20190403,7호선,강남구,논현2동,강남구_논현2동
201903,분당선,강남구청,240860,42851,282218,46361,20190403,분당선,강남구,논현2동,강남구_논현2동
201902,7호선,강남구청,337662,41467,379383,41380,20190303,7호선,강남구,논현2동,강남구_논현2동
201902,7호선,강남구청,337662,41467,379383,41380,20190303,분당선,강남구,논현2동,강남구_논현2동
201902,분당선,강남구청,197263,34625,230229,37591,20190303,7호선,강남구,논현2동,강남구_논현2동
201902,분당선,강남구청,197263,34625,230229,37591,20190303,분당선,강남구,논현2동,강남구_논현2동
201901,7호선,강남구청,414491,49264,464248,49362,20190203,7호선,강남구,논현2동,강남구_논현2동
201901,7호선,강남구청,414491,49264,464248,49362,20190203,분당선,강남구,논현2동,강남구_논현2동
201901,분당선,강남구청,241666,41928,281747,45124,20190203,7호선,강남구,논현2동,강남구_논현2동
201901,분당선,강남구청,241666,41928,281747,45124,20190203,분당선,강남구,논현2동,강남구_논현2동
201912,5호선,강동,538489,119966,466646,108043,20200103,5호선,강동구,성내2동,강동구_성내2동
201911,5호선,강동,535194,114811,465681,103631,20191203,5호선,강동구,성내2동,강동구_성내2동
201910,5호선,강동,541047,120404,471889,108761,20191103,5호선,강동구,성내2동,강동구_성내2동
201909,5호선,강동,483945,105027,423022,95252,20191003,5호선,강동구,성내2동,강동구_성내2동
201908,5호선,강동,501329,112866,438327,102688,20190903,5호선,강동구,성내2동,강동구_성내2동
201907,5호선,강동,528692,119438,462969,109449,20190803,5호선,강동구,성내2동,강동구_성내2동
