시간대구분,행정동코드,총생활인구수,중국인체류인구수,중국외외국인체류인구수
0,11110515.0,343.9985695652174,144.58019673913043,198.9551304347826
0,11560550.0,75.45321304347826,26.344717391304346,48.669147826086956
0,11560540.0,1853.6248086956523,517.2553423913043,1335.915243478261
0,11560535.0,1406.5598989130435,533.3557673913044,872.7701902173912
0,11560515.0,341.23842934782607,203.347575,137.3994304347826
0,11545710.0,38.987364130434784,23.868953260869564,14.62376847826087
0,11545700.0,57.683577173913044,39.63920543478261,17.507709782608696
0,11545690.0,22.179107692307692,10.88891978021978,10.891923076923076
0,11545680.0,33.55298555555556,7.266761111111111,25.94293111111111
0,11545670.0,117.52048913043478,74.01559999999999,43.042395652173916
0,11545640.0,140.8615402173913,105.7163554347826,34.66405869565217
0,11560560.0,849.9483434782609,444.36640217391306,405.08082499999995
0,11545630.0,168.70545108695651,133.1599141304348,35.05709239130435
0,11545610.0,343.8612086956522,199.99027608695653,143.40280760869567
0,11545510.0,496.4147228260869,372.8796510869565,123.09504782608695
0,11530790.0,57.55725760869566,19.953314130434784,37.21712391304347
0,11530780.0,534.9481021739131,229.556675,304.8858989130435
0,11530770.0,780.9592434782609,425.3400054347826,355.14987826086957
0,11530760.0,35.71459347826087,14.686106521739129,20.657027173913043
0,11530750.0,81.41359239130435,39.483455434782606,41.46470652173913
0,11530740.0,272.02823369565215,187.20515652173913,84.38457391304348
0,11530730.0,60.560194565217394,32.872155434782606,27.15039456521739
0,11530720.0,138.36238152173914,97.55739239130435,40.34990434782609
0,11545620.0,221.32035869565215,143.91940326086956,76.89012934782609
0,11560585.0,161.61760760869566,124.80712934782609,36.36835217391304
0,11560605.0,367.21024891304353,141.3260945652174,225.3918760869565
0,11560610.0,206.3297836956522,86.08130434782608,119.83534673913043
0,11590660.0,122.32641956521739,37.273176086956525,84.53793478260869
0,11590651.0,20.43183152173913,6.472934782608696,13.456375
0,11590650.0,30.984733695652174,6.0523108695652175,24.587772826086958
0,11590640.0,62.09473478260869,16.55379239130435,45.087789130434786
0,11590630.0,125.20435217391305,41.499721739130436,83.21826304347826
0,11590620.0,131.92099782608696,56.863676086956524,74.54987826086958
0,11590605.0,500.46712282608695,275.3449097826087,224.6695847826087
0,11590560.0,56.616639130434784,18.574521739130436,37.556554347826086
0,11590550.0,62.26269673913043,27.75201195652174,34.01859130434782
0,11590540.0,81.54157282608696,33.10498913043478,47.98772826086957
0,11590530.0,350.3488586956522,203.45624673913042,146.41227065217393
0,11590520.0,73.8218152173913,34.12245326086956,39.24286739130435
0,11590510.0,111.44465434782609,24.072091304347826,86.94793804347826
0,11560720.0,432.11408478260864,366.76254021739135,64.86053260869565
0,11560710.0,669.4643880434783,545.9420380434783,123.05684347826087
0,11560700.0,171.02771304347826,148.50505434782607,22.09325
0,11560690.0,60.959461956521736,24.664020652173914,35.806072826086954
0,11560680.0,101.49359782608695,67.66384347826087,33.40058913043479
0,11560670.0,63.295031521739126,44.43642608695652,18.400979347826087
0,11560660.0,66.24253260869565,44.119014130434785,21.635007608695652
0,11560650.0,120.43848043478262,78.05416630434783,41.93372391304348
0,11560630.0,277.44383804347825,150.41462717391306,126.55355326086956
0,11560620.0,328.6897152173913,93.95925,234.2632760869565
0,11530595.0,414.9604097826087,365.77320000000003,48.69114782608696
0,11590670.0,161.91781847826087,121.31844347826087,40.149491304347826
0,11530560.0,321.3723663043478,227.72789130434782,93.14354565217391
0,11530540.0,912.7737989130434,624.1088902173913,288.1809152173913
0,11470630.0,55.85666739130435,10.18499347826087,45.319683695652174
0,11470620.0,43.442546739130435,9.348389130434782,33.636705434782606
0,11470611.0,35.188887912087914,9.469086813186813,25.38775824175824
0,11470610.0,9.855408988764045,3.7747876404494383,5.685025842696629
0,11470600.0,27.38159230769231,9.58506923076923,17.43958021978022
0,11470590.0,37.22855652173913,13.831267391304348,22.971422826086954
0,11470580.0,37.219083516483515,8.374617582417581,28.470736263736264
0,11470570.0,32.03376195652174,16.533634782608694,15.059617391304347
0,11470560.0,47.67044347826087,20.940645652173913,26.270075
0,11470550.0,107.8181445652174,10.90775543478261,96.51554891304349
0,11470640.0,79.59492717391304,32.91629130434783,46.21176413043478
0,11470540.0,31.092399999999998,6.700796739130435,24.040455434782608
0,11470520.0,86.7763,22.579018478260867,63.76520978260869
0,11470510.0,120.91295108695653,25.499731521739132,94.90090326086955
0,11440740.0,420.35204456521734,134.3072804347826,285.63304782608697
0,11440730.0,145.68886413043478,40.348405434782606,104.86072826086956
0,11440720.0,343.1991054347826,95.63002934782608,247.08558913043476
0,11440710.0,1801.001641304348,457.17757934782605,1343.300081521739
0,11440700.0,84.13171304347826,24.073411956521742,59.56726086956522
0,11440690.0,114.10341847826086,39.50491195652174,74.12521413043478
0,11440680.0,339.62571739130436,135.2855097826087,203.8758358695652
0,11440660.0,9505.14096304348,2468.954770652174,7035.688376086956
0,11470530.0,43.33189565217391,10.665403260869565,32.27824565217391
0,11470650.0,100.23584239130435,48.20073586956522,51.560736956521744
0,11470670.0,61.75965217391304,8.344514130434783,53.08160543478261
0,11470680.0,60.38771086956522,14.855983695652174,45.119815217391306
0,11530530.0,562.7380597826087,494.84348043478263,67.39729673913044
0,11530520.0,32.6474097826087,10.587982608695652,21.612978260869564
0,11530510.0,448.841322826087,82.88860434782609,365.49342717391306
0,11500641.0,66.37007717391305,11.364652173913043,54.62656521739131
0,11500640.0,3242.0820804347827,1311.2603326086955,1930.3110739130434
0,11500630.0,174.34281521739132,43.297027173913044,130.57586304347825
