Shift,Model,Scaler,index,train_r2,test_r2,train_mse,test_mse,train_mae_ratio,test_mae_ratio,test_mae_ratio_max,test_mae_ratio_min,test_mae_ratio_mean,train_mae,test_mae,train_rmse,test_rmse
2,MLPRegressor,Default,생활서비스,0.79,0.8,4895378553139928.0,5447299618947503.0,20.58,20.8,42.65,10.77,22.63222222222222,30377716.3,31027292.21,69966981.88,73805823.75
2,MLPRegressor,Default,교육_학원,0.86,0.83,259937223779744.8,354618343959149.75,22.79,23.57,42.65,10.77,22.63222222222222,8785288.36,9076814.7,16122568.77,18831312.86
2,MLPRegressor,Default,취미_레저,0.84,0.9,1.1297121732183718e+16,7944862692779546.0,29.25,27.48,42.65,10.77,22.63222222222222,35785530.03,32941610.92,106287919.03,89133959.26
2,MLPRegressor,Default,가구_전자기기,0.85,0.78,5921642922272785.0,8190411359380524.0,33.24,36.19,42.65,10.77,22.63222222222222,35474587.47,39063227.79,76952211.94,90500891.48
2,MLPRegressor,Default,부동산_숙박,0.91,0.85,73536805524937.11,109572921809446.73,35.22,42.65,42.65,10.77,22.63222222222222,4017954.1,4710317.83,8575360.37,10467708.53
2,SVR,Standard,의료_건강,-0.02,-0.02,1.0910270605989795e+17,1.0998734793568634e+17,41.38,41.92,93.45,41.92,66.97777777777777,205101646.58,208775372.28,330306987.6,331643404.78
2,SVR,Standard,식음료,-0.05,-0.04,2.5277617105755396e+16,2.328487657302124e+16,45.49,44.66,93.45,41.92,66.97777777777777,108860081.75,105537085.56,158989361.61,152593828.75
2,SVR,Standard,소매_편의,-0.04,-0.04,1.6054561356028848e+17,1.9294313794434576e+17,49.54,48.78,93.45,41.92,66.97777777777777,220867844.59,223189361.24,400681436.51,439252931.63
2,SVR,Standard,생활서비스,-0.05,-0.05,2.4940814251573852e+16,2.909232583888626e+16,61.89,64.65,93.45,41.92,66.97777777777777,91370286.05,96450094.38,157926610.33,170564726.24
2,SVR,Standard,교육_학원,-0.1,-0.08,1978784848417441.5,2273910017456996.5,69.05,70.39,93.45,41.92,66.97777777777777,26612000.1,27104917.81,44483534.58,47685532.58
2,SVR,Standard,미용_패션,-0.09,-0.08,2.380867756553419e+16,2.3960853118306492e+16,75.05,73.57,93.45,41.92,66.97777777777777,65903803.9,63477359.63,154300607.79,154792936.27
2,SVR,Standard,취미_레저,-0.05,-0.04,7.477985792683126e+16,8.427547086389549e+16,77.04,78.27,93.45,41.92,66.97777777777777,94252283.86,93824125.56,273459060.79,290302378.33
2,SVR,Standard,가구_전자기기,-0.13,-0.14,4.414251626841264e+16,4.267148848788893e+16,87.92,87.11,93.45,41.92,66.97777777777777,93827352.99,94010962.89,210101204.82,206570783.24
2,SVR,Standard,부동산_숙박,-0.11,-0.11,879212045762644.4,826792508295674.8,95.02,93.45,93.45,41.92,66.97777777777777,10841156.44,10320751.76,29651510.01,28753999.87
2,SVR,MinMax,의료_건강,-0.02,-0.02,1.0910269944616515e+17,1.0998734134910998e+17,41.38,41.92,93.45,41.92,66.97777777777777,205101639.22,208775365.14,330306977.59,331643394.85
2,SVR,MinMax,식음료,-0.05,-0.04,2.5277610871365876e+16,2.328487066145885e+16,45.49,44.66,93.45,41.92,66.97777777777777,108860066.21,105537069.77,158989342.01,152593809.38
2,SVR,MinMax,소매_편의,-0.04,-0.04,1.6054561656764864e+17,1.9294314200900125e+17,49.54,48.78,93.45,41.92,66.97777777777777,220867840.78,223189357.8,400681440.26,439252936.26
2,SVR,MinMax,생활서비스,-0.05,-0.05,2.4940812786264216e+16,2.9092324465260544e+16,61.89,64.65,93.45,41.92,66.97777777777777,91370279.79,96450088.06,157926605.69,170564722.22
2,SVR,MinMax,교육_학원,-0.1,-0.08,1978782541260741.8,2273907553078726.5,69.05,70.39,93.45,41.92,66.97777777777777,26611990.9,27104907.44,44483508.64,47685506.74
2,SVR,MinMax,미용_패션,-0.09,-0.08,2.380867585053051e+16,2.3960851671293844e+16,75.05,73.57,93.45,41.92,66.97777777777777,65903801.81,63477357.61,154300602.24,154792931.59
2,SVR,MinMax,취미_레저,-0.05,-0.04,7.477985224167016e+16,8.427546524763272e+16,77.04,78.27,93.45,41.92,66.97777777777777,94252276.76,93824118.71,273459050.39,290302368.66
2,SVR,MinMax,가구_전자기기,-0.13,-0.14,4.414251379865771e+16,4.267148611026641e+16,87.92,87.11,93.45,41.92,66.97777777777777,93827352.65,94010962.76,210101198.95,206570777.48
2,SVR,MinMax,부동산_숙박,-0.11,-0.11,879212090764342.9,826792549299070.9,95.02,93.45,93.45,41.92,66.97777777777777,10841157.72,10320753.13,29651510.77,28754000.58
2,SVR,Default,의료_건강,-0.02,-0.02,1.091023650279377e+17,1.0998699111160797e+17,41.38,41.92,93.45,41.92,66.97777777777777,205101017.74,208774744.09,330306471.37,331642866.82
2,SVR,Default,식음료,-0.05,-0.04,2.527734582420087e+16,2.328461554525669e+16,45.49,44.66,93.45,41.92,66.97777777777777,108859283.61,105536307.21,158988508.47,152592973.45
2,SVR,Default,소매_편의,-0.04,-0.04,1.605452001789648e+17,1.9294272971748054e+17,49.54,48.78,93.45,41.92,66.97777777777777,220867201.61,223188720.82,400680920.66,439252466.95
2,SVR,Default,생활서비스,-0.05,-0.05,2.494063121252117e+16,2.909213991980493e+16,61.89,64.65,93.45,41.92,66.97777777777777,91369534.71,96449344.85,157926030.83,170564181.23
2,SVR,Default,교육_학원,-0.1,-0.08,1978710277293801.2,2273835176583958.0,69.04,70.39,93.45,41.92,66.97777777777777,26611283.66,27104211.97,44482696.38,47684747.84
2,SVR,Default,미용_패션,-0.09,-0.08,2.380857362530816e+16,2.3960752791153164e+16,75.05,73.57,93.45,41.92,66.97777777777777,65903376.07,63476939.86,154300270.98,154792612.2
2,SVR,Default,취미_레저,-0.05,-0.04,7.477972533342595e+16,8.427534154189667e+16,77.04,78.27,93.45,41.92,66.97777777777777,94251926.69,93823769.67,273458818.35,290302155.59
2,SVR,Default,가구_전자기기,-0.13,-0.14,4.414234858573403e+16,4.267132440403507e+16,87.92,87.11,93.45,41.92,66.97777777777777,93827009.09,94010618.87,210100805.77,206570386.08
2,SVR,Default,부동산_숙박,-0.11,-0.11,879211040206817.2,826791654786017.9,95.02,93.45,93.45,41.92,66.97777777777777,10841140.04,10320735.97,29651493.05,28753985.02
2,LGBMRegressor,MinMax,식음료,0.98,0.95,512875233359521.75,1085658265986708.6,6.4,8.38,51.71,8.38,22.501111111111115,15318542.69,19805488.6,22646748.85,32949328.76
2,LGBMRegressor,MinMax,의료_건강,0.96,0.92,4760574080279013.0,8423029085573903.0,7.95,10.41,51.71,8.38,22.501111111111115,39431292.35,51846316.67,68996913.56,91777061.87
2,LGBMRegressor,MinMax,소매_편의,0.96,0.93,5989373208339213.0,1.2934601029787356e+16,9.3,11.98,51.71,8.38,22.501111111111115,41444771.98,54813140.88,77391040.88,113730387.45
2,LGBMRegressor,MinMax,미용_패션,0.96,0.92,936974269202537.9,1764279998694353.2,12.82,16.84,51.71,8.38,22.501111111111115,11257839.52,14525825.03,30610035.43,42003333.19
2,LGBMRegressor,MinMax,생활서비스,0.94,0.91,1431605216786032.0,2596391537538829.5,14.27,18.91,51.71,8.38,22.501111111111115,21062589.4,28215551.56,37836559.26,50954798.96
2,LGBMRegressor,MinMax,교육_학원,0.95,0.86,92624711941273.31,286041487015766.2,15.4,21.35,51.71,8.38,22.501111111111115,5934215.88,8221422.08,9624173.31,16912761.07
2,LGBMRegressor,MinMax,취미_레저,0.93,0.92,5274981224049964.0,6729905959901329.0,21.72,27.18,51.71,8.38,22.501111111111115,26575276.35,32576444.45,72629065.97,82036004.05
2,LGBMRegressor,MinMax,가구_전자기기,0.95,0.8,1958984384968249.0,7534641682292605.0,22.8,35.75,51.71,8.38,22.501111111111115,24328506.14,38585890.23,44260415.55,86802313.81
2,LGBMRegressor,MinMax,부동산_숙박,0.96,0.78,33254070422254.92,166578134443113.66,20.42,51.71,51.71,8.38,22.501111111111115,2330120.14,5710917.68,5766634.24,12906515.19
2,LGBMRegressor,Standard,식음료,0.98,0.95,516256873959364.56,1107428399488714.9,6.42,8.49,50.91,8.49,22.441111111111113,15353811.79,20064037.85,22721286.8,33278046.81
2,LGBMRegressor,Standard,의료_건강,0.96,0.91,4798626327302265.0,9125047358229208.0,8.0,10.61,50.91,8.49,22.441111111111113,39643046.9,52860090.81,69272117.96,95525113.76
2,LGBMRegressor,Standard,소매_편의,0.96,0.94,5667114421859615.0,1.1857588780482892e+16,9.19,11.79,50.91,8.49,22.441111111111113,40956859.18,53962669.08,75280239.25,108892556.13
2,LGBMRegressor,Standard,미용_패션,0.96,0.92,935115163360754.5,1793847553186508.5,12.77,16.9,50.91,8.49,22.441111111111113,11212728.97,14578142.77,30579652.77,42353837.53
2,LGBMRegressor,Standard,생활서비스,0.94,0.9,1435675428651536.2,2653386963338410.5,14.27,18.97,50.91,8.49,22.441111111111113,21065817.99,28303436.06,37890307.85,51511037.3
2,LGBMRegressor,Standard,교육_학원,0.95,0.87,91486730140055.56,278438651164290.84,15.32,21.28,50.91,8.49,22.441111111111113,5906529.69,8194300.42,9564869.58,16686481.09
2,LGBMRegressor,Standard,취미_레저,0.92,0.92,5410756300976639.0,6155958075702085.0,21.86,27.19,50.91,8.49,22.441111111111113,26749679.0,32587712.52,73557843.23,78459913.81
2,LGBMRegressor,Standard,가구_전자기기,0.95,0.8,1941186066738617.2,7622910678120093.0,22.75,35.83,50.91,8.49,22.441111111111113,24278096.0,38664546.25,44058893.16,87309281.74
2,LGBMRegressor,Standard,부동산_숙박,0.96,0.79,33368809795100.14,159707660301495.12,20.47,50.91,50.91,8.49,22.441111111111113,2335784.01,5622476.79,5776574.23,12637549.62
2,LGBMRegressor,Default,식음료,0.98,0.95,514304115154463.7,1093666503232556.8,6.41,8.44,52.45,8.44,22.571111111111108,15346727.86,19950466.45,22678274.08,33070629.01
2,LGBMRegressor,Default,의료_건강,0.95,0.92,4819420480557368.0,8488216759465784.0,7.99,10.42,52.45,8.44,22.571111111111108,39619578.1,51897726.05,69422046.07,92131518.82
2,LGBMRegressor,Default,소매_편의,0.96,0.93,5831890356220842.0,1.290934481136484e+16,9.25,11.92,52.45,8.44,22.571111111111108,41247359.77,54539334.94,76366814.5,113619297.71
2,LGBMRegressor,Default,미용_패션,0.96,0.92,924761127582846.8,1782859281895855.2,12.75,16.97,52.45,8.44,22.571111111111108,11199130.04,14637628.2,30409885.36,42223918.36
2,LGBMRegressor,Default,생활서비스,0.94,0.9,1441663509610217.2,2666866435949968.0,14.31,18.99,52.45,8.44,22.571111111111108,21122071.33,28323666.38,37969244.26,51641712.17
2,LGBMRegressor,Default,교육_학원,0.95,0.86,92165872341434.2,286026653339610.9,15.35,21.38,52.45,8.44,22.571111111111108,5914995.13,8233833.08,9600305.85,16912322.53
2,LGBMRegressor,Default,취미_레저,0.92,0.92,5370429954711236.0,6140611764559259.0,21.72,27.07,52.45,8.44,22.571111111111108,26575558.09,32446992.52,73283217.42,78362055.64
2,LGBMRegressor,Default,가구_전자기기,0.95,0.8,1958349391133951.8,7596556852232374.0,22.77,35.5,52.45,8.44,22.571111111111108,24299123.05,38312098.42,44253241.59,87158228.83
2,LGBMRegressor,Default,부동산_숙박,0.96,0.78,34174666767726.8,166755303596841.44,20.5,52.45,52.45,8.44,22.571111111111108,2339143.61,5792572.4,5845910.26,12913376.92
2,GradientBoostingRegressor,MinMax,식음료,0.97,0.95,781627310272818.9,1126993096110165.8,7.98,8.88,38.82,8.88,21.30222222222222,19087134.56,20992011.95,27957598.44,33570717.84
2,GradientBoostingRegressor,MinMax,의료_건강,0.95,0.92,5270768769505549.0,8274364952833701.0,9.29,10.42,38.82,8.88,21.30222222222222,46058185.77,51910193.34,72600060.4,90963536.39
2,GradientBoostingRegressor,MinMax,소매_편의,0.96,0.94,5887967546810001.0,1.0902252701360334e+16,10.81,12.26,38.82,8.88,21.30222222222222,48191839.33,56093471.96,76733092.91,104413853.01
2,GradientBoostingRegressor,MinMax,미용_패션,0.97,0.94,702868204916268.9,1341263856329149.5,14.39,16.39,38.82,8.88,21.30222222222222,12633195.47,14145313.02,26511661.68,36623269.33
2,GradientBoostingRegressor,MinMax,생활서비스,0.92,0.89,2002544916459263.2,3055569447827751.5,17.67,19.71,38.82,8.88,21.30222222222222,26089779.25,29403744.9,44749803.54,55277205.5
2,GradientBoostingRegressor,MinMax,교육_학원,0.92,0.85,147970009551009.03,309587669322331.25,19.53,22.6,38.82,8.88,21.30222222222222,7526087.92,8702856.34,12164292.4,17595103.56
2,GradientBoostingRegressor,MinMax,취미_레저,0.96,0.92,2946363457764895.5,6687226965890515.0,23.04,26.33,38.82,8.88,21.30222222222222,28183530.72,31556982.39,54280415.05,81775466.77
2,GradientBoostingRegressor,MinMax,가구_전자기기,0.92,0.8,3254879375471367.0,7537045365027997.0,29.5,36.31,38.82,8.88,21.30222222222222,31484834.9,39185893.27,57051550.16,86816158.43
2,GradientBoostingRegressor,MinMax,부동산_숙박,0.99,0.9,7488979274908.99,75177090903197.95,15.07,38.82,38.82,8.88,21.30222222222222,1719399.3,4287028.43,2736599.95,8670472.36
2,GradientBoostingRegressor,Standard,식음료,0.97,0.95,781627310272819.0,1127855669867630.5,7.98,8.88,39.35,8.88,21.391111111111112,19087134.56,20995116.7,27957598.44,33583562.5
2,GradientBoostingRegressor,Standard,의료_건강,0.95,0.92,5346065474502357.0,8141188582114431.0,9.3,10.41,39.35,8.88,21.391111111111112,46095302.42,51868390.21,73116793.38,90228535.3
2,GradientBoostingRegressor,Standard,소매_편의,0.96,0.94,5998253822530088.0,1.097808722930651e+16,10.83,12.25,39.35,8.88,21.391111111111112,48307575.91,56046317.33,77448394.58,104776367.7
2,GradientBoostingRegressor,Standard,미용_패션,0.97,0.94,702868204916268.9,1435370445995189.5,14.39,16.54,39.35,8.88,21.391111111111112,12633195.47,14269806.97,26511661.68,37886283.08
2,GradientBoostingRegressor,Standard,생활서비스,0.92,0.89,2002544916459263.2,3056320684239090.5,17.67,19.69,39.35,8.88,21.391111111111112,26089779.25,29376548.07,44749803.54,55284000.26
2,GradientBoostingRegressor,Standard,교육_학원,0.92,0.85,147971119898247.6,307428241492241.5,19.53,22.59,39.35,8.88,21.391111111111112,7526115.01,8696616.54,12164338.04,17533631.73
2,GradientBoostingRegressor,Standard,취미_레저,0.96,0.92,2946341984215572.0,6785123922494141.0,23.04,26.31,39.35,8.88,21.391111111111112,28183845.02,31538923.54,54280217.25,82371863.66
2,GradientBoostingRegressor,Standard,가구_전자기기,0.92,0.8,3247982663898855.5,7567795054237865.0,29.53,36.5,39.35,8.88,21.391111111111112,31516732.21,39390326.48,56991075.3,86993074.75
2,GradientBoostingRegressor,Standard,부동산_숙박,0.99,0.9,7488979274908.99,75190686125545.58,15.07,39.35,39.35,8.88,21.391111111111112,1719399.3,4345551.62,2736599.95,8671256.32
2,GradientBoostingRegressor,Default,식음료,0.97,0.95,781627310272818.9,1127643685114931.8,7.98,8.88,38.92,8.88,21.311111111111114,19087134.56,20988725.41,27957598.44,33580406.27
2,GradientBoostingRegressor,Default,의료_건강,0.95,0.92,5346065474502357.0,8157895479457713.0,9.3,10.39,38.92,8.88,21.311111111111114,46095302.42,51770197.34,73116793.38,90321068.86
2,GradientBoostingRegressor,Default,소매_편의,0.96,0.94,5998253822530090.0,1.1020802013707448e+16,10.83,12.27,38.92,8.88,21.311111111111114,48307575.91,56161637.59,77448394.58,104980007.69
2,GradientBoostingRegressor,Default,미용_패션,0.97,0.94,702868204916268.9,1347714321774347.0,14.39,16.39,38.92,8.88,21.311111111111114,12633195.47,14143929.13,26511661.68,36711228.82
2,GradientBoostingRegressor,Default,생활서비스,0.92,0.89,2002544916459263.2,3052363838216755.0,17.67,19.65,38.92,8.88,21.311111111111114,26089779.25,29319278.68,44749803.54,55248202.13
2,GradientBoostingRegressor,Default,교육_학원,0.92,0.85,147971119898247.62,306951363237853.6,19.53,22.56,38.92,8.88,21.311111111111114,7526115.01,8685805.73,12164338.04,17520027.49
2,GradientBoostingRegressor,Default,취미_레저,0.96,0.92,2946341984215572.0,6699104287058346.0,23.04,26.26,38.92,8.88,21.311111111111114,28183845.02,31483496.13,54280217.25,81848056.1
2,GradientBoostingRegressor,Default,가구_전자기기,0.92,0.8,3247982663898855.0,7562255911096124.0,29.53,36.48,38.92,8.88,21.311111111111114,31516732.21,39369867.93,56991075.3,86961232.23
2,GradientBoostingRegressor,Default,부동산_숙박,0.99,0.9,7488979274908.99,73897014869109.95,15.07,38.92,38.92,8.88,21.311111111111114,1719399.3,4298338.13,2736599.95,8596337.29
2,RandomForestRegressor,MinMax,식음료,0.99,0.95,140420075770830.8,1093472606433553.9,3.13,8.78,37.48,8.78,20.035555555555554,7498439.61,20758040.15,11849897.71,33067697.33
2,RandomForestRegressor,MinMax,의료_건강,0.99,0.92,1293223090523653.2,8218882467320189.0,3.79,10.27,37.48,8.78,20.035555555555554,18798025.62,51130699.21,35961411.13,90658052.41
2,RandomForestRegressor,MinMax,소매_편의,0.99,0.95,1177364591757996.0,9841628736013794.0,4.25,11.37,37.48,8.78,20.035555555555554,18938105.49,52030150.32,34312746.78,99204983.42
2,RandomForestRegressor,MinMax,미용_패션,0.99,0.93,209451895022785.7,1474970249490876.8,6.08,15.7,37.48,8.78,20.035555555555554,5337088.07,13541596.98,14472452.97,38405341.42
2,RandomForestRegressor,MinMax,생활서비스,0.98,0.88,482266106575262.8,3434204897790039.5,6.92,19.08,37.48,8.78,20.035555555555554,10213771.02,28457012.27,21960557.98,58602089.53
2,RandomForestRegressor,MinMax,교육_학원,0.98,0.86,29880863348918.02,296664155726411.6,7.75,21.32,37.48,8.78,20.035555555555554,2986808.93,8211259.9,5466339.12,17223941.35
2,RandomForestRegressor,MinMax,취미_레저,0.98,0.95,1364562987274168.2,4035855681365812.5,9.61,22.24,37.48,8.78,20.035555555555554,11751586.09,26665242.08,36939991.71,63528384.85
2,RandomForestRegressor,MinMax,가구_전자기기,0.98,0.79,684267160127785.6,7814892356301501.0,11.49,34.08,37.48,8.78,20.035555555555554,12261785.26,36783814.53,26158500.72,88401879.82
