Shift,Model,Scaler,index,train_r2,test_r2,train_mse,test_mse,train_mae_ratio,test_mae_ratio,test_mae_ratio_max,test_mae_ratio_min,test_mae_ratio_mean,train_mae,test_mae,train_rmse,test_rmse
3,RandomForestRegressor,Default,교육_학원,0.98,0.87,34492446258170.02,313325376711149.94,8.29,22.31,35.69,10.01,19.578888888888887,3134387.57,8897411.86,5873027.01,17700999.31
3,RandomForestRegressor,Default,부동산_숙박,0.99,0.96,7653682762342.29,38479698355321.6,11.4,24.48,35.69,10.01,19.578888888888887,1300720.62,2979703.86,2766529.01,6203200.65
3,RandomForestRegressor,Default,취미_레저,0.98,0.9,1094121466062535.0,8698283194818563.0,10.02,26.67,35.69,10.01,19.578888888888887,12085655.04,33969260.85,33077506.95,93264587.04
3,RandomForestRegressor,Default,가구_전자기기,0.98,0.79,808166547341831.4,8416759532432376.0,11.83,35.69,35.69,10.01,19.578888888888887,12666090.08,38888171.19,28428270.21,91742899.08
3,LinearRegression,MinMax,의료_건강,0.93,0.92,7759082530106289.0,8298377488772274.0,10.39,10.92,39.66,10.92,22.233333333333334,51111740.94,53521381.91,88085654.51,91095430.67
3,LinearRegression,MinMax,소매_편의,0.94,0.91,9311451477341656.0,1.2748216209240652e+16,12.29,13.45,39.66,10.92,22.233333333333334,54584344.17,60288748.2,96495862.49,112907998.87
3,LinearRegression,MinMax,식음료,0.93,0.91,1709768486407081.5,2162741469850141.0,12.37,13.48,39.66,10.92,22.233333333333334,29171416.08,31901378.69,41349346.87,46505284.32
3,LinearRegression,MinMax,생활서비스,0.89,0.91,2466857698940231.5,2238879922074189.5,17.32,17.6,39.66,10.92,22.233333333333334,25428541.76,25822223.8,49667471.24,47316803.8
3,LinearRegression,MinMax,미용_패션,0.93,0.9,1610076444475056.8,1770740458773376.8,18.01,19.17,39.66,10.92,22.233333333333334,15838725.5,15948161.22,40125757.87,42080167.05
3,LinearRegression,MinMax,교육_학원,0.86,0.86,235127191828716.53,328034422742556.6,23.12,24.87,39.66,10.92,22.233333333333334,8740850.31,9921692.13,15333857.7,18111720.59
3,LinearRegression,MinMax,취미_레저,0.91,0.93,6128007586546011.0,6152951374212093.0,26.86,27.5,39.66,10.92,22.233333333333334,32401089.28,35029129.62,78281591.62,78440750.72
3,LinearRegression,MinMax,가구_전자기기,0.89,0.84,4423717222020412.0,6377583211657935.0,29.17,33.45,39.66,10.92,22.233333333333334,31236443.21,36453842.21,66511030.83,79859772.17
3,LinearRegression,MinMax,부동산_숙박,0.93,0.86,52492283387978.13,123034992690829.78,31.56,39.66,39.66,10.92,22.233333333333334,3601385.42,4827205.97,7245155.86,11092113.99
3,LinearRegression,Standard,의료_건강,0.93,0.92,7759079572327991.0,8298379740870228.0,10.39,10.92,51.9,10.92,23.795555555555556,51111704.13,53521442.17,88085637.72,91095443.03
3,LinearRegression,Standard,소매_편의,0.94,0.91,9311445094008754.0,1.2748204097418174e+16,12.29,13.45,51.9,10.92,23.795555555555556,54584738.93,60289108.1,96495829.41,112907945.24
3,LinearRegression,Standard,식음료,0.93,0.91,1709772346805635.5,2162742449602963.0,12.37,13.48,51.9,10.92,23.795555555555556,29171422.65,31901353.78,41349393.55,46505294.86
3,LinearRegression,Standard,생활서비스,0.89,0.91,2466858294861970.5,2238868730178017.5,17.32,17.6,51.9,10.92,23.795555555555556,25428423.08,25822073.57,49667477.23,47316685.54
3,LinearRegression,Standard,미용_패션,0.93,0.9,1610076948190893.8,1770740888298224.8,18.01,19.17,51.9,10.92,23.795555555555556,15838704.62,15948135.54,40125764.14,42080172.15
3,LinearRegression,Standard,교육_학원,0.86,0.86,235127393805561.9,328035078823278.9,23.12,24.87,51.9,10.92,23.795555555555556,8740843.93,9921698.38,15333864.28,18111738.7
3,LinearRegression,Standard,취미_레저,0.91,0.93,6128007487700289.0,6152955040719145.0,26.86,27.5,51.9,10.92,23.795555555555556,32401070.89,35029099.44,78281590.99,78440774.1
3,LinearRegression,Standard,가구_전자기기,0.89,0.71,4423718233683422.0,1.198941612763702e+16,29.17,35.27,51.9,10.92,23.795555555555556,31236364.48,38437116.07,66511038.43,109496192.3
3,LinearRegression,Standard,부동산_숙박,0.93,0.31,52492342187096.38,616092783055381.9,31.56,51.9,51.9,10.92,23.795555555555556,3601376.76,6316823.51,7245159.91,24821216.39
3,LinearRegression,Default,의료_건강,0.89,0.89,1.1528460854511354e+16,1.1528453824590098e+16,12.47,12.13,47.71,12.13,25.515555555555558,61393356.22,59432740.12,107370670.36,107370637.63
3,LinearRegression,Default,식음료,0.88,0.89,2639358080421145.0,2728864184839363.0,14.59,14.89,47.71,12.13,25.515555555555558,34428702.12,35224463.91,51374683.26,52238531.61
3,LinearRegression,Default,소매_편의,0.92,0.88,1.3713961825340276e+16,1.6476951035067636e+16,14.61,14.95,47.71,12.13,25.515555555555558,64891641.9,67037693.22,117106625.88,128362576.46
3,LinearRegression,Default,생활서비스,0.82,0.89,4234355551053734.0,2943512334445247.5,22.17,20.3,47.71,12.13,25.515555555555558,32546091.04,29781849.14,65071925.98,54254145.78
3,LinearRegression,Default,미용_패션,0.89,0.88,2509671852350508.0,2056081998133280.8,22.66,21.86,47.71,12.13,25.515555555555558,19930385.75,18186737.48,50096625.16,45344040.38
3,LinearRegression,Default,교육_학원,0.8,0.82,339057982654821.1,440598180683624.94,27.28,27.35,47.71,12.13,25.515555555555558,10315107.01,10907534.29,18413527.16,20990430.69
3,LinearRegression,Default,취미_레저,0.81,0.85,1.3584999090986904e+16,1.2546648042425758e+16,32.52,30.27,47.71,12.13,25.515555555555558,39226850.79,38551788.24,116554704.29,112011820.99
3,LinearRegression,Default,가구_전자기기,0.82,0.75,6925013205857801.0,1.0134462444501324e+16,36.51,40.18,47.71,12.13,25.515555555555558,39100642.43,43780937.76,83216664.23,100670067.27
3,LinearRegression,Default,부동산_숙박,0.89,0.86,83313168997580.97,121166349712569.08,41.85,47.71,47.71,12.13,25.515555555555558,4776199.91,5806602.23,9127604.78,11007558.75
